,Unnamed: 0,kepid,name,koi_impact,koi_prad
3379,3379,10227020,Kepler-223 d,0.021,3.46
3380,3380,4563268,Kepler-625 c,0.348,1.0
3381,3381,4644604,Kepler-626 b,0.93,2.88
3382,3382,4656049,Kepler-627 b,0.854,3.2
3385,3385,4742414,Kepler-628 b,0.05,9.11
3389,3389,7764367,Kepler-644 b,0.819,3.07
3393,3393,10227020,Kepler-223 c,0.55,2.68
3394,3394,10227020,Kepler-223 e,0.898,3.57
3395,3395,6678383,Kepler-104 d,0.638,2.61
3397,3397,10227020,Kepler-223 b,0.594,2.42
3400,3400,4827723,Kepler-629 b,0.147,1.34
3401,3401,4841374,Kepler-630 b,0.746,3.25
3403,3403,5020319,Kepler-1725 b,0.437,2.52
3405,3405,8161561,Kepler-645 b,0.746,3.54
3406,3406,8361905,Kepler-646 b,0.395,1.53
3407,3407,12116489,Kepler-595 c,0.538,1.11
3409,3409,11250587,Kepler-464 b,0.676,3.53
3410,3410,8480285,Kepler-647 c,0.019,2.83
3411,3411,8480285,Kepler-647 b,0.273,1.21
3412,3412,10265898,Kepler-656 b,0.791,3.57
3416,3416,10271806,Kepler-224 c,0.848,3.15
3417,3417,10271806,Kepler-224 d,0.398,2.39
3419,3419,5113822,Kepler-199 b,0.022,2.9
3420,3420,5113822,Kepler-199 c,0.822,3.51
3421,3421,5120087,Kepler-631 b,0.069,2.89
3422,3422,5121511,Kepler-632 b,0.791,2.43
3423,3423,8557374,Kepler-213 b,0.051,1.33
3424,3424,8557374,Kepler-213 c,0.891,2.22
3426,3426,8738735,Kepler-214 c,0.886,1.95
3427,3427,8738735,Kepler-214 b,0.244,2.05
3428,3428,8802165,Kepler-648 b,0.651,3.11
3429,3429,10271806,Kepler-224 b,0.135,1.39
3430,3430,10271806,Kepler-224 e,0.774,2.14
3432,3432,10272442,Kepler-657 b,0.042,3.08
3433,3433,10984090,Kepler-466 b,0.017,2.75
3440,3440,8805348,Kepler-649 b,0.022,2.16
3443,3443,8878187,Kepler-650 b,0.836,3.62
3444,3444,4914423,Kepler-103 b,0.674,3.33
3447,3447,10340423,Kepler-225 c,0.356,2.33
3448,3448,10340423,Kepler-225 b,0.043,1.44
3450,3450,10358759,Kepler-29 b,0.15,2.98
3451,3451,5374854,Kepler-633 b,0.825,1.95
3452,3452,5374854,Kepler-633 c,0.01,2.01
3454,3454,5531694,Kepler-634 b,0.235,2.06
3457,3457,8962094,Kepler-215 d,0.851,2.23
3458,3458,8962094,Kepler-215 b,0.802,1.42
3459,3459,8962094,Kepler-215 c,0.596,1.21
3460,3460,8962094,Kepler-215 e,0.459,1.45
3461,3461,10358759,Kepler-29 c,0.017,2.78
3462,3462,10386984,Kepler-658 b,0.003,1.39
3464,3464,10395381,Kepler-659 b,0.86,2.44
3466,3466,5613330,Kepler-635 b,0.193,2.71
3468,3468,5786676,Kepler-1665 b,0.601,5.15
3470,3470,5796675,Kepler-636 b,0.051,4.43
3471,3471,9002278,Kepler-62 d,0.021,1.98
3473,3473,9002278,Kepler-62 b,0.011,1.33
3474,3474,9002278,Kepler-62 e,0.101,1.72
3476,3476,4914423,Kepler-103 c,0.711,5.47
3479,3479,5941160,Kepler-200 b,0.617,1.75
3480,3480,5941160,Kepler-200 c,0.911,1.72
3481,3481,5966154,Kepler-201 b,0.867,2.68
3482,3482,5966154,Kepler-201 c,0.788,2.47
3484,3484,9266431,Kepler-1726 b,0.872,2.47
3487,3487,9458613,Kepler-33 d,0.025,4.76
3488,3488,9458613,Kepler-33 f,0.011,3.92
3491,3491,6020753,Kepler-202 b,0.102,1.53
3493,3493,6020753,Kepler-202 c,0.382,1.88
3494,3494,6062088,Kepler-203 b,0.716,2.61
3495,3495,9458613,Kepler-33 e,0.015,3.55
3496,3496,9458613,Kepler-33 c,0.013,2.82
3497,3497,9458613,Kepler-33 b,0.177,1.85
3498,3498,9530945,Kepler-216 c,0.022,2.95
3501,3501,6062088,Kepler-203 c,0.667,2.54
3502,3502,6062088,Kepler-203 d,0.036,1.37
3503,3503,6125481,Kepler-637 b,0.059,5.86
3504,3504,6267535,Kepler-638 b,0.471,2.32
3506,3506,6347299,Kepler-204 b,0.872,2.71
3507,3507,9530945,Kepler-216 b,0.366,2.12
3508,3508,9578686,Kepler-651 b,0.518,2.17
3509,3509,9590976,Kepler-217 b,0.228,2.12
3510,3510,9590976,Kepler-217 c,0.728,1.84
3512,3512,9590976,Kepler-217 d,0.035,1.29
3515,3515,4832837,Kepler-621 b,0.612,1.77
3519,3519,6347299,Kepler-204 c,0.864,1.78
3520,3520,6365156,Kepler-639 b,0.016,2.29
3521,3521,6425957,Kepler-205 b,0.717,1.37
3523,3523,2444412,Kepler-1710 b,0.014,2.62
3524,3524,6425957,Kepler-205 c,0.714,1.58
3525,3525,9597345,Kepler-218 c,0.472,3.05
3526,3526,9597345,Kepler-218 b,0.116,1.47
3527,3527,9597345,Kepler-218 d,0.004,2.69
3533,3533,5686174,Kepler-622 b,0.019,1.82
3536,3536,6462863,Kepler-89 b,0.008,1.5
3537,3537,6442340,Kepler-206 c,0.8,1.85
3538,3538,6442340,Kepler-206 b,0.816,1.32
3540,3540,6442340,Kepler-206 d,0.924,1.29
3541,3541,6685609,Kepler-207 d,0.801,3.6
3542,3542,6685609,Kepler-207 b,0.782,1.72
3543,3543,9450647,Kepler-465 b,0.02,2.87
3544,3544,9702072,Kepler-652 b,0.015,2.46
3548,3548,9873254,Kepler-653 b,0.127,2.04
3549,3549,6587002,Kepler-196 b,0.777,2.11
3550,3550,6587002,Kepler-196 c,0.678,2.33
3552,3552,7368664,Kepler-434 b,0.932,11.26
3554,3554,6685609,Kepler-207 c,0.855,1.65
3555,3555,6707835,Kepler-640 b,0.868,2.72
3559,3559,10318874,Kepler-94 b,0.742,3.25
3561,3561,9873254,Kepler-653 c,0.093,0.82
3562,3562,9884104,Kepler-219 b,0.823,3.29
3563,3563,9884104,Kepler-219 c,0.816,4.01
3564,3564,9884104,Kepler-219 d,0.918,3.55
3565,3565,9950612,Kepler-220 c,0.846,1.8
3568,3568,10353968,Kepler-623 b,0.013,2.94
3570,3570,11773022,Kepler-51 b,0.063,7.65
3571,3571,7033671,Kepler-641 b,0.795,2.16
3572,3572,7040629,Kepler-208 b,0.009,1.83
3574,3574,7040629,Kepler-208 c,0.255,1.65
3575,3575,7040629,Kepler-208 e,0.374,1.72
3576,3576,7040629,Kepler-208 d,0.342,1.47
3577,3577,9950612,Kepler-220 d,0.516,0.9
3578,3578,6678383,Kepler-104 b,0.608,2.35
3580,3580,9950612,Kepler-220 e,0.303,1.18
3581,3581,9950612,Kepler-220 b,0.676,0.86
3582,3582,9963524,Kepler-221 c,0.573,3.1
3583,3583,5780885,Kepler-7 b,0.361,16.66
3584,3584,11773022,Kepler-51 d,0.022,10.44
3585,3585,11773022,Kepler-51 c,0.972,6.34
3588,3588,12068975,Kepler-197 c,0.905,1.44
3589,3589,7115785,Kepler-209 b,0.824,2.56
3591,3591,7115785,Kepler-209 c,0.226,2.94
3593,3593,7124613,Kepler-642 b,0.085,3.95
3594,3594,8711794,Kepler-463 b,0.097,3.14
3595,3595,7277317,Kepler-643 b,0.256,10.47
3597,3597,9963524,Kepler-221 d,0.768,2.97
3598,3598,9963524,Kepler-221 e,0.947,3.58
3599,3599,9963524,Kepler-221 b,0.638,1.66
3600,3600,9964801,Kepler-654 b,0.748,2.13
3601,3601,9965439,Kepler-655 b,0.018,2.66
3603,3603,12068975,Kepler-197 d,0.911,1.42
3604,3604,12068975,Kepler-197 b,0.914,1.22
3605,3605,12068975,Kepler-197 e,0.771,0.95
3606,3606,3541946,Kepler-198 b,0.182,2.7
3607,3607,3541946,Kepler-198 c,0.866,2.91
3608,3608,10264660,Kepler-14 b,0.486,9.86
3610,3610,7447200,Kepler-210 c,0.739,3.22
3611,3611,7447200,Kepler-210 b,0.496,2.26
3613,3613,7509886,Kepler-211 c,0.508,1.3
3614,3614,7509886,Kepler-211 b,0.185,1.3
3615,3615,10002866,Kepler-222 b,0.801,3.36
3616,3616,10002866,Kepler-222 d,0.425,3.63
3617,3617,6678383,Kepler-104 c,0.758,2.32
3618,3618,10002866,Kepler-222 c,0.921,4.71
3621,3621,3541946,Kepler-198 d,0.121,1.43
3623,3623,4478168,Kepler-624 b,0.665,2.45
3626,3626,4563268,Kepler-625 b,0.546,1.89
3627,3627,7515212,Kepler-212 c,0.87,2.99
3628,3628,7515212,Kepler-212 b,0.131,0.92
3629,3629,7529266,Kepler-435 b,0.296,26.52
3638,3638,8686373,Kepler-1936 b,0.965,4.59
3640,3640,3867615,Kepler-379 b,0.02,1.58
3646,3646,5530112,Kepler-1937 b,0.118,3.09
3647,3647,6226908,Kepler-1546 b,0.87,3.78
3648,3648,5906694,Kepler-1938 b,0.128,1.36
3651,3651,9956082,Kepler-1557 b,0.277,1.38
3657,3657,6755944,Kepler-1547 b,0.938,2.24
3664,3664,9334893,Kepler-1178 b,0.476,0.63
3666,3666,10000941,Kepler-1558 b,0.309,0.8
3667,3667,9455677,Kepler-1548 b,0.096,2.57
3676,3676,11465651,Kepler-1941 b,0.706,1.99
3681,3681,3937814,Kepler-1549 b,0.023,2.68
3684,3684,5881120,Kepler-1943 b,0.985,1.1
3692,3692,4770617,Kepler-1154 c,0.697,2.52
3693,3693,6106282,Kepler-440 b,0.046,1.61
3698,3698,4078311,Kepler-1944 b,0.234,2.41
3700,3700,11709124,Kepler-154 c,0.712,3.05
3701,3701,9022166,Kepler-368 c,0.791,4.21
3708,3708,3103227,Kepler-1550 b,0.066,3.71
3709,3709,4850961,Kepler-1551 b,0.817,2.74
3714,3714,8439323,Kepler-1942 b,0.739,1.65
3721,3721,10714072,Kepler-1541 b,0.015,1.95
3729,3729,5688683,Kepler-1939 b,0.787,0.99
3730,3730,6607644,Kepler-1559 b,0.592,0.79
3731,3731,7610663,Kepler-1560 b,0.287,0.9
3743,3743,8951205,Kepler-1940 b,0.458,1.28
3747,3747,7838675,Kepler-1561 b,0.137,0.85
3754,3754,7100673,Kepler-1542 b,0.374,0.83
3755,3755,7100673,Kepler-1542 c,0.017,0.7
3759,3759,3747817,Kepler-1552 b,0.04,2.41
3763,3763,10089911,Kepler-1543 b,0.906,6.14
3765,3765,11415243,Kepler-1544 b,0.083,1.69
3766,3766,3548044,Kepler-371 c,0.317,1.71
3789,3789,11401767,Kepler-372 d,0.907,2.25
3791,3791,11709124,Kepler-154 f,0.163,1.32
3793,3793,8613535,Kepler-1165 b,0.112,1.47
3795,3795,3955817,Kepler-1553 b,0.201,1.1
3801,3801,10360722,Kepler-1545 b,0.028,2.75
3805,3805,6349881,Kepler-1554 b,0.633,3.24
3809,3809,1718958,Kepler-1934 b,0.644,0.85
3810,3810,6428794,Kepler-1701 b,0.754,2.21
3812,3812,4673628,Kepler-1935 b,1.217,23.51
3813,3813,11401767,Kepler-372 b,0.954,1.83
3816,3816,9718066,Kepler-378 c,0.863,0.79
3817,3817,9272070,Kepler-1555 b,0.353,1.45
3818,3818,5088400,Kepler-1556 b,0.249,1.67
3834,3834,8087812,Kepler-1952 b,0.973,1.73
3838,3838,5308537,Kepler-1955 b,0.353,1.06
3840,3840,5281113,Kepler-1602 b,0.381,1.81
3850,3850,6026924,Kepler-1580 b,0.579,2.44
3856,3856,3244792,Kepler-1592 b,0.104,0.99
3867,3867,1724719,Kepler-1569 b,0.896,1.69
3868,3868,8120608,Kepler-186 f,0.909,1.18
3889,3889,9366617,Kepler-1570 b,0.21,2.54
3896,3896,4548011,Kepler-1581 b,0.101,0.73
3902,3902,8459663,Kepler-1593 b,0.024,1.74
3906,3906,7046035,Kepler-1603 b,0.01,0.97
3917,3917,8463346,Kepler-436 b,0.701,2.48
3918,3918,5868793,Kepler-1582 b,0.014,0.79
3920,3920,10063208,Kepler-1583 b,0.044,0.59
3923,3923,10669994,Kepler-1594 b,0.44,1.05
3933,3933,9183378,Kepler-1571 b,0.129,1.63
3939,3939,7596240,Kepler-1584 b,0.375,1.51
3944,3944,7427764,Kepler-1595 b,0.365,1.22
3950,3950,8416523,Kepler-1604 b,0.957,1.72
3958,3958,9872831,Kepler-1572 b,0.202,1.3
3961,3961,12306058,Kepler-391 c,0.834,3.6
3962,3962,8507475,Kepler-1585 b,0.143,1.64
3963,3963,8773015,Kepler-1586 b,0.715,1.57
3977,3977,11080405,Kepler-386 b,0.783,1.51
3978,3978,11509504,Kepler-1573 b,0.25,1.06
3980,3980,11611275,Kepler-1574 b,0.485,1.34
3983,3983,11612280,Kepler-1587 b,0.397,1.14
3987,3987,11444514,Kepler-1596 b,0.021,1.99
3988,3988,9886361,Kepler-403 d,0.112,1.46
3989,3989,9702006,Kepler-1953 b,0.594,1.06
4005,4005,6587002,Kepler-196 d,0.957,2.92
4013,4013,11718389,Kepler-1956 b,0.197,1.14
4015,4015,10329196,Kepler-1605 b,0.713,2.99
4016,4016,10604592,Kepler-1957 b,0.828,0.98
4019,4019,9285568,Kepler-1575 b,0.32,1.25
4020,4020,7604328,Kepler-1245 c,0.863,1.77
4023,4023,7103919,Kepler-1950 b,0.069,1.15
4026,4026,10722485,Kepler-1588 b,0.107,0.81
4033,4033,6937529,Kepler-1597 b,0.01,0.89
4043,4043,5177859,Kepler-1576 b,0.451,1.19
4052,4052,9883606,Kepler-1598 b,0.118,0.94
4053,4053,5860968,Kepler-1599 b,0.255,2.15
4054,4054,3645438,Kepler-1600 c,0.411,1.6
4055,4055,8480582,Kepler-1702 b,0.719,1.62
4065,4065,11125613,Kepler-1254 c,0.395,1.36
4066,4066,10525049,Kepler-1948 b,0.312,0.72
4068,4068,5095082,Kepler-1951 b,0.188,1.27
4078,4078,11560897,Kepler-430 c,0.074,1.86
4080,4080,6752002,Kepler-1945 b,0.254,1.07
4081,4081,7257966,Kepler-1946 b,0.965,3.59
4086,4086,10407482,Kepler-1577 b,0.601,2.52
4093,4093,5371777,Kepler-1589 b,0.765,1.19
4102,4102,6879171,Kepler-1947 b,0.09,1.4
4103,4103,9897364,Kepler-1562 b,0.908,5.38
4104,4104,12505503,Kepler-1563 b,0.703,0.75
4110,4110,10526887,Kepler-1578 b,0.333,1.21
4111,4111,11125613,Kepler-1254 d,0.447,1.4
4122,4122,8733898,Kepler-446 c,0.111,1.4
4123,4123,9828127,Kepler-1564 b,0.175,1.51
4127,4127,5644412,Kepler-1565 b,0.7,1.29
4138,4138,10730070,Kepler-1590 b,0.234,1.0
4141,4141,2831055,Kepler-1601 b,0.11,0.84
4144,4144,7703882,Kepler-1954 b,0.362,1.27
4148,4148,5340878,Kepler-1566 b,0.291,0.82
4150,4150,7450747,Kepler-1949 b,0.205,1.36
4151,4151,7826620,Kepler-1579 b,0.64,0.59
4155,4155,8573193,Kepler-1591 b,0.601,0.93
4157,4157,7673841,Kepler-392 c,0.811,1.07
4167,4167,5084171,Kepler-1567 b,0.036,2.53
4169,4169,11968463,Kepler-385 d,0.908,2.9
4171,4171,10593535,Kepler-1568 b,0.201,1.26
4172,4172,5959719,Kepler-390 c,0.495,0.8
4178,4178,9701962,Kepler-1617 b,0.008,1.52
4196,4196,5977470,Kepler-1653 b,0.323,1.84
4201,4201,11284772,Kepler-441 b,0.21,1.56
4203,4203,6153407,Kepler-1911 b,0.944,1.03
4205,4205,11519187,Kepler-1964 b,1.253,21.29
4206,4206,8417078,Kepler-1619 b,0.369,1.07
4212,4212,9898017,Kepler-1960 b,0.108,0.98
4215,4215,6278762,Kepler-444 c,0.563,0.65
4235,4235,4556468,Kepler-1609 b,0.529,2.09
4240,4240,7747457,Kepler-1613 b,0.561,1.85
4252,4252,10026502,Kepler-1620 b,0.084,1.31
4258,4258,9002278,Kepler-62 c,0.043,0.57
4263,4263,11650401,Kepler-1614 b,0.278,1.4
4274,4274,6278762,Kepler-444 d,0.334,0.65
4278,4278,9100953,Kepler-1610 b,0.045,1.37
4284,4284,6761777,Kepler-1615 b,0.967,3.71
4286,4286,9412623,Kepler-1618 b,0.63,1.06
4289,4289,4735826,Kepler-1972 b,0.625,0.68
4294,4294,7778621,Kepler-1967 b,0.956,2.59
4318,4318,6278762,Kepler-444 e,0.018,0.62
4320,4320,4545570,Kepler-1961 b,0.221,1.11
4339,4339,11671579,Kepler-1611 b,0.097,1.31
4342,4342,9216775,Kepler-1612 b,0.337,0.94
4359,4359,6278762,Kepler-444 f,0.89,0.95
4364,4364,9009036,Kepler-1616 b,0.553,1.21
4372,4372,2857607,Kepler-1965 b,0.923,1.25
4374,4374,5962262,Kepler-1966 b,0.059,1.01
4377,4377,7429240,Kepler-1606 b,0.019,2.33
4404,4404,5003670,Kepler-1962 b,0.94,1.53
4486,4486,7133294,Kepler-1607 b,0.617,1.25
4487,4487,4381429,Kepler-1608 b,0.014,1.63
4496,4496,10220837,Kepler-1963 b,0.169,0.81
4508,4508,6278762,Kepler-444 b,0.025,0.5
4509,4509,6276791,Kepler-1958 b,0.035,1.62
4510,4510,8636600,Kepler-1959 b,0.015,1.19
4523,4523,9447166,Kepler-1459 b,0.954,1.96
4525,4525,8151055,Kepler-1460 b,0.855,2.24
4527,4527,3348082,Kepler-274 b,0.053,2.61
4531,4531,10615440,Kepler-1622 b,0.896,1.24
4550,4550,7510820,Kepler-1461 b,0.75,2.02
4567,4567,6880517,Kepler-1462 b,0.038,2.52
4568,4568,6615511,Kepler-1463 b,0.035,1.76
4570,4570,3632089,Kepler-1464 b,0.29,1.5
4573,4573,8397947,Kepler-1705 b,0.2805,1.07
4586,4586,9569711,Kepler-1912 b,0.438,1.21
4587,4587,12314973,Kepler-450 d,0.399,0.96
4588,4588,3348082,Kepler-274 c,0.826,3.21
4589,4589,3632089,Kepler-1464 c,0.116,0.86
4592,4592,12735830,Kepler-1465 b,0.785,4.98
4594,4594,6592335,Kepler-1971 b,0.7697,0.42
4606,4606,10057494,Kepler-1443 b,0.016,0.85
4608,4608,6587796,Kepler-1444 b,0.789,2.46
4614,4614,8554701,Kepler-1466 b,0.016,1.31
4616,4616,9031209,Kepler-1467 b,0.027,2.84
4632,4632,8073705,Kepler-1445 b,0.729,1.09
4634,4634,4271474,Kepler-1469 b,0.502,2.37
4636,4636,11497958,Kepler-296 f,0.029,1.18
4649,4649,9885417,Kepler-1446 b,0.119,0.78
4655,4655,8331612,Kepler-1915 b,0.94,3.78
4659,4659,5965819,Kepler-1468 d,0.529,2.64
4660,4660,5965819,Kepler-1468 b,0.012,2.35
4674,4674,8183288,Kepler-437 b,0.433,1.56
4676,4676,5965819,Kepler-1468 c,0.143,1.62
4692,4692,8280511,Kepler-271 d,0.248,0.67
4696,4696,12156174,Kepler-1447 b,0.626,4.01
4700,4700,4736644,Kepler-1470 b,0.494,1.15
4714,4714,12055539,Kepler-1448 b,0.026,1.67
4715,4715,12056139,Kepler-1449 b,0.803,1.94
4722,4722,9021075,Kepler-1968 b,0.1,1.4
4726,4726,4473613,Kepler-1623 b,0.374,1.2
4736,4736,8826007,Kepler-1450 b,0.94,1.94
4738,4738,8620402,Kepler-1913 b,0.786,1.66
4763,4763,5280587,Kepler-1451 b,0.261,2.24
4766,4766,4138008,Kepler-442 b,0.248,1.3
4784,4784,3120904,Kepler-1452 b,0.403,3.19
4786,4786,11757451,Kepler-443 b,0.772,2.32
4788,4788,8047428,Kepler-1621 b,0.273,2.22
4789,4789,11513486,Kepler-1969 b,0.235,1.72
4797,4797,11189311,Kepler-1442 b,0.911,4.63
4803,4803,3544640,Kepler-1914 b,0.023,2.42
4804,4804,10653179,Kepler-1453 b,0.028,2.58
4805,4805,12066569,Kepler-1455 b,0.022,1.75
4806,4806,6497146,Kepler-438 b,0.139,0.97
4824,4824,8016691,Kepler-1456 b,0.945,1.41
4825,4825,6584273,Kepler-1457 b,0.029,1.6
4826,4826,5768816,Kepler-1458 b,0.873,3.35
4864,4864,6368175,Kepler-1703 b,0.777,0.79
4872,4872,4939346,Kepler-328 b,0.026,2.39
4876,4876,11455428,Kepler-1480 b,0.956,3.94
4883,4883,6265665,Kepler-1499 b,0.348,1.14
4885,4885,4645174,Kepler-1500 b,0.896,2.18
4901,4901,11657614,Kepler-1481 b,0.097,1.23
4906,4906,6599975,Kepler-1501 b,0.031,1.08
4909,4909,4282191,Kepler-1502 b,0.671,2.19
4923,4923,9967771,Kepler-990 c,0.334,1.67
4927,4927,6705026,Kepler-1483 b,0.143,1.65
4929,4929,6779726,Kepler-1918 b,0.361,2.57
4932,4932,7288306,Kepler-1503 b,0.049,2.07
4937,4937,11860395,Kepler-1504 b,0.859,4.47
4940,4940,9529744,Kepler-320 c,0.976,2.8
4952,4952,2995392,Kepler-1484 b,0.929,2.6
4955,4955,8078502,Kepler-1919 b,0.026,2.09
4978,4978,6975129,Kepler-312 b,0.006,1.02
4979,4979,8644365,Kepler-1485 b,0.748,1.41
4987,4987,6364582,Kepler-1505 b,0.852,1.08
4991,4991,9529744,Kepler-320 b,0.983,2.39
5000,5000,10328393,Kepler-332 c,0.088,1.04
5008,5008,6118370,Kepler-1506 b,0.044,1.45
5009,5009,2717158,Kepler-1922 b,0.943,1.75
5024,5024,11521793,Kepler-143 b,0.975,2.99
5025,5025,9085563,Kepler-1486 b,0.018,2.64
5026,5026,11337372,Kepler-920 c,0.676,4.35
5034,5034,9763612,Kepler-1507 b,0.135,0.81
5051,5051,3561464,Kepler-1487 b,0.112,5.05
5057,5057,5213404,Kepler-1508 b,0.922,3.22
5060,5060,11551692,Kepler-411 d,0.951,3.46
5080,5080,11754430,Kepler-1488 b,0.6,2.23
5081,5081,9995771,Kepler-1509 b,0.232,2.0
5086,5086,5213230,Kepler-1923 b,0.102,1.83
5087,5087,3326377,Kepler-967 c,0.026,3.56
5095,5095,10922659,Kepler-1916 b,0.019,2.29
5097,5097,6021275,Kepler-132 e,0.675,1.41
5099,5099,11754430,Kepler-1488 c,0.595,1.2
5101,5101,8409295,Kepler-1489 b,0.195,1.82
5102,5102,7131760,Kepler-1490 b,0.943,2.89
5116,5116,11853878,Kepler-968 d,0.951,2.58
5124,5124,9285265,Kepler-1491 b,0.167,2.09
5126,5126,5780930,Kepler-1492 b,0.763,3.65
5132,5132,7288444,Kepler-1924 b,0.802,1.91
5134,5134,10881457,Kepler-1510 b,0.01,4.17
5150,5150,3433668,Kepler-1493 b,0.96,1.77
5152,5152,7503885,Kepler-1494 b,0.901,3.26
5153,5153,3629330,Kepler-1495 b,0.965,3.85
5165,5165,11853878,Kepler-968 c,0.751,1.51
5167,5167,11810124,Kepler-1471 b,0.32,1.68
5168,5168,11303322,Kepler-1472 b,0.562,1.54
5169,5169,11241912,Kepler-1473 b,0.977,1.53
5171,5171,8824737,Kepler-1917 b,0.382,1.49
5172,5172,9349757,Kepler-1474 b,0.25,2.2
5178,5178,7703955,Kepler-315 c,0.956,4.2
5183,5183,8880123,Kepler-1925 b,0.266,2.03
5191,5191,8636333,Kepler-1475 b,0.015,2.24
5195,5195,8081239,Kepler-1476 b,0.074,1.68
5197,5197,3745559,Kepler-1920 b,0.122,2.8
5199,5199,9117416,Kepler-1921 b,0.193,2.24
5204,5204,7517261,Kepler-1511 b,0.355,2.18
5207,5207,8424002,Kepler-1512 b,0.925,0.8
5214,5214,10657406,Kepler-969 c,0.681,1.06
5216,5216,7091432,Kepler-1477 b,0.96,1.7
5220,5220,6368230,Kepler-1478 b,0.092,1.35
5223,5223,9027909,Kepler-1496 b,0.083,2.12
5226,5226,9230021,Kepler-1497 b,0.025,1.94
5230,5230,8552719,Kepler-953 c,0.761,1.32
5232,5232,6058816,Kepler-1927 b,0.127,3.78
5242,5242,6619815,Kepler-1696 b,0.332,2.33
5245,5245,11651712,Kepler-1479 b,0.112,1.69
5246,5246,9896558,Kepler-937 c,0.261,2.14
5250,5250,8738775,Kepler-1498 b,0.186,2.36
5258,5258,3728432,Kepler-1526 b,0.111,1.86
5259,5259,6696580,Kepler-359 d,1.227,29.77
5265,5265,9892816,Kepler-342 e,0.942,1.18
5269,5269,5384079,Kepler-348 c,0.007,1.16
5279,5279,11709124,Kepler-154 b,0.431,2.36
5283,5283,9480535,Kepler-1527 b,0.791,6.67
5297,5297,3128552,Kepler-1073 c,0.017,1.79
5310,5310,9892816,Kepler-342 c,0.985,2.76
5311,5311,4150804,Kepler-1513 b,0.284,9.09
5313,5313,9025971,Kepler-1657 b,0.12,11.49
5314,5314,2581316,Kepler-1514 b,0.004,11.17
5325,5325,2581554,Kepler-1521 b,0.668,2.58
5326,5326,3128552,Kepler-1073 d,0.13,1.48
5327,5327,10363115,Kepler-1929 b,0.001,2.23
5330,5330,9761615,Kepler-1528 b,0.028,1.29
5333,5333,2581316,Kepler-1514 c,0.877,1.25
5335,5335,10795103,Kepler-1515 b,0.016,9.17
5338,5338,8494410,Kepler-1516 b,0.366,1.57
5355,5355,5784777,Kepler-1529 b,0.02,1.9
5357,5357,6949061,Kepler-343 c,0.913,2.42
5363,5363,7102316,Kepler-351 d,0.015,2.52
5364,5364,11518142,Kepler-1519 b,0.647,10.31
5375,5375,10788461,Kepler-1530 d,0.898,5.5
5376,5376,10788461,Kepler-1530 b,0.725,2.55
5377,5377,10788461,Kepler-1530 c,0.804,2.69
5396,5396,12784167,Kepler-1522 b,0.036,1.51
5405,5405,11253711,Kepler-1031 b,0.005,1.0
5410,5410,9489524,Kepler-352 d,0.489,0.72
5425,5425,11709124,Kepler-154 e,0.37,1.5
5426,5426,8505920,Kepler-1090 b,0.746,2.79
5446,5446,4242692,Kepler-1531 b,0.545,1.45
5451,5451,6105462,Kepler-1093 c,0.742,2.21
5452,5452,8257205,Kepler-1038 c,0.125,1.21
5467,5467,4164922,Kepler-1698 b,0.597,0.99
5470,5470,10328393,Kepler-332 d,0.034,1.15
5487,5487,5437945,Kepler-460 b,0.424,7.23
5492,5492,9353742,Kepler-1523 b,0.013,1.46
5500,5500,9101496,Kepler-335 c,0.368,2.65
5501,5501,11450414,Kepler-347 c,0.983,3.61
5507,5507,12557548,Kepler-1520 b,1.226,22.95
5508,5508,3657758,Kepler-1065 c,0.003,1.29
5517,5517,9517393,Kepler-1085 b,0.244,6.11
5539,5539,3440118,Kepler-1928 b,0.694,1.96
5541,5541,4472818,Kepler-1524 b,0.545,2.84
5546,5546,9411166,Kepler-1016 c,0.371,4.22
5550,5550,12154526,Kepler-1047 c,0.526,0.98
5557,5557,8804845,Kepler-1067 b,0.399,0.75
5571,5571,7515679,Kepler-1517 b,0.902,22.27
5583,5583,9351316,Kepler-1086 c,0.001,2.88
5591,5591,5202905,Kepler-340 b,0.149,2.49
5610,5610,11760860,Kepler-1525 b,0.035,0.92
5613,5613,12735740,Kepler-86 b,0.248,8.98
5624,5624,8552719,Kepler-953 b,0.535,4.55
5638,5638,3732035,Kepler-1535 b,0.195,2.57
5646,5646,5195172,Kepler-1763 b,0.058,0.97
5648,5648,8832512,Kepler-963 b,0.022,2.85
5687,5687,9280239,Kepler-1536 b,0.875,2.89
5696,5696,9886255,Kepler-976 b,0.322,3.79
5715,5715,6803855,Kepler-930 b,0.017,2.19
5721,5721,10153855,Kepler-1037 b,0.466,1.61
5731,5731,7762723,Kepler-1867 b,0.383,0.68
5732,5732,4178606,Kepler-1326 b,0.659,6.3
5733,5733,5980208,Kepler-1331 b,0.376,0.91
5737,5737,8036287,Kepler-1537 b,0.162,2.03
5750,5750,11187436,Kepler-957 b,0.177,5.1
5755,5755,9823519,Kepler-1350 b,0.018,1.93
5757,5757,7047824,Kepler-1353 b,0.709,2.1
5762,5762,11358389,Kepler-365 c,0.115,1.6
5782,5782,5807769,Kepler-1289 b,0.107,1.97
5810,5810,6041734,Kepler-1129 c,0.327,3.73
5828,5828,6606438,Kepler-1883 b,0.013,3.16
5834,5834,5773121,Kepler-1932 b,0.318,1.27
5836,5836,4814502,Kepler-1933 b,0.928,1.41
