,Unnamed: 0,kepid,name,koi_impact,koi_prad
1696,1696,12017109,Kepler-1679 b,0.295,1.87
1697,1697,9225395,Kepler-1101 b,0.013,2.55
1698,1698,10709622,Kepler-1102 b,0.582,3.06
1699,1699,11499228,Kepler-1103 b,0.954,2.58
1700,1700,9022166,Kepler-368 b,0.457,3.2
1701,1701,10965588,Kepler-1132 b,0.632,2.5
1702,1702,10670119,Kepler-369 c,0.018,1.59
1703,1703,10670119,Kepler-369 b,0.748,1.42
1705,1705,8491277,Kepler-498 b,0.604,3.27
1707,1707,8613535,Kepler-1165 c,0.282,1.91
1708,1708,12256520,Kepler-1166 b,0.231,1.51
1710,1710,5629538,Kepler-1201 b,0.839,1.94
1711,1711,8561231,Kepler-1202 b,0.922,2.69
1712,1712,8235924,Kepler-1203 b,0.403,0.99
1713,1713,6941084,Kepler-1204 b,0.033,2.94
1714,1714,6200235,Kepler-1205 b,0.846,1.98
1715,1715,11460462,Kepler-1104 b,0.96,1.55
1716,1716,8612275,Kepler-360 b,0.052,1.37
1717,1717,8612275,Kepler-360 c,0.892,2.19
1718,1718,7207061,Kepler-417 c,0.022,2.62
1719,1719,4545187,Kepler-121 c,0.878,2.64
1720,1720,7286911,Kepler-1133 b,0.874,2.11
1721,1721,8591173,Kepler-1804 b,0.632,3.22
1722,1722,6962109,Kepler-1134 b,0.298,2.31
1723,1723,5706595,Kepler-370 c,0.698,2.04
1724,1724,5706595,Kepler-370 b,0.055,1.35
1725,1725,10489345,Kepler-1167 b,0.023,1.6
1727,1727,10329469,Kepler-1168 b,0.031,2.13
1729,1729,9717943,Kepler-1169 b,0.284,0.93
1730,1730,8026752,Kepler-502 b,0.757,4.14
1731,1731,1872821,Kepler-1828 b,0.125,1.68
1732,1732,8013439,Kepler-381 c,0.539,1.58
1733,1733,8013439,Kepler-381 b,0.237,1.39
1734,1734,8013439,Kepler-381 d,0.816,1.49
1735,1735,7207061,Kepler-417 b,0.011,2.34
1736,1736,6921944,Kepler-1105 b,0.869,2.19
1737,1737,9532052,Kepler-67 b,0.122,2.69
1738,1738,8164012,Kepler-1106 b,0.4,2.44
1739,1739,4140813,Kepler-1795 b,0.534,1.84
1740,1740,8611781,Kepler-1135 b,0.638,2.09
1744,1744,5601258,Kepler-1805 b,0.047,1.15
1745,1745,7960980,Kepler-1170 b,0.005,2.48
1746,1746,8107225,Kepler-499 b,0.455,2.04
1747,1747,3458028,Kepler-1171 b,0.207,2.67
1748,1748,3342794,Kepler-376 c,0.869,2.39
1749,1749,3342794,Kepler-376 b,0.242,1.18
1750,1750,5716932,Kepler-1830 b,0.707,4.43
1751,1751,11288051,Kepler-124 c,0.904,2.2
1753,1753,11566256,Kepler-1831 b,0.227,2.07
1754,1754,8495415,Kepler-1208 b,0.819,2.5
1755,1755,4055304,Kepler-1107 b,0.876,1.65
1756,1756,4857213,Kepler-1680 b,0.917,1.75
1757,1757,9415108,Kepler-1108 b,0.115,1.74
1758,1758,4262581,Kepler-1109 b,0.008,5.37
1759,1759,8591693,Kepler-1796 b,0.018,2.19
1760,1760,4833421,Kepler-122 c,0.209,5.65
1761,1761,8282651,Kepler-1136 b,0.009,1.53
1762,1762,3548044,Kepler-371 b,0.731,1.75
1763,1763,11401767,Kepler-372 c,0.939,2.63
1764,1764,10909127,Kepler-1138 b,0.793,1.69
1765,1765,3661886,Kepler-377 c,0.009,2.0
1766,1766,3661886,Kepler-377 b,0.626,1.54
1767,1767,2439243,Kepler-1172 b,0.704,4.53
1768,1768,9221517,Kepler-1173 b,0.705,0.93
1769,1769,6751874,Kepler-1174 b,0.061,2.13
1770,1770,10863608,Kepler-1210 b,0.271,1.53
1771,1771,5602588,Kepler-1211 b,0.883,2.64
1772,1772,11288051,Kepler-124 d,0.958,1.51
1777,1777,9405595,Kepler-1797 b,0.94,2.98
1778,1778,3546060,Kepler-1110 b,0.534,2.12
1781,1781,4144576,Kepler-1139 b,0.06,1.14
1782,1782,8494542,Kepler-1807 b,0.261,2.09
1783,1783,9992325,Kepler-1140 b,0.802,2.78
1786,1786,9945370,Kepler-1175 b,0.263,2.79
1789,1789,8973129,Kepler-1176 b,0.251,2.21
1790,1790,12505654,Kepler-1829 b,0.825,2.4
1792,1792,11670125,Kepler-1206 b,0.028,1.58
1793,1793,11461844,Kepler-1207 b,0.595,1.43
1795,1795,9351920,Kepler-1111 b,0.05,1.77
1796,1796,2161536,Kepler-1798 b,0.038,1.7
1797,1797,10549023,Kepler-1112 b,0.272,2.31
1798,1798,9661979,Kepler-1681 b,0.872,3.04
1799,1799,8219268,Kepler-91 b,0.877,14.93
1800,1800,10531955,Kepler-1141 b,0.803,0.97
1801,1801,4833421,Kepler-122 b,0.017,2.27
1802,1802,8168187,Kepler-1142 b,0.742,2.72
1803,1803,4142847,Kepler-1143 b,0.77,1.68
1804,1804,10203349,Kepler-1144 b,0.918,3.64
1805,1805,9718066,Kepler-378 b,0.932,0.98
1807,1807,3867615,Kepler-379 c,0.272,2.28
1808,1808,12121570,Kepler-1816 b,0.032,1.82
1809,1809,8410415,Kepler-1817 b,0.614,2.68
1810,1810,7987866,Kepler-1832 b,0.436,0.97
1812,1812,11560897,Kepler-430 b,0.883,2.95
1813,1813,11342416,Kepler-1209 b,0.845,1.67
1814,1814,9086251,Kepler-1833 b,0.541,1.35
1815,1815,4254466,Kepler-1113 b,0.269,2.54
1817,1817,9904006,Kepler-361 c,0.225,2.47
1819,1819,9364609,Kepler-1114 b,0.092,1.28
1820,1820,7457296,Kepler-1145 b,0.775,1.6
1821,1821,10328458,Kepler-1146 b,0.095,1.29
1823,1823,4248120,Kepler-1808 b,0.25,2.21
1825,1825,8321314,Kepler-1683 b,0.01,1.7
1828,1828,11498128,Kepler-1177 b,0.586,2.01
1829,1829,8041216,Kepler-500 b,0.004,2.6
1830,1830,11824786,Kepler-1212 b,0.028,1.7
1831,1831,12254909,Kepler-1213 b,0.867,1.29
1833,1833,9364290,Kepler-382 b,0.71,1.95
1834,1834,9364290,Kepler-382 c,0.971,3.14
1835,1835,5022828,Kepler-1115 b,0.536,2.33
1836,1836,8233702,Kepler-1116 b,0.018,2.26
1837,1837,11403339,Kepler-1117 b,0.46,1.01
1838,1838,8260902,Kepler-1118 b,0.773,2.45
1839,1839,8381204,Kepler-1119 b,0.782,1.8
1840,1840,12058204,Kepler-373 b,0.051,1.75
1841,1841,12058204,Kepler-373 c,0.496,1.56
1842,1842,4833421,Kepler-122 d,0.009,2.18
1843,1843,5357545,Kepler-1809 b,0.586,1.23
1844,1844,6871071,Kepler-374 c,0.159,1.79
1845,1845,5342473,Kepler-1818 b,0.301,1.38
1847,1847,9963265,Kepler-1819 b,1.198,27.45
1848,1848,10583761,Kepler-1179 b,0.762,1.46
1849,1849,7542813,Kepler-1180 b,0.682,1.71
1850,1850,12058147,Kepler-1082 b,0.217,1.23
1851,1851,8164257,Kepler-357 d,0.162,2.49
1852,1852,8164257,Kepler-357 b,0.486,1.92
1853,1853,8164257,Kepler-357 c,0.763,2.51
1855,1855,6774537,Kepler-1120 b,0.044,1.48
1856,1856,10404582,Kepler-362 c,0.18,2.01
1857,1857,5959753,Kepler-496 b,0.333,2.42
1858,1858,6021193,Kepler-363 d,0.123,1.83
1859,1859,6021193,Kepler-363 c,0.318,1.59
1860,1860,6871071,Kepler-374 d,0.3,2.03
1861,1861,6871071,Kepler-374 b,0.227,1.73
1862,1862,6287313,Kepler-1147 b,0.473,1.87
1864,1864,9278725,Kepler-1148 b,0.151,1.6
1865,1865,4458082,Kepler-1181 b,0.218,1.6
1866,1866,8042453,Kepler-1182 b,0.025,1.64
1867,1867,10874215,Kepler-1820 b,0.611,2.64
1870,1870,3937519,Kepler-495 c,0.039,1.28
1871,1871,8866137,Kepler-1083 b,0.913,3.13
1872,1872,10857519,Kepler-1084 b,0.966,1.44
1873,1873,9517393,Kepler-1085 c,0.703,3.21
1874,1874,9351316,Kepler-1086 b,0.658,2.14
1875,1875,6021193,Kepler-363 b,0.516,1.14
1876,1876,10617017,Kepler-1121 b,0.872,1.87
1879,1879,9641481,Kepler-1122 b,0.067,2.35
1880,1880,8892157,Kepler-1149 b,0.822,1.48
1882,1882,11569782,Kepler-1150 b,0.153,2.33
1883,1883,4833421,Kepler-122 e,0.023,2.39
1885,1885,7219825,Kepler-123 b,0.395,2.79
1886,1886,3749978,Kepler-1183 b,0.695,2.55
1887,1887,10010440,Kepler-1184 b,0.658,2.49
1888,1888,11718144,Kepler-1821 b,0.108,1.82
1892,1892,9473078,Kepler-1087 b,0.195,0.83
1893,1893,10864531,Kepler-358 c,0.42,2.95
1894,1894,10864531,Kepler-358 b,0.786,2.96
1896,1896,9472000,Kepler-1790 b,0.194,2.59
1897,1897,10253547,Kepler-364 c,0.918,2.81
1898,1898,10253547,Kepler-364 b,0.661,1.73
1899,1899,12505076,Kepler-1799 b,0.003,2.43
1901,1901,12116380,Kepler-1123 b,0.821,2.11
1902,1902,2556650,Kepler-1124 b,0.295,1.66
1903,1903,10600955,Kepler-1151 b,0.949,3.93
1905,1905,4473226,Kepler-1682 b,0.399,2.54
1907,1907,2854181,Kepler-1810 b,0.057,3.87
1909,1909,10132832,Kepler-1186 b,0.108,2.14
1910,1910,3219995,Kepler-1187 b,0.878,2.67
1911,1911,6062929,Kepler-1822 b,0.025,1.76
1912,1912,7504778,Kepler-1188 b,0.03,2.05
1913,1913,7219825,Kepler-123 c,0.136,1.4
1914,1914,7097965,Kepler-1791 b,0.963,2.53
1915,1915,4249725,Kepler-120 b,0.029,2.0
1916,1916,3967326,Kepler-1792 b,0.521,3.02
1917,1917,6768394,Kepler-60 b,0.612,1.64
1918,1918,6768394,Kepler-60 c,0.619,1.84
1919,1919,5211199,Kepler-1800 b,0.925,2.82
1922,1922,5546761,Kepler-1125 b,0.932,2.89
1924,1924,9205938,Kepler-1126 b,0.007,1.68
1925,1925,10723367,Kepler-375 c,0.962,4.22
1926,1926,10723367,Kepler-375 b,0.805,2.5
1927,1927,5005121,Kepler-1811 b,0.015,2.81
1928,1928,4833421,Kepler-122 f,0.026,2.22
1929,1929,8229458,Kepler-1152 b,0.129,0.86
1930,1930,10684670,Kepler-1189 b,0.183,1.23
1931,1931,11495458,Kepler-1190 b,0.009,1.25
1932,1932,9003401,Kepler-1823 b,0.125,1.56
1933,1933,5978559,Kepler-1824 b,0.046,2.37
1936,1936,6768394,Kepler-60 d,0.836,1.69
1937,1937,6922710,Kepler-1088 b,0.737,1.44
1938,1938,11348997,Kepler-1089 b,0.217,1.69
1939,1939,5705819,Kepler-1793 b,0.481,2.12
1940,1940,6696580,Kepler-359 c,0.924,5.14
1941,1941,11358389,Kepler-365 b,0.308,1.76
1942,1942,7204981,Kepler-1127 b,0.308,1.65
1943,1943,3847907,Kepler-497 b,0.053,5.81
1944,1944,4370527,Kepler-1128 b,0.091,3.36
1945,1945,6041734,Kepler-1129 b,0.928,5.09
1946,1946,5125347,Kepler-1812 b,0.142,2.31
1947,1947,9336200,Kepler-1153 b,0.893,1.94
1948,1948,4770617,Kepler-1154 b,0.012,2.34
1949,1949,4454934,Kepler-1155 b,0.876,2.45
1950,1950,9458343,Kepler-1156 b,0.067,1.33
1951,1951,7120108,Kepler-1825 b,0.779,1.57
1952,1952,10730703,Kepler-1191 b,0.046,1.73
1953,1953,8007644,Kepler-1192 b,0.168,2.42
1954,1954,11192235,Kepler-1826 b,0.931,1.37
1955,1955,6383785,Kepler-501 b,0.033,4.59
1956,1956,6696580,Kepler-359 b,0.85,4.0
1958,1958,4249725,Kepler-120 c,0.18,1.6
1959,1959,8505920,Kepler-1090 c,0.962,3.44
1960,1960,7918992,Kepler-1091 b,0.108,1.5
1962,1962,11308499,Kepler-366 b,0.223,1.6
1963,1963,11308499,Kepler-366 c,0.023,1.87
1964,1964,9006186,Kepler-1130 b,0.879,0.92
1965,1965,9006186,Kepler-1130 c,0.623,0.68
1966,1966,7802719,Kepler-1157 b,0.175,0.79
1967,1967,11030475,Kepler-1813 b,0.305,1.3
1971,1971,12401863,Kepler-1193 b,0.374,1.37
1972,1972,5534941,Kepler-1827 b,0.71,1.24
1973,1973,11121752,Kepler-380 b,0.222,1.2
1974,1974,11121752,Kepler-380 c,0.628,1.39
1975,1975,2990873,Kepler-1194 b,0.413,1.51
1976,1976,9307509,Kepler-1794 b,0.499,1.94
1977,1977,10158729,Kepler-1092 b,0.392,2.06
1978,1978,6105462,Kepler-1093 b,0.865,2.26
1979,1979,3120355,Kepler-1094 b,0.528,3.37
1980,1980,6047072,Kepler-1095 b,0.02,1.22
1981,1981,9006186,Kepler-1130 d,0.744,0.64
1983,1983,11410904,Kepler-1131 b,0.299,1.43
1986,1986,4173026,Kepler-1801 b,0.914,3.41
1989,1989,5350244,Kepler-1276 b,0.252,1.09
1990,1990,5374403,Kepler-1277 b,0.363,1.5
1994,1994,1995519,Kepler-1299 b,0.862,2.42
1995,1995,4914566,Kepler-1300 b,0.897,2.04
1996,1996,6198182,Kepler-1864 b,0.252,0.59
1997,1997,10024051,Kepler-1228 b,0.032,1.42
1999,1999,4349452,Kepler-25 c,0.787,4.75
2001,2001,8073806,Kepler-1835 b,0.903,3.21
2003,2003,3234598,Kepler-383 b,0.553,1.49
2004,2004,10453588,Kepler-1253 b,0.241,1.47
2005,2005,11125613,Kepler-1254 b,0.691,1.68
2007,2007,7212184,Kepler-1255 b,0.002,3.1
2009,2009,9757613,Kepler-26 c,0.749,2.64
2011,2011,6605493,Kepler-1686 b,0.551,1.21
2013,2013,7259298,Kepler-1278 b,0.386,0.77
2015,2015,6211812,Kepler-1865 b,0.077,1.5
2020,2020,3234598,Kepler-383 c,0.714,1.47
2021,2021,8611832,Kepler-384 b,0.062,1.3
2022,2022,8611832,Kepler-384 c,0.847,1.61
2023,2023,5621586,Kepler-1836 b,0.007,2.12
2024,2024,9210387,Kepler-1837 b,0.025,1.77
2025,2025,11852982,Kepler-1712 b,0.868,1.91
2026,2026,8559152,Kepler-1256 b,0.711,1.5
2027,2027,2718778,Kepler-1844 b,0.112,1.82
2028,2028,3122913,Kepler-1845 b,0.024,1.88
2029,2029,9229657,Kepler-1257 b,0.333,1.48
2031,2031,5175024,Kepler-1279 b,0.013,1.34
2032,2032,9026749,Kepler-1280 b,0.254,4.96
2036,2036,5794240,Kepler-45 b,0.144,10.6
2037,2037,6933567,Kepler-1301 b,0.262,1.35
2041,2041,9654468,Kepler-1684 b,0.918,2.89
2042,2042,4349452,Kepler-25 b,0.008,2.53
2043,2043,10027247,Kepler-1229 b,0.953,1.68
2044,2044,6343170,Kepler-1230 b,0.949,3.41
2045,2045,7107802,Kepler-1231 b,0.12,1.64
2046,2046,11752632,Kepler-1258 b,0.045,1.49
2047,2047,10028535,Kepler-1259 b,0.841,1.6
2048,2048,7047207,Kepler-1260 b,0.74,2.33
2052,2052,9757613,Kepler-26 d,0.022,1.21
2056,2056,11962284,Kepler-1302 b,0.924,1.94
2058,2058,6842682,Kepler-1303 b,0.253,1.2
2059,2059,8890150,Kepler-395 c,0.034,1.14
2060,2060,8890150,Kepler-395 b,0.48,1.0
2062,2062,11360805,Kepler-1232 b,0.036,1.59
2063,2063,9845898,Kepler-1233 b,0.49,2.32
2064,2064,12453581,Kepler-1234 b,0.348,1.86
2066,2066,11179076,Kepler-1261 b,0.846,2.78
2067,2067,5364071,Kepler-49 b,0.037,2.25
2068,2068,5959719,Kepler-390 b,0.148,0.73
2077,2077,7021681,Kepler-505 b,0.35,2.47
2078,2078,4346178,Kepler-1304 b,0.968,2.94
2079,2079,9664142,Kepler-1305 b,0.704,1.75
2080,2080,10018233,Kepler-1306 b,0.213,1.83
2081,2081,8081899,Kepler-1235 b,0.069,0.7
2083,2083,8478994,Kepler-37 d,0.019,1.9
2086,2086,8631504,Kepler-1846 b,0.059,0.96
2087,2087,8110767,Kepler-1685 b,0.011,2.34
2089,2089,6767840,Kepler-1262 b,0.224,1.79
2090,2090,8379705,Kepler-1847 b,0.572,1.93
2091,2091,9896018,Kepler-1859 b,0.509,1.53
2092,2092,11037511,Kepler-1281 b,0.195,1.59
2093,2093,9757613,Kepler-26 e,0.393,2.13
2094,2094,11818872,Kepler-1860 b,0.364,0.87
2095,2095,11771430,Kepler-1861 b,0.322,2.01
2096,2096,5513012,Kepler-1310 b,0.209,1.4
2101,2101,11253827,Kepler-396 c,0.242,4.7
2104,2104,7047363,Kepler-1236 b,0.335,1.85
2105,2105,11968463,Kepler-385 c,0.959,3.12
2106,2106,11968463,Kepler-385 b,0.953,2.94
2108,2108,9880190,Kepler-1263 b,0.248,1.13
2109,2109,5364071,Kepler-49 c,0.685,2.13
2113,2113,7673841,Kepler-392 b,0.07,0.95
2114,2114,9827149,Kepler-1282 b,0.209,1.66
2115,2115,5546691,Kepler-1283 b,0.109,1.13
2116,2116,12156347,Kepler-1687 b,0.946,1.5
2119,2119,8547429,Kepler-1866 b,0.983,2.08
2121,2121,9893318,Kepler-1307 b,0.023,2.39
2124,2124,8570333,Kepler-1237 b,0.024,2.59
2125,2125,8478994,Kepler-37 c,0.086,0.72
2126,2126,5036705,Kepler-1238 b,0.878,1.93
2131,2131,8947520,Kepler-1264 b,0.941,1.21
2132,2132,10468885,Kepler-1284 b,0.525,1.19
2135,2135,3861595,Kepler-1658 b,0.915,12.94
2137,2137,10489206,Kepler-125 b,0.59,2.54
2138,2138,3426367,Kepler-1308 b,0.872,0.79
2139,2139,5562090,Kepler-1309 b,0.913,2.66
2145,2145,6867555,Kepler-1239 b,0.117,1.92
2146,2146,5339567,Kepler-1240 b,0.176,1.32
2148,2148,11080405,Kepler-386 c,0.679,1.95
2151,2151,10059645,Kepler-1265 b,0.911,1.75
2152,2152,5364071,Kepler-49 d,0.187,1.57
2153,2153,7183745,Kepler-1266 b,0.835,2.64
2154,2154,8212002,Kepler-1285 b,0.182,0.98
2155,2155,8004903,Kepler-1286 b,0.603,2.42
2156,2156,8883329,Kepler-393 b,0.257,1.24
2157,2157,8883329,Kepler-393 c,0.086,1.12
2159,2159,11253827,Kepler-396 b,0.643,3.32
2160,2160,5514383,Kepler-506 b,0.083,2.63
2162,2162,8022489,Kepler-1311 d,0.814,9.52
2163,2163,8022489,Kepler-1311 b,0.504,1.5
2164,2164,8022489,Kepler-1311 c,0.054,1.36
2165,2165,9209624,Kepler-387 b,0.121,1.01
2166,2166,9209624,Kepler-387 c,0.557,1.0
2167,2167,3354846,Kepler-1241 b,0.78,2.53
2169,2169,8478994,Kepler-37 b,0.4064,0.27
2171,2171,7183745,Kepler-1266 c,0.895,1.94
2172,2172,9177629,Kepler-1848 b,0.8,1.25
2173,2173,7778767,Kepler-1267 b,0.813,2.88
2174,2174,7515762,Kepler-1268 b,0.048,2.41
2175,2175,5942949,Kepler-1849 b,0.021,1.95
2176,2176,12120307,Kepler-394 b,0.054,1.52
2177,2177,12120307,Kepler-394 c,0.083,1.61
2178,2178,12120307,Kepler-394 d,0.119,1.41
2182,2182,11701407,Kepler-1214 b,0.198,2.34
2184,2184,11288051,Kepler-124 b,0.971,1.06
2185,2185,10813132,Kepler-1215 b,0.077,1.19
2186,2186,5857540,Kepler-1242 b,0.927,3.28
2188,2188,7289317,Kepler-1243 b,0.533,1.86
2192,2192,7879433,Kepler-1850 b,0.35,0.55
2193,2193,9205907,Kepler-1851 b,0.965,3.28
2194,2194,8463346,Kepler-436 c,0.899,2.75
2195,2195,5364071,Kepler-49 e,0.014,1.53
2196,2196,10489206,Kepler-125 c,0.425,0.8
2198,2198,10068659,Kepler-1287 b,0.07,1.58
2205,2205,9395024,Kepler-1216 b,0.093,1.56
2211,2211,9753154,Kepler-1244 b,0.001,1.45
2212,2212,9011825,Kepler-1269 b,0.851,2.5
2214,2214,5174858,Kepler-1852 b,0.911,2.27
2215,2215,11074835,Kepler-1270 b,0.35,3.34
2216,2216,1996180,Kepler-1271 b,0.839,1.62
2220,2220,6269070,Kepler-1288 b,0.238,1.84
2225,2225,12254378,Kepler-1217 b,0.133,1.87
2227,2227,7604328,Kepler-1245 b,0.734,1.63
2228,2228,11236244,Kepler-1246 b,0.951,1.51
2229,2229,9837685,Kepler-1247 b,0.68,2.47
2230,2230,5042210,Kepler-1838 b,0.687,1.75
2231,2231,12454461,Kepler-1248 b,0.486,1.04
2233,2233,9635606,Kepler-1853 b,0.988,2.96
2234,2234,3728701,Kepler-1272 b,0.829,2.43
2236,2236,1849702,Kepler-1854 b,0.24,1.46
2237,2237,9390653,Kepler-504 b,0.068,1.57
2239,2239,11187837,Kepler-1663 b,0.715,2.64
2242,2242,8025596,Kepler-1290 b,0.204,1.49
2244,2244,3642741,Kepler-503 b,0.05,5.53
2246,2246,8494617,Kepler-1218 b,0.603,1.33
2247,2247,10289119,Kepler-1219 b,0.224,3.21
2248,2248,7382313,Kepler-1220 b,0.337,1.4
2251,2251,8544992,Kepler-388 b,0.085,0.88
2252,2252,8544992,Kepler-388 c,0.03,0.91
2253,2253,11295426,Kepler-68 b,0.015,2.21
2256,2256,12306058,Kepler-391 b,0.873,3.36
2257,2257,6183511,Kepler-1855 b,0.153,0.67
2258,2258,12469800,Kepler-1856 b,0.286,1.37
2259,2259,4915638,Kepler-1291 b,0.595,1.43
2261,2261,8081905,Kepler-1292 b,0.001,1.71
2262,2262,11465950,Kepler-1862 b,0.883,2.27
2264,2264,4665571,Kepler-1834 b,0.072,1.32
2266,2266,9269042,Kepler-1221 b,0.595,1.47
2268,2268,11461433,Kepler-1222 b,0.405,0.89
2269,2269,11818607,Kepler-1839 b,0.616,1.15
2270,2270,8380709,Kepler-1249 b,0.017,1.74
2271,2271,6149910,Kepler-1840 b,0.069,2.34
2273,2273,5436013,Kepler-1841 b,0.922,1.66
2274,2274,8676148,Kepler-1273 b,0.021,2.38
2275,2275,9696358,Kepler-1274 b,0.699,1.42
2277,2277,4484336,Kepler-1857 b,0.163,1.48
2279,2279,9757613,Kepler-26 b,0.047,2.83
2282,2282,10916600,Kepler-1293 b,0.45,0.92
2283,2283,8429314,Kepler-1294 b,0.226,3.52
2284,2284,9153570,Kepler-1295 b,0.306,1.37
2285,2285,11768142,Kepler-1652 b,0.953,1.58
2289,2289,8481129,Kepler-1223 b,0.88,1.54
2290,2290,2142522,Kepler-1224 b,0.225,1.32
2291,2291,9395719,Kepler-1250 b,0.206,2.07
2292,2292,8753896,Kepler-389 b,0.761,1.84
2296,2296,11295426,Kepler-68 c,0.54,0.91
2300,2300,8757824,Kepler-1275 b,0.217,1.32
2301,2301,9832208,Kepler-1858 b,0.347,2.4
2302,2302,6124512,Kepler-1296 b,0.892,3.24
2303,2303,10070468,Kepler-1297 b,0.415,1.27
2305,2305,7584650,Kepler-1863 b,0.928,1.59
2306,2306,11337566,Kepler-1298 b,0.201,1.36
2309,2309,5007345,Kepler-1225 b,0.427,3.76
2310,2310,12120484,Kepler-1226 b,0.865,2.13
2311,2311,6429812,Kepler-1227 b,0.613,2.11
2312,2312,6846911,Kepler-1842 b,0.877,2.66
2314,2314,5963582,Kepler-1843 b,0.44,2.11
2316,2316,11403389,Kepler-1251 b,0.957,2.44
2317,2317,9851662,Kepler-1252 b,0.886,1.44
2320,2320,8758204,Kepler-1881 b,0.109,2.73
2321,2321,8733898,Kepler-446 b,0.003,1.73
2322,2322,8733898,Kepler-446 d,0.719,1.72
2325,2325,10332213,Kepler-1885 b,1.261,25.82
2326,2326,7090524,Kepler-1386 b,0.662,1.48
2327,2327,11133306,Kepler-509 b,0.049,2.4
2329,2329,5871985,Kepler-1318 b,0.037,2.72
2330,2330,8292840,Kepler-126 d,0.535,2.51
2331,2331,9730163,Kepler-445 c,0.706,1.56
2332,2332,9730163,Kepler-445 b,0.45,0.92
2333,2333,11453592,Kepler-1319 b,0.92,1.24
2340,2340,10591855,Kepler-1367 b,0.071,0.93
2342,2342,7749773,Kepler-1882 b,0.921,1.55
2343,2343,9451706,Kepler-127 b,0.613,1.46
2344,2344,10064256,Kepler-1692 b,0.26,1.02
2348,2348,7609553,Kepler-1387 b,0.033,0.87
2349,2349,10122538,Kepler-1388 b,0.291,2.21
2350,2350,10122538,Kepler-1388 c,0.791,2.2
2352,2352,5480640,Kepler-399 d,0.021,3.21
2353,2353,5480640,Kepler-399 b,0.013,1.68
2354,2354,5480640,Kepler-399 c,0.713,2.69
2355,2355,5175986,Kepler-1320 b,0.135,1.52
2356,2356,9008737,Kepler-404 b,0.2658,1.18
2357,2357,9008737,Kepler-404 c,0.8759,1.63
2360,2360,6521045,Kepler-100 b,0.696,1.3
2365,2365,6294819,Kepler-1368 b,0.03,1.36
2371,2371,11401755,Kepler-36 c,0.017,3.54
2374,2374,8292840,Kepler-126 c,0.557,1.51
2375,2375,5272233,Kepler-400 b,0.014,1.62
2376,2376,5272233,Kepler-400 c,0.489,1.43
2385,2385,5688910,Kepler-1369 b,0.196,2.88
2386,2386,6345732,Kepler-1370 b,0.914,2.12
2388,2388,6345732,Kepler-1370 c,0.862,1.33
2389,2389,8611257,Kepler-1389 b,0.947,2.17
2393,2393,10880507,Kepler-1390 b,0.725,1.26
2396,2396,12206313,Kepler-401 b,0.7,1.84
2397,2397,12206313,Kepler-401 c,0.189,2.1
2398,2398,9837661,Kepler-1321 b,0.594,4.04
2399,2399,7769819,Kepler-1342 b,0.796,1.7
2400,2400,11874577,Kepler-1875 b,0.626,1.88
2401,2401,12164564,Kepler-1343 b,0.091,1.88
2404,2404,10397751,Kepler-1371 b,0.704,0.7
2405,2405,10397751,Kepler-1371 c,0.874,0.65
2409,2409,9642292,Kepler-1392 b,0.136,1.93
2410,2410,6356692,Kepler-1888 b,0.849,1.02
2412,2412,4991208,Kepler-1393 b,0.258,0.67
2414,2414,9837661,Kepler-1321 c,0.048,2.1
2415,2415,9837661,Kepler-1321 d,0.166,1.78
2416,2416,9092504,Kepler-1322 b,0.736,1.52
2417,2417,5383248,Kepler-96 b,0.766,2.76
2418,2418,9092504,Kepler-1322 c,0.828,1.8
2419,2419,10001368,Kepler-1344 b,0.191,1.78
2420,2420,9466429,Kepler-1345 b,0.618,2.31
2422,2422,8885643,Kepler-1346 b,0.906,1.34
2423,2423,5652893,Kepler-1347 b,0.268,0.98
2426,2426,8681833,Kepler-1372 b,0.218,1.15
2427,2427,4138951,Kepler-1373 b,0.2,0.89
2428,2428,3102384,Kepler-454 b,0.785,2.07
2429,2429,10471515,Kepler-1395 b,0.021,0.7
2431,2431,8760040,Kepler-1396 b,0.125,1.78
2433,2433,10098844,Kepler-1397 b,0.016,1.61
2434,2434,9467404,Kepler-1323 b,0.102,1.48
2436,2436,5184911,Kepler-1324 b,0.807,1.93
2438,2438,6587105,Kepler-1325 b,0.923,3.52
2439,2439,11662184,Kepler-1348 b,0.562,1.94
2440,2440,11127479,Kepler-1349 b,0.098,0.7
2446,2446,8884274,Kepler-1374 b,0.051,2.2
2447,2447,7767162,Kepler-1375 b,0.008,1.43
2450,2450,4385148,Kepler-1886 b,0.441,2.25
2451,2451,9838468,Kepler-1391 b,0.157,1.56
2453,2453,8617363,Kepler-1887 b,0.094,2.52
2454,2454,11401755,Kepler-36 b,0.012,1.45
2455,2455,7673192,Kepler-402 c,0.79,1.51
2456,2456,7673192,Kepler-402 e,0.52,1.44
2457,2457,7673192,Kepler-402 b,0.193,1.21
2458,2458,7673192,Kepler-402 d,0.12,1.27
2459,2459,11807274,Kepler-50 b,0.03,1.68
2460,2460,7670943,Kepler-1713 b,0.924,1.83
2461,2461,6697756,Kepler-1351 b,0.232,0.6
2464,2464,5905822,Kepler-1876 b,0.944,1.06
2465,2465,10793172,Kepler-1693 b,0.14,1.39
2466,2466,10793172,Kepler-1693 c,0.008,1.15
2471,2471,8801316,Kepler-1394 b,0.226,1.36
2475,2475,12314973,Kepler-450 b,0.5,6.08
