,Unnamed: 0,index,row,name,light years from earth,planet mass,stellar magnitude,discovery date,planet type,planet radius,orbital period,solar system name,planet discovery method,host temperature (Cº),host mass,host radius,Tª type,distance type,planet radius [0],indice masa
365,365,365,1784,Kepler-1273 b,4420.0,6.76 Earths,15.796,2016,Neptune-like,0.222 x Jupiter,28.6 days,Kepler-127,Transit,2994.4444444444443,0.96,1.36,muy caliente,criogenia,0.222,6.76
366,366,366,1785,Kepler-1274 b,1987.0,2.6 Earths,11.682,2016,Super Earth,1.42 x Earth,7 days,Kepler-1270,Transit,2406.111111111112,1.28,3.38,muy caliente,criogenia,1.42,2.6
367,367,367,1786,Kepler-1275 b,4175.0,2.79 Earths,14.406,2016,Super Earth,1.48 x Earth,3.7 days,Kepler-1271,Transit,3015.0,1.13,1.23,muy caliente,criogenia,1.48,2.79
368,368,368,1787,Kepler-1276 b,1915.0,1.81 Earths,12.848,2016,Super Earth,1.19 x Earth,12.6 days,Kepler-1272,Transit,2894.4444444444443,1.06,1.09,muy caliente,criogenia,1.19,1.81
369,369,369,1788,Kepler-1277 b,1977.0,3.19 Earths,14.093,2016,Super Earth,1.6 x Earth,40.8 days,Kepler-1273,Transit,2694.4444444444443,0.94,0.91,muy caliente,criogenia,1.6,3.19
370,370,370,1789,Kepler-1278 b,2424.0,1.01 Earths,13.632,2016,Super Earth,1.01 x Earth,3.2 days,Kepler-1274,Transit,3035.0,1.45,2.17,muy caliente,criogenia,1.01,1.01
371,371,371,1790,Kepler-1279 b,3317.0,3.71 Earths,13.932,2016,Super Earth,1.75 x Earth,23.5 days,Kepler-1275,Transit,3100.0,1.23,1.36,muy caliente,criogenia,1.75,3.71
372,372,372,1791,Kepler-127 b,1163.0,2.54 Earths,11.438,2014,Super Earth,1.4 x Earth,14.4 days,Kepler-1276,Transit,3040.0,1.14,1.21,muy caliente,criogenia,1.4,2.54
373,373,373,1792,Kepler-127 c,1163.0,7.56 Earths,11.438,2014,Neptune-like,0.237 x Jupiter,29.4 days,Kepler-1277,Transit,2701.111111111112,0.94,0.92,muy caliente,criogenia,0.237,7.56
374,374,374,1793,Kepler-127 d,1163.0,7.46 Earths,11.438,2014,Neptune-like,0.236 x Jupiter,48.6 days,Kepler-1278,Transit,2976.6666666666665,1.11,1.16,muy caliente,criogenia,0.236,7.46
375,375,375,1794,Kepler-1280 b,3282.0,4.16 Earths,14.0,2016,Super Earth,1.87 x Earth,66.6 days,Kepler-1279,Transit,3058.333333333333,1.21,1.33,muy caliente,criogenia,1.87,4.16
376,376,376,1795,Kepler-1281 b,3556.0,3.33 Earths,15.997,2016,Super Earth,1.64 x Earth,3.1 days,Kepler-128,Transit,2706.6666666666665,1.09,1.61,muy caliente,criogenia,1.64,3.33
377,377,377,1796,Kepler-1282 b,3673.0,3.02 Earths,15.492,2016,Super Earth,1.55 x Earth,2.1 days,Kepler-128,Transit,2706.6666666666665,1.09,1.61,muy caliente,criogenia,1.55,3.02
378,378,378,1797,Kepler-1283 b,4736.0,4.31 Earths,15.07,2016,Super Earth,1.91 x Earth,12.9 days,Kepler-1280,Transit,3061.6666666666665,1.2,1.32,muy caliente,criogenia,1.91,4.31
379,379,379,1798,Kepler-1284 b,2779.0,1.92 Earths,15.662,2016,Super Earth,1.21 x Earth,0.7 days,Kepler-1281,Transit,2576.111111111112,0.87,0.83,muy caliente,criogenia,1.21,1.92
380,380,380,1799,Kepler-1285 b,1187.0,0.871 Earths,11.65,2016,Terrestrial,0.97 x Earth,14.8 days,Kepler-1282,Transit,2660.0,0.92,0.89,muy caliente,criogenia,0.97,0.871
381,381,381,1800,Kepler-1286 b,3751.0,5.27 Earths,15.142,2016,Neptune-like,2.15 x Earth,11.3 days,Kepler-1283,Transit,3032.777777777778,1.16,1.25,muy caliente,criogenia,2.15,5.27
382,382,382,1801,Kepler-1287 b,3350.0,2.99 Earths,15.007,2016,Super Earth,1.54 x Earth,11.5 days,Kepler-1284,Transit,2448.333333333333,0.84,0.79,muy caliente,criogenia,1.54,2.99
383,383,383,1802,Kepler-1288 b,2332.0,1.46 Earths,13.177,2016,Super Earth,1.12 x Earth,2.8 days,Kepler-1285,Transit,3030.0,1.2,1.28,muy caliente,criogenia,1.12,1.46
384,384,384,1803,Kepler-1289 b,3454.0,2.92 Earths,14.599,2016,Super Earth,1.52 x Earth,8 days,Kepler-1286,Transit,2798.333333333333,1.0,0.98,muy caliente,criogenia,1.52,2.92
385,385,385,1804,Kepler-128 b,1308.0,0.77 Earths,11.289,2013,Super Earth,1.43 x Earth,15.1 days,Kepler-1287,Transit,2777.222222222222,0.96,0.94,muy caliente,criogenia,1.43,0.77
386,386,386,1805,Kepler-128 c,1308.0,0.9 Earths,11.289,2013,Super Earth,1.34 x Earth,22.8 days,Kepler-1288,Transit,3008.8888888888887,1.2,1.29,muy caliente,criogenia,1.34,0.9
387,387,387,1806,Kepler-1290 b,4309.0,2.6 Earths,15.691,2016,Super Earth,1.42 x Earth,4.7 days,Kepler-1289,Transit,2980.0,1.1,1.17,muy caliente,criogenia,1.42,2.6
388,388,388,1807,Kepler-1291 b,3203.0,3.39 Earths,15.883,2016,Super Earth,1.66 x Earth,8.6 days,Kepler-129,Transit,2807.777777777778,0.96,1.64,muy caliente,criogenia,1.66,3.39
389,389,389,1808,Kepler-1292 b,4586.0,3.97 Earths,15.948,2016,Super Earth,1.82 x Earth,3.3 days,Kepler-129,Transit,2807.777777777778,0.96,1.64,muy caliente,criogenia,1.82,3.97
390,390,390,1809,Kepler-1293 b,2512.0,0.871 Earths,13.3,2016,Terrestrial,0.97 x Earth,5.6 days,Kepler-1290,Transit,2746.6666666666665,0.95,0.93,muy caliente,criogenia,0.97,0.871
391,391,391,1810,Kepler-1294 b,3653.0,10.3 Earths,15.15,2016,Neptune-like,0.285 x Jupiter,115.7 days,Kepler-1291,Transit,2500.0,0.84,0.8,muy caliente,criogenia,0.285,10.3
392,392,392,1811,Kepler-1295 b,4100.0,3.02 Earths,15.908,2016,Super Earth,1.55 x Earth,3.8 days,Kepler-1292,Transit,2688.8888888888887,0.95,0.93,muy caliente,criogenia,1.55,3.02
393,393,393,1812,Kepler-1296 b,2058.0,0.693 Earths,14.627,2016,Terrestrial,0.91 x Earth,8.4 days,Kepler-1293,Transit,3069.4444444444443,1.18,1.28,muy caliente,criogenia,0.91,0.693
394,394,394,1813,Kepler-1297 b,3249.0,0.871 Earths,14.782,2016,Terrestrial,0.97 x Earth,1.7 days,Kepler-1294,Transit,2811.111111111112,0.99,0.97,muy caliente,criogenia,0.97,0.871
395,395,395,1814,Kepler-1298 b,1624.0,2.27 Earths,11.313,2016,Super Earth,1.31 x Earth,7.1 days,Kepler-1295,Transit,2650.0,0.92,0.89,muy caliente,criogenia,1.31,2.27
396,396,396,1815,Kepler-1299 b,4410.0,9.17 Earths,15.9,2016,Neptune-like,0.266 x Jupiter,19.9 days,Kepler-1296,Transit,2579.4444444444443,0.87,0.83,muy caliente,criogenia,0.266,9.17
397,397,397,1816,Kepler-129 b,1349.0,6.21 Earths,11.644,2014,Neptune-like,0.211 x Jupiter,15.8 days,Kepler-1297,Transit,2834.4444444444443,0.99,0.99,muy caliente,criogenia,0.211,6.21
398,398,398,1817,Kepler-129 c,1349.0,7.04 Earths,11.644,2014,Neptune-like,0.227 x Jupiter,82.2 days,Kepler-1298,Transit,3123.8888888888887,1.45,2.0,muy caliente,criogenia,0.227,7.04
399,399,399,1818,Kepler-12 b,2950.0,0.432 Jupiters,13.8,2011,Gas Giant,1.754 x Jupiter,4.4 days,Kepler-1299,Transit,2718.333333333333,0.94,0.91,muy caliente,criogenia,1.754,0.432
400,400,400,1819,Kepler-1300 b,2469.0,2.45 Earths,12.768,2016,Super Earth,1.37 x Earth,22.2 days,Kepler-130,Transit,2871.111111111112,0.96,1.13,muy caliente,criogenia,1.37,2.45
401,401,401,1820,Kepler-1301 b,2662.0,2.54 Earths,15.373,2016,Super Earth,1.4 x Earth,9.1 days,Kepler-130,Transit,2871.111111111112,0.96,1.13,muy caliente,criogenia,1.4,2.54
402,402,402,1821,Kepler-1302 b,2371.0,2.63 Earths,15.039,2016,Super Earth,1.43 x Earth,8.8 days,Kepler-130,Transit,2871.111111111112,0.96,1.13,muy caliente,criogenia,1.43,2.63
403,403,403,1822,Kepler-1303 b,2952.0,2.6 Earths,14.616,2016,Super Earth,1.42 x Earth,7.6 days,Kepler-1300,Transit,3007.777777777778,1.29,1.79,muy caliente,criogenia,1.42,2.6
404,404,404,1823,Kepler-1304 b,2225.0,5.86 Earths,15.045,2016,Neptune-like,0.204 x Jupiter,16.1 days,Kepler-1301,Transit,2484.4444444444443,0.85,0.81,muy caliente,criogenia,0.204,5.86
405,405,405,1824,Kepler-1305 b,4381.0,4.19 Earths,15.714,2016,Super Earth,1.88 x Earth,13.6 days,Kepler-1302,Transit,2511.111111111112,0.86,0.82,muy caliente,criogenia,1.88,4.19
406,406,406,1825,Kepler-1306 b,3686.0,4.31 Earths,15.212,2016,Super Earth,1.91 x Earth,16.3 days,Kepler-1303,Transit,2808.333333333333,1.01,1.0,muy caliente,criogenia,1.91,4.31
407,407,407,1826,Kepler-1307 b,4554.0,6.66 Earths,15.38,2016,Neptune-like,0.22 x Jupiter,18 days,Kepler-1304,Transit,2523.8888888888887,0.85,0.81,muy caliente,criogenia,0.22,6.66
408,408,408,1827,Kepler-1308 b,238.0,0.0933 Earths,14.474,2016,Terrestrial,0.52 x Earth,2.1 days,Kepler-1305,Transit,2769.4444444444443,0.97,0.96,muy caliente,lejos,0.52,0.0933
409,409,409,1828,Kepler-1309 b,2756.0,6.21 Earths,16.187,2016,Neptune-like,0.211 x Jupiter,28.8 days,Kepler-1306,Transit,2783.8888888888887,0.98,0.97,muy caliente,criogenia,0.211,6.21
410,410,410,1829,Kepler-130 b,1042.0,1.04 Earths,11.825,2014,Super Earth,1.02 x Earth,8.5 days,Kepler-1307,Transit,2871.111111111112,1.06,1.08,muy caliente,criogenia,1.02,1.04
411,411,411,1830,Kepler-130 c,1042.0,8.75 Earths,11.825,2014,Neptune-like,0.259 x Jupiter,27.5 days,Kepler-1308,Transit,1528.888888888889,0.35,0.34,muy caliente,criogenia,0.259,8.75
412,412,412,1831,Kepler-130 d,1042.0,3.33 Earths,11.825,2014,Super Earth,1.64 x Earth,87.5 days,Kepler-1309,Transit,2510.555555555556,0.85,0.8,muy caliente,criogenia,1.64,3.33
413,413,413,1832,Kepler-1310 b,1902.0,2.67 Earths,14.122,2016,Super Earth,1.44 x Earth,0.7 days,Kepler-131,Transit,2760.555555555556,1.02,1.03,muy caliente,criogenia,1.44,2.67
414,414,414,1833,Kepler-1311 b,2300.0,2.07 Earths,13.318,2016,Super Earth,1.24 x Earth,11.2 days,Kepler-131,Transit,2760.555555555556,1.02,1.03,muy caliente,criogenia,1.24,2.07
415,415,415,1834,Kepler-1311 c,2300.0,1.98 Earths,13.318,2016,Super Earth,1.22 x Earth,2.5 days,Kepler-1310,Transit,2685.0,0.91,0.88,muy caliente,criogenia,1.22,1.98
416,416,416,1835,Kepler-1312 b,995.0,5.06 Earths,12.378,2016,Neptune-like,2.1 x Earth,5.4 days,Kepler-1311,Transit,2795.555555555556,1.05,1.4,muy caliente,criogenia,2.1,5.06
417,417,417,1836,Kepler-1313 b,610.0,3.75 Earths,11.789,2016,Super Earth,1.76 x Earth,3.8 days,Kepler-1311,Transit,2795.555555555556,1.05,1.4,muy caliente,criogenia,1.76,3.75
418,418,418,1837,Kepler-1314 b,1507.0,22.9 Earths,17.121,2016,Neptune-like,0.456 x Jupiter,5.4 days,Kepler-1312,Transit,2779.4444444444443,0.99,0.92,muy caliente,criogenia,0.456,22.9
419,419,419,1838,Kepler-1315 b,1647.0,2.48 Earths,14.952,2016,Super Earth,1.38 x Earth,0.8 days,Kepler-1313,Transit,2631.6666666666665,0.92,0.85,muy caliente,criogenia,1.38,2.48
420,420,420,1839,Kepler-1316 b,2456.0,12.3 Earths,13.951,2016,Neptune-like,0.316 x Jupiter,88 days,Kepler-1314,Transit,1928.8888888888887,0.6,0.59,muy caliente,criogenia,0.316,12.3
421,421,421,1840,Kepler-1317 b,2394.0,3.05 Earths,15.234,2016,Super Earth,1.56 x Earth,0.6 days,Kepler-1315,Transit,2302.777777777778,0.8,0.75,muy caliente,criogenia,1.56,3.05
422,422,422,1841,Kepler-1318 b,1549.0,9.85 Earths,15.242,2016,Neptune-like,0.277 x Jupiter,213.3 days,Kepler-1316,Transit,2871.111111111112,1.04,1.12,muy caliente,criogenia,0.277,9.85
423,423,423,1842,Kepler-1319 b,372.0,2.36 Earths,14.222,2016,Super Earth,1.34 x Earth,2.9 days,Kepler-1317,Transit,2460.0,0.83,0.79,muy caliente,lejos,1.34,2.36
424,424,424,1843,Kepler-131 b,751.0,16.13 Earths,11.49,2014,Super Earth,0.215 x Jupiter,16.1 days,Kepler-1318,Transit,2156.6666666666665,0.73,0.7,muy caliente,criogenia,0.215,16.13
425,425,425,1844,Kepler-131 c,751.0,8.25 Earths,11.49,2014,Super Earth,0.84 x Earth,25.5 days,Kepler-1319,Transit,1632.7777777777778,0.56,0.54,muy caliente,criogenia,0.84,8.25
426,426,426,1845,Kepler-1320 b,2515.0,3.53 Earths,15.905,2016,Super Earth,1.7 x Earth,0.9 days,Kepler-132,Transit,2937.222222222222,0.96,1.18,muy caliente,criogenia,1.7,3.53
427,427,427,1846,Kepler-1321 b,1784.0,21.5 Earths,16.928,2016,Neptune-like,0.439 x Jupiter,11.1 days,Kepler-132,Transit,2937.222222222222,0.96,1.18,muy caliente,criogenia,0.439,21.5
428,428,428,1847,Kepler-1321 c,1784.0,6.35 Earths,16.928,2016,Neptune-like,0.214 x Jupiter,2.2 days,Kepler-132,Transit,2937.222222222222,0.96,1.18,muy caliente,criogenia,0.214,6.35
429,429,429,1848,Kepler-1322 b,3970.0,3.22 Earths,15.775,2016,Super Earth,1.61 x Earth,1 days,Kepler-132,Transit,2937.222222222222,0.96,1.18,muy caliente,criogenia,1.61,3.22
430,430,430,1849,Kepler-1323 b,1729.0,2.92 Earths,12.344,2016,Super Earth,1.52 x Earth,0.9 days,Kepler-1320,Transit,2278.333333333333,0.8,0.74,muy caliente,criogenia,1.52,2.92
431,431,431,1850,Kepler-1324 b,1703.0,2.89 Earths,15.134,2016,Super Earth,1.51 x Earth,4.1 days,Kepler-1321,Transit,1876.6666666666663,0.54,0.53,muy caliente,criogenia,1.51,2.89
432,432,432,1851,Kepler-1325 b,3115.0,8.55 Earths,15.129,2016,Neptune-like,0.255 x Jupiter,33.9 days,Kepler-1321,Transit,1876.6666666666663,0.54,0.53,muy caliente,criogenia,0.255,8.55
433,433,433,1852,Kepler-1326 b,2968.0,16.3 Earths,12.741,2016,Neptune-like,0.373 x Jupiter,42.4 days,Kepler-1322,Transit,2651.111111111112,0.9,0.87,muy caliente,criogenia,0.373,16.3
434,434,434,1853,Kepler-1327 b,2244.0,3.89 Earths,13.884,2016,Super Earth,1.8 x Earth,14.9 days,Kepler-1323,Transit,3029.4444444444443,1.18,1.4,muy caliente,criogenia,1.8,3.89
435,435,435,1854,Kepler-1328 b,2055.0,0.904 Earths,13.803,2016,Terrestrial,0.98 x Earth,4.5 days,Kepler-1324,Transit,2255.555555555556,0.78,0.73,muy caliente,criogenia,0.98,0.904
436,436,436,1855,Kepler-1329 b,2035.0,5.35 Earths,15.85,2016,Neptune-like,2.17 x Earth,9.3 days,Kepler-1325,Transit,2685.555555555556,0.93,0.91,muy caliente,criogenia,2.17,5.35
437,437,437,1856,Kepler-132 b,988.0,1.92 Earths,11.818,2014,Super Earth,1.21 x Earth,6.2 days,Kepler-1326,Transit,3338.333333333333,1.45,1.74,muy caliente,criogenia,1.21,1.92
438,438,438,1857,Kepler-132 c,988.0,2.18 Earths,11.818,2014,Super Earth,1.28 x Earth,6.4 days,Kepler-1327,Transit,2871.6666666666665,1.02,1.03,muy caliente,criogenia,1.28,2.18
439,439,439,1858,Kepler-132 d,988.0,3.02 Earths,11.818,2014,Super Earth,1.55 x Earth,18 days,Kepler-1328,Transit,2813.333333333333,1.0,0.99,muy caliente,criogenia,1.55,3.02
440,440,440,1859,Kepler-132 e,988.0,1.76 Earths,11.818,2016,Super Earth,1.18 x Earth,110.3 days,Kepler-1329,Transit,2102.222222222222,0.72,0.69,muy caliente,criogenia,1.18,1.76
441,441,441,1860,Kepler-1330 b,3063.0,3.36 Earths,14.945,2016,Super Earth,1.65 x Earth,10.1 days,Kepler-133,Transit,2788.8888888888887,0.96,1.43,muy caliente,criogenia,1.65,3.36
442,442,442,1861,Kepler-1331 b,1191.0,1.16 Earths,15.032,2016,Super Earth,1.05 x Earth,0.8 days,Kepler-133,Transit,2788.8888888888887,0.96,1.43,muy caliente,criogenia,1.05,1.16
443,443,443,1862,Kepler-1332 b,1680.0,2.45 Earths,13.795,2016,Super Earth,1.37 x Earth,11.9 days,Kepler-1330,Transit,2717.777777777778,0.97,0.94,muy caliente,criogenia,1.37,2.45
444,444,444,1863,Kepler-1333 b,3125.0,8.3 Earths,15.171,2016,Neptune-like,0.251 x Jupiter,109.6 days,Kepler-1331,Transit,2106.6666666666665,0.72,0.69,muy caliente,criogenia,0.251,8.3
445,445,445,1864,Kepler-1334 b,3415.0,5.86 Earths,15.171,2016,Neptune-like,0.204 x Jupiter,15.6 days,Kepler-1332,Transit,2702.777777777778,0.95,0.9,muy caliente,criogenia,0.204,5.86
446,446,446,1865,Kepler-1335 b,2049.0,2.7 Earths,15.304,2016,Super Earth,1.45 x Earth,6.3 days,Kepler-1333,Transit,2728.8888888888887,0.94,0.92,muy caliente,criogenia,1.45,2.7
447,447,447,1866,Kepler-1336 b,2681.0,4.58 Earths,14.038,2016,Super Earth,1.98 x Earth,23.2 days,Kepler-1334,Transit,2721.111111111112,0.94,0.91,muy caliente,criogenia,1.98,4.58
448,448,448,1867,Kepler-1336 c,2681.0,3.57 Earths,14.038,2016,Super Earth,1.71 x Earth,5.8 days,Kepler-1335,Transit,2326.111111111112,0.77,0.74,muy caliente,criogenia,1.71,3.57
449,449,449,1868,Kepler-1337 b,1918.0,6.39 Earths,15.817,2016,Neptune-like,0.215 x Jupiter,24.4 days,Kepler-1336,Transit,2664.4444444444443,0.94,1.3,muy caliente,criogenia,0.215,6.39
450,450,450,1869,Kepler-1338 b,2019.0,0.721 Earths,13.574,2016,Terrestrial,0.92 x Earth,0.9 days,Kepler-1336,Transit,2664.4444444444443,0.94,1.3,muy caliente,criogenia,0.92,0.721
451,451,451,1870,Kepler-1339 b,871.0,0.285 Earths,12.123,2016,Terrestrial,0.71 x Earth,1.3 days,Kepler-1337,Transit,2115.0,0.7,0.67,muy caliente,criogenia,0.71,0.285
452,452,452,1871,Kepler-133 b,2170.0,3.75 Earths,12.841,2014,Super Earth,1.76 x Earth,8.1 days,Kepler-1338,Transit,2885.0,1.04,1.05,muy caliente,criogenia,1.76,3.75
453,453,453,1872,Kepler-133 c,2170.0,8.45 Earths,12.841,2014,Neptune-like,0.253 x Jupiter,31.5 days,Kepler-1339,Transit,2705.555555555556,0.94,0.93,muy caliente,criogenia,0.253,8.45
454,454,454,1873,Kepler-1340 b,4635.0,3.02 Earths,14.755,2016,Super Earth,1.55 x Earth,0.7 days,Kepler-134,Transit,2926.111111111112,0.96,1.18,muy caliente,criogenia,1.55,3.02
455,455,455,1874,Kepler-1341 b,1520.0,9.22 Earths,15.018,2016,Neptune-like,0.267 x Jupiter,133 days,Kepler-134,Transit,2926.111111111112,0.96,1.18,muy caliente,criogenia,0.267,9.22
456,456,456,1875,Kepler-1342 b,3070.0,3.39 Earths,15.383,2016,Super Earth,1.66 x Earth,2.2 days,Kepler-1340,Transit,3119.4444444444443,1.27,1.42,muy caliente,criogenia,1.66,3.39
457,457,457,1876,Kepler-1343 b,4263.0,4.38 Earths,15.53,2016,Super Earth,1.93 x Earth,3.4 days,Kepler-1341,Transit,2192.222222222222,0.79,0.72,muy caliente,criogenia,1.93,4.38
458,458,458,1877,Kepler-1344 b,2776.0,4.04 Earths,14.027,2016,Super Earth,1.84 x Earth,4.8 days,Kepler-1342,Transit,2672.777777777778,0.93,0.9,muy caliente,criogenia,1.84,4.04
459,459,459,1878,Kepler-1345 b,3797.0,6.17 Earths,13.705,2016,Neptune-like,0.211 x Jupiter,44.6 days,Kepler-1343,Transit,2801.6666666666665,0.95,0.93,muy caliente,criogenia,0.211,6.17
460,460,460,1879,Kepler-1346 b,3663.0,3.12 Earths,14.462,2016,Super Earth,1.58 x Earth,3.4 days,Kepler-1344,Transit,2925.0,1.09,1.13,muy caliente,criogenia,1.58,3.12
461,461,461,1880,Kepler-1347 b,1047.0,1.08 Earths,13.412,2016,Super Earth,1.03 x Earth,14 days,Kepler-1345,Transit,3185.0,1.32,1.55,muy caliente,criogenia,1.03,1.08
462,462,462,1881,Kepler-1348 b,3370.0,4.42 Earths,14.679,2016,Super Earth,1.94 x Earth,27.6 days,Kepler-1346,Transit,3009.4444444444443,1.14,1.21,muy caliente,criogenia,1.94,4.42
463,463,463,1882,Kepler-1349 b,848.0,0.271 Earths,11.082,2016,Terrestrial,0.7 x Earth,2.1 days,Kepler-1347,Transit,2487.222222222222,0.82,0.79,muy caliente,criogenia,0.7,0.271
464,464,464,1883,Kepler-134 b,1103.0,4.66 Earths,12.222,2014,Super Earth,2.0 x Earth,5.3 days,Kepler-1348,Transit,2886.111111111112,1.04,1.04,muy caliente,criogenia,2.0,4.66
465,465,465,1884,Kepler-134 c,1103.0,2.13 Earths,12.222,2014,Super Earth,1.26 x Earth,10.1 days,Kepler-1349,Transit,2983.333333333333,1.16,1.28,muy caliente,criogenia,1.26,2.13
466,466,466,1885,Kepler-1350 b,1142.0,6.9 Earths,16.233,2016,Neptune-like,0.225 x Jupiter,4.5 days,Kepler-135,Transit,2985.555555555556,0.96,1.27,muy caliente,criogenia,0.225,6.9
467,467,467,1886,Kepler-1350 c,1142.0,3.64 Earths,16.233,2016,Super Earth,1.73 x Earth,1.8 days,Kepler-135,Transit,2985.555555555556,0.96,1.27,muy caliente,criogenia,1.73,3.64
468,468,468,1887,Kepler-1351 b,786.0,0.208 Earths,14.087,2016,Terrestrial,0.65 x Earth,0.9 days,Kepler-1350,Transit,1728.3333333333337,0.55,0.53,muy caliente,criogenia,0.65,0.208
469,469,469,1888,Kepler-1352 b,2078.0,0.64 Earths,13.25,2016,Terrestrial,0.89 x Earth,1.9 days,Kepler-1350,Transit,1728.3333333333337,0.55,0.53,muy caliente,criogenia,0.89,0.64
470,470,470,1889,Kepler-1353 b,1944.0,3.89 Earths,15.506,2016,Super Earth,1.8 x Earth,24.8 days,Kepler-1351,Transit,2068.333333333333,0.7,0.67,muy caliente,criogenia,1.8,3.89
471,471,471,1890,Kepler-1354 b,3448.0,9.11 Earths,14.369,2016,Neptune-like,0.265 x Jupiter,76.6 days,Kepler-1352,Transit,3001.111111111112,1.11,1.16,muy caliente,criogenia,0.265,9.11
472,472,472,1891,Kepler-1355 b,3141.0,2.73 Earths,15.452,2016,Super Earth,1.46 x Earth,1.3 days,Kepler-1353,Transit,2255.555555555556,0.76,0.72,muy caliente,criogenia,1.46,2.73
473,473,473,1892,Kepler-1356 b,2874.0,2.96 Earths,15.72,2016,Super Earth,1.53 x Earth,0.6 days,Kepler-1354,Transit,3028.8888888888887,1.16,1.24,muy caliente,criogenia,1.53,2.96
474,474,474,1893,Kepler-1357 b,3347.0,2.18 Earths,15.22,2016,Super Earth,1.28 x Earth,3 days,Kepler-1355,Transit,2575.555555555556,0.88,0.83,muy caliente,criogenia,1.28,2.18
475,475,475,1894,Kepler-1358 b,1820.0,1.46 Earths,14.54,2016,Super Earth,1.12 x Earth,7.1 days,Kepler-1356,Transit,2438.8888888888887,0.82,0.78,muy caliente,criogenia,1.12,1.46
476,476,476,1895,Kepler-1359 b,2182.0,8.4 Earths,15.753,2016,Neptune-like,0.252 x Jupiter,59.5 days,Kepler-1357,Transit,2711.6666666666665,0.93,0.9,muy caliente,criogenia,0.252,8.4
477,477,477,1896,Kepler-135 b,2065.0,3.93 Earths,12.679,2014,Super Earth,1.81 x Earth,6 days,Kepler-1358,Transit,2480.555555555556,0.82,0.79,muy caliente,criogenia,1.81,3.93
478,478,478,1897,Kepler-135 c,2065.0,1.65 Earths,12.679,2014,Super Earth,1.16 x Earth,11.4 days,Kepler-1359,Transit,2218.333333333333,0.78,0.72,muy caliente,criogenia,1.16,1.65
479,479,479,1898,Kepler-1360 b,4583.0,11.5 Earths,13.88,2016,Neptune-like,0.303 x Jupiter,40.5 days,Kepler-136,Transit,3027.222222222222,0.96,1.35,muy caliente,criogenia,0.303,11.5
480,480,480,1899,Kepler-1361 b,1318.0,0.566 Earths,13.917,2016,Terrestrial,0.86 x Earth,3.6 days,Kepler-136,Transit,3027.222222222222,0.96,1.35,muy caliente,criogenia,0.86,0.566
481,481,481,1900,Kepler-1362 b,2502.0,7.27 Earths,15.825,2016,Neptune-like,0.232 x Jupiter,136.2 days,Kepler-1360,Transit,3367.777777777778,1.51,1.83,muy caliente,criogenia,0.232,7.27
482,482,482,1901,Kepler-1363 b,1823.0,2.1 Earths,15.292,2016,Super Earth,1.25 x Earth,2.9 days,Kepler-1361,Transit,2452.777777777778,0.83,0.79,muy caliente,criogenia,1.25,2.1
483,483,483,1902,Kepler-1364 b,3748.0,5.27 Earths,13.186,2016,Neptune-like,2.15 x Earth,13.3 days,Kepler-1362,Transit,2300.555555555556,0.8,0.74,muy caliente,criogenia,2.15,5.27
484,484,484,1903,Kepler-1365 b,1765.0,0.721 Earths,13.38,2016,Terrestrial,0.92 x Earth,7.7 days,Kepler-1363,Transit,2290.555555555556,0.76,0.72,muy caliente,criogenia,0.92,0.721
485,485,485,1904,Kepler-1365 c,1765.0,0.437 Earths,13.38,2016,Terrestrial,0.8 x Earth,4.8 days,Kepler-1364,Transit,3382.777777777778,1.49,1.79,muy caliente,criogenia,0.8,0.437
486,486,486,1905,Kepler-1366 b,1288.0,2.63 Earths,15.889,2016,Super Earth,1.43 x Earth,2.2 days,Kepler-1365,Transit,2807.777777777778,1.0,1.05,muy caliente,criogenia,1.43,2.63
487,487,487,1906,Kepler-1367 b,1165.0,0.721 Earths,15.558,2016,Terrestrial,0.92 x Earth,1.6 days,Kepler-1365,Transit,2807.777777777778,1.0,1.05,muy caliente,criogenia,0.92,0.721
488,488,488,1907,Kepler-1368 b,5709.0,3.36 Earths,15.873,2016,Super Earth,1.65 x Earth,0.7 days,Kepler-1366,Transit,1863.3333333333333,0.62,0.6,muy caliente,criogenia,1.65,3.36
489,489,489,1908,Kepler-1369 b,4032.0,7.7 Earths,15.35,2016,Neptune-like,0.24 x Jupiter,25.9 days,Kepler-1367,Transit,1883.3333333333333,0.62,0.6,muy caliente,criogenia,0.24,7.7
490,490,490,1909,Kepler-136 b,1389.0,19.8 Earths,11.754,2014,Super Earth,2.05 x Earth,11.6 days,Kepler-1368,Transit,2883.333333333333,1.07,1.08,muy caliente,criogenia,2.05,19.8
491,491,491,1910,Kepler-136 c,1389.0,4.62 Earths,11.754,2014,Super Earth,1.99 x Earth,16.4 days,Kepler-1369,Transit,2802.777777777778,0.99,0.99,muy caliente,criogenia,1.99,4.62
492,492,492,1911,Kepler-1370 b,2864.0,4.04 Earths,13.674,2016,Super Earth,1.84 x Earth,20.3 days,Kepler-137,Transit,2483.8888888888887,0.96,0.8,muy caliente,criogenia,1.84,4.04
493,493,493,1912,Kepler-1370 c,2864.0,2.15 Earths,13.674,2016,Super Earth,1.27 x Earth,7.4 days,Kepler-137,Transit,2483.8888888888887,0.96,0.8,muy caliente,criogenia,1.27,2.15
