,index,row,name,light years from earth,planet mass,stellar magnitude,discovery date,planet type,planet radius,orbital radius,orbital period,eccentricity,solar system name,planet discovery method,right ascension,declination,host temperature (Cº),host mass,host radius,Tª type,distance type,planet radius [0],kepid,koi_impact,koi_prad
279,1698,1698,Kepler-1209 b,1820.0,2.89 Earths,12.411,2016,Super Earth,1.51 x Earth,Unknown,25.4 days,0,Kepler-1206,Transit,19h43m45.22s,+49d47m28.1s,2311.6666666666665,0.8,0.75,muy caliente,criogenia,1.51,11342416,0.845,1.67
280,1699,1699,Kepler-120 b,1282.0,8.5 Earths,14.719,2014,Super Earth,2.15 x Earth,0.055 AU,6.3 days,0,Kepler-1207,Transit,19h40m15.42s,+49d21m32.4s,2885.0,1.06,1.06,muy caliente,criogenia,2.15,4249725,0.029,2.0
281,1700,1700,Kepler-120 c,1282.0,2.96 Earths,14.719,2014,Super Earth,1.53 x Earth,0.088 AU,12.8 days,0,Kepler-1208,Transit,19h27m31.50s,+44d33m20.6s,2380.5555555555557,0.8,0.76,muy caliente,criogenia,1.53,4249725,0.18,1.6
282,1701,1701,Kepler-1210 b,3768.0,3.53 Earths,15.566,2016,Super Earth,1.7 x Earth,Unknown,8.1 days,0,Kepler-1209,Transit,19h10m20.37s,+49d09m17.3s,3052.222222222222,1.23,1.38,muy caliente,criogenia,1.7,10863608,0.271,1.53
283,1702,1702,Kepler-1211 b,4847.0,7.04 Earths,15.828,2016,Neptune-like,0.227 x Jupiter,Unknown,11 days,0,Kepler-121,Transit,19h04m38.90s,+39d40m40.8s,2552.777777777778,0.96,0.7,muy caliente,criogenia,0.227,5602588,0.883,2.64
284,1703,1703,Kepler-1212 b,4254.0,5.22 Earths,15.024,2016,Neptune-like,2.14 x Earth,Unknown,12.9 days,0,Kepler-121,Transit,19h04m38.90s,+39d40m40.8s,2552.777777777778,0.96,0.7,muy caliente,criogenia,2.14,11824786,0.028,1.7
285,1704,1704,Kepler-1213 b,2234.0,1.81 Earths,13.342,2016,Super Earth,1.19 x Earth,Unknown,5.3 days,0,Kepler-1210,Transit,19h31m19.71s,+48d13m09.7s,2695.5555555555557,0.94,0.92,muy caliente,criogenia,1.19,12254909,0.867,1.29
286,1705,1705,Kepler-1214 b,2469.0,6.17 Earths,15.223,2016,Neptune-like,0.211 x Jupiter,Unknown,18.8 days,0,Kepler-1211,Transit,19h02m52.99s,+40d51m25.1s,2771.6666666666665,0.96,0.94,muy caliente,criogenia,0.211,11701407,0.198,2.34
287,1706,1706,Kepler-1215 b,2287.0,1.98 Earths,14.425,2016,Super Earth,1.22 x Earth,Unknown,4.8 days,0,Kepler-1212,Transit,19h47m24.82s,+50d02m14.5s,2963.8888888888887,1.1,1.15,muy caliente,criogenia,1.22,10813132,0.077,1.19
288,1707,1707,Kepler-1216 b,3666.0,2.51 Earths,15.107,2016,Super Earth,1.39 x Earth,Unknown,4.4 days,0,Kepler-1213,Transit,19h17m56.60s,+50d56m39.0s,2963.3333333333335,1.14,1.21,muy caliente,criogenia,1.39,9395024,0.093,1.56
289,1708,1708,Kepler-1217 b,4446.0,4.62 Earths,15.242,2016,Super Earth,1.99 x Earth,Unknown,2 days,0,Kepler-1214,Transit,19h00m34.23s,+49d48m02.4s,2452.222222222222,0.85,0.8,muy caliente,criogenia,1.99,12254378,0.133,1.87
290,1709,1709,Kepler-1218 b,2176.0,2.67 Earths,13.551,2016,Super Earth,1.44 x Earth,Unknown,22.9 days,0,Kepler-1215,Transit,19h49m51.27s,+48d10m53.1s,2722.222222222222,0.95,0.93,muy caliente,criogenia,1.44,8494617,0.603,1.33
291,1710,1710,Kepler-1219 b,2029.0,5.14 Earths,12.232,2016,Neptune-like,2.12 x Earth,Unknown,16.1 days,0,Kepler-1216,Transit,19h09m37.28s,+45d55m04.8s,2792.777777777778,0.99,0.98,muy caliente,criogenia,2.12,10289119,0.224,3.21
292,1711,1711,Kepler-121 b,1690.0,6.08 Earths,14.677,2014,Neptune-like,0.209 x Jupiter,0.039 AU,3.2 days,0,Kepler-1217,Transit,19h16m44.80s,+50d56m15.2s,2882.777777777778,1.06,1.08,muy caliente,criogenia,0.209,4545187,0.786,2.65
293,1712,1712,Kepler-121 c,1690.0,5.77 Earths,14.677,2014,Neptune-like,0.203 x Jupiter,0.216 AU,41 days,0,Kepler-1218,Transit,19h26m18.96s,+44d31m54.2s,2927.777777777778,1.06,1.1,muy caliente,criogenia,0.203,4545187,0.878,2.64
294,1713,1713,Kepler-1220 b,3125.0,2.92 Earths,14.965,2016,Super Earth,1.52 x Earth,Unknown,7.4 days,0,Kepler-1219,Transit,19h48m51.79s,+47d22m42.7s,2904.4444444444443,1.25,1.94,muy caliente,criogenia,1.52,7382313,0.337,1.4
295,1714,1714,Kepler-1221 b,2965.0,4.19 Earths,15.58,2016,Super Earth,1.88 x Earth,Unknown,12 days,0,Kepler-122,Transit,19h24m26.85s,+39d56m56.8s,2963.3333333333335,0.96,1.22,muy caliente,criogenia,1.88,9269042,0.595,1.47
296,1715,1715,Kepler-1222 b,1484.0,0.418 Earths,14.091,2016,Terrestrial,0.79 x Earth,Unknown,1.9 days,0,Kepler-122,Transit,19h24m26.85s,+39d56m56.8s,2963.3333333333335,0.96,1.22,muy caliente,criogenia,0.79,11461433,0.405,0.89
297,1716,1716,Kepler-1223 b,1484.0,1.98 Earths,14.612,2016,Super Earth,1.22 x Earth,Unknown,16.3 days,0,Kepler-122,Transit,19h24m26.85s,+39d56m56.8s,2963.3333333333335,0.96,1.22,muy caliente,criogenia,1.22,8481129,0.88,1.54
298,1717,1717,Kepler-1224 b,1885.0,2.33 Earths,12.825,2016,Super Earth,1.33 x Earth,Unknown,13.3 days,0,Kepler-122,Transit,19h24m26.85s,+39d56m56.8s,2963.3333333333335,0.96,1.22,muy caliente,criogenia,1.33,2142522,0.225,1.32
299,1718,1718,Kepler-1225 b,4048.0,3.97 Earths,14.632,2016,Super Earth,1.82 x Earth,Unknown,7 days,0,Kepler-122,Transit Timing Variations,19h24m26.85s,+39d56m56.8s,2963.3333333333335,0.96,1.22,muy caliente,criogenia,1.82,5007345,0.427,3.76
300,1719,1719,Kepler-1226 b,2541.0,2.7 Earths,14.15,2016,Super Earth,1.45 x Earth,Unknown,17.3 days,0,Kepler-1220,Transit,19h48m16.89s,+42d58m39.9s,2847.777777777778,1.0,0.99,muy caliente,criogenia,1.45,12120484,0.865,2.13
301,1720,1720,Kepler-1227 b,2176.0,5.86 Earths,14.176,2016,Neptune-like,0.204 x Jupiter,Unknown,94.3 days,0,Kepler-1221,Transit,19h03m17.36s,+45d42m42.8s,2487.777777777778,0.87,0.82,muy caliente,criogenia,0.204,6429812,0.613,2.11
302,1721,1721,Kepler-1228 b,1784.0,2.99 Earths,14.861,2016,Super Earth,1.54 x Earth,Unknown,0.6 days,0,Kepler-1222,Transit,19h39m33.52s,+49d22m47.2s,2512.777777777778,0.84,0.8,muy caliente,criogenia,1.54,10024051,0.032,1.42
303,1722,1722,Kepler-1229 b,770.0,2.54 Earths,15.51,2016,Super Earth,1.4 x Earth,0.3006 AU,86.8 days,0,Kepler-1223,Transit,19h01m10.98s,+44d33m09.9s,2307.777777777778,0.8,0.75,muy caliente,criogenia,1.4,10027247,0.953,1.68
304,1723,1723,Kepler-122 b,3453.0,6.08 Earths,14.222,2014,Neptune-like,0.209 x Jupiter,0.064 AU,5.8 days,0,Kepler-1224,Transit,19h06m30.18s,+37d32m14.3s,3021.6666666666665,1.18,1.22,muy caliente,criogenia,0.209,4833421,0.017,2.27
305,1724,1724,Kepler-122 c,3453.0,29 Earths,14.222,2014,Neptune-like,0.524 x Jupiter,0.108 AU,12.5 days,0,Kepler-1225,Transit,19h22m31.99s,+40d08m13.2s,3013.3333333333335,1.13,1.19,muy caliente,criogenia,0.524,4833421,0.209,5.65
306,1725,1725,Kepler-122 d,3453.0,5.48 Earths,14.222,2014,Neptune-like,2.2 x Earth,0.155 AU,21.6 days,0,Kepler-1226,Transit,19h45m30.46s,+50d37m17.3s,2892.777777777778,1.02,1.02,muy caliente,criogenia,2.2,4833421,0.009,2.18
307,1726,1726,Kepler-122 e,3453.0,27.7 Earths,14.222,2014,Neptune-like,0.232 x Jupiter,0.227 AU,38 days,0,Kepler-1227,Transit,19h08m15.93s,+41d52m29.7s,2795.0,0.97,0.95,muy caliente,criogenia,0.232,4833421,0.023,2.39
308,1727,1727,Kepler-122 f,3453.0,36 Earths,14.222,2014,Super Earth,1.75 x Earth,Unknown,56.3 days,0,Kepler-1228,Transit,19h46m12.74s,+46d57m58.6s,2415.0,0.78,0.74,muy caliente,criogenia,1.75,4833421,0.026,2.22
309,1728,1728,Kepler-1230 b,4674.0,7.8 Earths,15.274,2016,Neptune-like,0.242 x Jupiter,Unknown,10 days,0,Kepler-1229,Transit,19h49m56.81s,+46d59m48.2s,1704.4444444444443,0.54,0.51,muy caliente,criogenia,0.242,6343170,0.949,3.41
310,1729,1729,Kepler-1231 b,3092.0,2.6 Earths,14.714,2016,Super Earth,1.42 x Earth,Unknown,10.4 days,0,Kepler-123,Transit,19h47m59.67s,+42d46m55.0s,2985.0,0.96,1.26,muy caliente,criogenia,1.42,7107802,0.12,1.64
311,1730,1730,Kepler-1232 b,2414.0,4.38 Earths,14.762,2016,Super Earth,1.93 x Earth,Unknown,26.8 days,0,Kepler-123,Transit,19h47m59.67s,+42d46m55.0s,2985.0,0.96,1.26,muy caliente,criogenia,1.93,11360805,0.036,1.59
312,1731,1731,Kepler-1233 b,4179.0,7.27 Earths,14.659,2016,Neptune-like,0.232 x Jupiter,Unknown,45.1 days,0,Kepler-1230,Transit,18h53m03.48s,+41d42m41.2s,2913.8888888888887,1.06,1.08,muy caliente,criogenia,0.232,9845898,0.49,2.32
313,1732,1732,Kepler-1234 b,2825.0,8.3 Earths,15.878,2016,Neptune-like,0.251 x Jupiter,Unknown,11.9 days,0,Kepler-1231,Transit,19h14m21.21s,+42d36m20.4s,2812.222222222222,1.01,1.0,muy caliente,criogenia,0.251,12453581,0.348,1.86
314,1733,1733,Kepler-1235 b,1739.0,0.418 Earths,13.877,2016,Terrestrial,0.79 x Earth,Unknown,4.2 days,0,Kepler-1232,Transit,19h46m12.01s,+49d06m08.4s,2641.6666666666665,0.92,0.89,muy caliente,criogenia,0.79,8081899,0.069,0.7
315,1734,1734,Kepler-1236 b,3516.0,5.22 Earths,15.925,2016,Neptune-like,2.14 x Earth,Unknown,31.1 days,0,Kepler-1233,Transit,19h49m30.02s,+46d39m44.0s,3045.5555555555557,1.16,1.25,muy caliente,criogenia,2.14,7047363,0.335,1.85
316,1735,1735,Kepler-1237 b,3657.0,8.55 Earths,15.755,2016,Neptune-like,0.255 x Jupiter,Unknown,84.6 days,0,Kepler-1234,Transit,19h10m05.29s,+51d22m33.1s,2361.6666666666665,0.8,0.76,muy caliente,criogenia,0.255,8570333,0.024,2.59
317,1736,1736,Kepler-1238 b,5001.0,4.38 Earths,14.733,2016,Super Earth,1.93 x Earth,Unknown,4.1 days,0,Kepler-1235,Transit,18h59m36.72s,+43d57m14.3s,2680.5555555555557,0.93,0.9,muy caliente,criogenia,1.93,5036705,0.878,1.93
318,1737,1737,Kepler-1239 b,8191.0,8.75 Earths,15.395,2016,Neptune-like,0.259 x Jupiter,Unknown,5.2 days,0,Kepler-1236,Transit,19h42m29.93s,+42d32m45.2s,2567.222222222222,0.86,0.82,muy caliente,criogenia,0.259,6867555,0.117,1.92
319,1738,1738,Kepler-123 b,3432.0,0.174 Jupiters,14.021,2014,Gas Giant,0.262 x Jupiter,0.135 AU,17.2 days,0,Kepler-1237,Transit,19h42m31.02s,+44d41m26.2s,2642.222222222222,0.94,0.9,muy caliente,criogenia,0.262,7219825,0.395,2.79
320,1739,1739,Kepler-123 c,3432.0,2.79 Earths,14.021,2014,Super Earth,1.48 x Earth,0.181 AU,26.7 days,0,Kepler-1238,Transit,19h51m37.39s,+40d09m46.3s,3150.0,1.3,1.48,muy caliente,criogenia,1.48,7219825,0.136,1.4
321,1740,1740,Kepler-1240 b,2003.0,1.6 Earths,13.961,2016,Super Earth,1.15 x Earth,Unknown,4.9 days,0,Kepler-1239,Transit,19h32m30.57s,+42d19m12.4s,3248.8888888888887,1.4,1.57,muy caliente,criogenia,1.15,5339567,0.176,1.32
322,1741,1741,Kepler-1241 b,3053.0,7.41 Earths,15.669,2016,Neptune-like,0.235 x Jupiter,Unknown,18.6 days,0,Kepler-124,Transit,19h07m00.67s,+49d03m53.7s,2371.1111111111113,0.96,0.64,muy caliente,criogenia,0.235,3354846,0.78,2.53
323,1742,1742,Kepler-1242 b,2225.0,5.73 Earths,15.498,2016,Neptune-like,0.202 x Jupiter,Unknown,13.6 days,0,Kepler-124,Transit,19h07m00.67s,+49d03m53.7s,2371.1111111111113,0.96,0.64,muy caliente,criogenia,0.202,5857540,0.927,3.28
324,1743,1743,Kepler-1243 b,2861.0,3.71 Earths,14.833,2016,Super Earth,1.75 x Earth,Unknown,16.8 days,0,Kepler-124,Transit,19h07m00.67s,+49d03m53.7s,2371.1111111111113,0.96,0.64,muy caliente,criogenia,1.75,7289317,0.533,1.86
325,1744,1744,Kepler-1244 b,2492.0,2.39 Earths,12.323,2016,Super Earth,1.35 x Earth,Unknown,3.7 days,0,Kepler-1240,Transit,18h51m59.93s,+40d33m26.8s,2758.8888888888887,0.98,0.96,muy caliente,criogenia,1.35,9753154,0.001,1.45
326,1745,1745,Kepler-1245 b,2809.0,2.67 Earths,15.372,2016,Super Earth,1.44 x Earth,Unknown,4.4 days,0,Kepler-1241,Transit,19h38m18.30s,+38d27m25.1s,2525.0,0.84,0.8,muy caliente,criogenia,1.44,7604328,0.734,1.63
327,1746,1746,Kepler-1245 c,2809.0,2.67 Earths,15.372,2016,Super Earth,1.44 x Earth,Unknown,2.9 days,0,Kepler-1242,Transit,18h58m25.49s,+41d11m47.0s,2321.6666666666665,0.77,0.74,muy caliente,criogenia,1.44,7604328,0.863,1.77
328,1747,1747,Kepler-1246 b,1419.0,2.42 Earths,15.032,2016,Super Earth,1.36 x Earth,Unknown,11.3 days,0,Kepler-1243,Transit,19h36m02.27s,+42d52m50.8s,2750.5555555555557,0.96,0.94,muy caliente,criogenia,1.36,11236244,0.951,1.51
329,1748,1748,Kepler-1247 b,3569.0,6.04 Earths,15.901,2016,Neptune-like,0.208 x Jupiter,Unknown,13.7 days,0,Kepler-1244,Transit,18h49m12.29s,+46d30m58.3s,3313.3333333333335,1.46,1.77,muy caliente,criogenia,0.208,9837685,0.68,2.47
330,1749,1749,Kepler-1248 b,1761.0,1.76 Earths,12.925,2016,Super Earth,1.18 x Earth,Unknown,7.5 days,0,Kepler-1245,Transit,19h22m58.64s,+43d15m38.8s,2550.0,0.86,0.83,muy caliente,criogenia,1.18,12454461,0.486,1.04
331,1750,1750,Kepler-1249 b,5461.0,6.26 Earths,15.352,2016,Neptune-like,0.212 x Jupiter,Unknown,24.3 days,0,Kepler-1245,Transit,19h22m58.64s,+43d15m38.8s,2550.0,0.86,0.83,muy caliente,criogenia,0.212,8380709,0.017,1.74
332,1751,1751,Kepler-124 b,1387.0,0.315 Earths,14.124,2014,Terrestrial,0.73 x Earth,0.039 AU,3.4 days,0,Kepler-1246,Transit,19h10m37.78s,+48d58m55.8s,2163.8888888888887,0.73,0.69,muy caliente,criogenia,0.73,11288051,0.971,1.06
333,1752,1752,Kepler-124 c,1387.0,3.71 Earths,14.124,2014,Super Earth,1.75 x Earth,0.1 AU,13.8 days,0,Kepler-1247,Transit,19h38m08.05s,+46d37m05.8s,2548.3333333333335,0.86,0.82,muy caliente,criogenia,1.75,11288051,0.904,2.2
334,1753,1753,Kepler-124 d,1387.0,1.41 Earths,14.124,2014,Super Earth,1.11 x Earth,0.17 AU,31 days,0,Kepler-1248,Transit,19h12m14.24s,+51d21m16.0s,3018.3333333333335,1.21,1.21,muy caliente,criogenia,1.11,11288051,0.958,1.51
335,1754,1754,Kepler-1250 b,4472.0,4.35 Earths,15.569,2016,Super Earth,1.92 x Earth,Unknown,2.6 days,0,Kepler-1249,Transit,19h47m34.77s,+44d22m18.4s,3047.777777777778,1.19,1.28,muy caliente,criogenia,1.92,9395719,0.206,2.07
336,1755,1755,Kepler-1251 b,2815.0,4.04 Earths,14.939,2016,Super Earth,1.84 x Earth,Unknown,45.1 days,0,Kepler-125,Transit,19h53m01.95s,+47d36m17.8s,1718.8888888888887,0.96,0.51,muy caliente,criogenia,1.84,11403389,0.957,2.44
337,1756,1756,Kepler-1252 b,2701.0,3.43 Earths,14.495,2016,Super Earth,1.67 x Earth,Unknown,15.1 days,0,Kepler-125,Transit,19h53m01.95s,+47d36m17.8s,1718.8888888888887,0.96,0.51,muy caliente,criogenia,1.67,9851662,0.886,1.44
338,1757,1757,Kepler-1253 b,1272.0,2.33 Earths,12.457,2016,Super Earth,1.33 x Earth,Unknown,68.9 days,0,Kepler-1250,Transit,19h11m10.53s,+45d58m48.9s,2778.3333333333335,0.99,0.98,muy caliente,criogenia,1.33,10453588,0.241,1.47
339,1758,1758,Kepler-1254 b,2205.0,3.02 Earths,15.302,2016,Super Earth,1.55 x Earth,Unknown,10 days,0,Kepler-1251,Transit,19h28m27.64s,+49d15m23.1s,2682.777777777778,0.92,0.89,muy caliente,criogenia,1.55,11125613,0.691,1.68
340,1759,1759,Kepler-1254 c,2205.0,2.24 Earths,15.302,2016,Super Earth,1.3 x Earth,Unknown,3.6 days,0,Kepler-1252,Transit,19h55m48.08s,+46d41m34.1s,2907.222222222222,1.06,1.09,muy caliente,criogenia,1.3,11125613,0.395,1.36
341,1760,1760,Kepler-1254 d,2205.0,2.27 Earths,15.302,2016,Super Earth,1.31 x Earth,Unknown,5.7 days,0,Kepler-1253,Transit,18h55m32.43s,+47d38m14.0s,2852.222222222222,0.97,1.1,muy caliente,criogenia,1.31,11125613,0.447,1.4
342,1761,1761,Kepler-1255 b,4384.0,5.99 Earths,15.199,2016,Neptune-like,0.207 x Jupiter,Unknown,36.3 days,0,Kepler-1254,Transit,19h00m41.60s,+48d46m12.2s,2371.6666666666665,0.78,0.75,muy caliente,criogenia,0.207,7212184,0.002,3.1
343,1762,1762,Kepler-1256 b,2812.0,2.83 Earths,13.513,2016,Super Earth,1.49 x Earth,Unknown,12.4 days,0,Kepler-1254,Transit,19h00m41.60s,+48d46m12.2s,2371.6666666666665,0.78,0.75,muy caliente,criogenia,1.49,8559152,0.711,1.5
344,1763,1763,Kepler-1257 b,3526.0,2.92 Earths,15.512,2016,Super Earth,1.52 x Earth,Unknown,2.7 days,0,Kepler-1254,Transit,19h00m41.60s,+48d46m12.2s,2371.6666666666665,0.78,0.75,muy caliente,criogenia,1.52,9229657,0.333,1.48
345,1764,1764,Kepler-1258 b,2124.0,0.566 Earths,13.785,2016,Terrestrial,0.86 x Earth,Unknown,1 days,0,Kepler-1255,Transit,19h40m57.43s,+42d43m35.3s,2945.5555555555557,1.08,1.12,muy caliente,criogenia,0.86,11752632,0.045,1.49
346,1765,1765,Kepler-1259 b,2296.0,2.63 Earths,15.333,2016,Super Earth,1.43 x Earth,Unknown,0.7 days,0,Kepler-1256,Transit,19h25m53.83s,+44d41m00.7s,3007.222222222222,1.17,1.36,muy caliente,criogenia,1.43,10028535,0.841,1.6
347,1766,1766,Kepler-125 b,601.0,6.21 Earths,14.768,2014,Neptune-like,0.211 x Jupiter,0.041 AU,4.2 days,0,Kepler-1257,Transit,19h44m18.16s,+45d37m37.4s,2658.8888888888887,0.9,0.87,muy caliente,criogenia,0.211,10489206,0.59,2.54
348,1767,1767,Kepler-125 c,601.0,0.33 Earths,14.768,2014,Terrestrial,0.74 x Earth,0.051 AU,5.8 days,0,Kepler-1258,Transit,19h01m37.19s,+49d59m41.1s,2846.1111111111113,0.99,0.99,muy caliente,criogenia,0.74,10489206,0.425,0.8
349,1768,1768,Kepler-1260 b,3396.0,3.78 Earths,14.823,2016,Super Earth,1.77 x Earth,Unknown,19.1 days,0,Kepler-1259,Transit,19h51m21.96s,+46d58m03.7s,2409.4444444444443,0.8,0.77,muy caliente,criogenia,1.77,7047207,0.74,2.33
350,1769,1769,Kepler-1261 b,2593.0,5.73 Earths,15.582,2016,Neptune-like,0.202 x Jupiter,Unknown,48.4 days,0,Kepler-126,Transit,19h17m23.35s,+44d12m30.8s,3068.3333333333335,0.96,1.36,muy caliente,criogenia,0.202,11179076,0.846,2.78
351,1770,1770,Kepler-1262 b,3761.0,3.97 Earths,15.184,2016,Super Earth,1.82 x Earth,Unknown,8.7 days,0,Kepler-126,Transit,19h17m23.35s,+44d12m30.8s,3068.3333333333335,0.96,1.36,muy caliente,criogenia,1.82,6767840,0.224,1.79
352,1771,1771,Kepler-1263 b,2267.0,1.55 Earths,15.001,2016,Super Earth,1.14 x Earth,Unknown,4.6 days,0,Kepler-126,Transit,19h17m23.35s,+44d12m30.8s,3068.3333333333335,0.96,1.36,muy caliente,criogenia,1.14,9880190,0.248,1.13
353,1772,1772,Kepler-1264 b,2655.0,1.76 Earths,14.479,2016,Super Earth,1.18 x Earth,Unknown,1 days,0,Kepler-1260,Transit,19h42m21.90s,+42d33m18.9s,2913.8888888888887,1.06,1.08,muy caliente,criogenia,1.18,8947520,0.941,1.21
354,1773,1773,Kepler-1265 b,1895.0,2.39 Earths,15.566,2016,Super Earth,1.35 x Earth,Unknown,6.5 days,0,Kepler-1261,Transit,19h00m55.79s,+48d48m24.2s,2383.3333333333335,0.82,0.77,muy caliente,criogenia,1.35,10059645,0.911,1.75
355,1774,1774,Kepler-1266 b,2939.0,7.18 Earths,15.836,2016,Neptune-like,0.23 x Jupiter,Unknown,28.5 days,0,Kepler-1262,Transit,19h15m05.24s,+42d12m47.6s,2808.3333333333335,0.99,0.98,muy caliente,criogenia,0.23,7183745,0.835,2.64
356,1775,1775,Kepler-1267 b,5311.0,9.32 Earths,15.814,2016,Neptune-like,0.269 x Jupiter,Unknown,13 days,0,Kepler-1263,Transit,19h05m56.08s,+46d45m09.4s,2498.3333333333335,0.84,0.8,muy caliente,criogenia,0.269,7778767,0.813,2.88
357,1776,1776,Kepler-1268 b,4586.0,4.78 Earths,15.222,2016,Super Earth,2.03 x Earth,Unknown,41 days,0,Kepler-1264,Transit,19h19m32.25s,+45d12m41.4s,2819.4444444444443,0.99,0.98,muy caliente,criogenia,2.03,7515762,0.048,2.41
358,1777,1777,Kepler-1269 b,2316.0,3.29 Earths,13.57,2016,Super Earth,1.63 x Earth,Unknown,37.3 days,0,Kepler-1265,Transit,18h58m20.59s,+47d04m46.3s,2174.4444444444443,0.71,0.69,muy caliente,criogenia,1.63,9011825,0.851,2.5
359,1778,1778,Kepler-126 b,780.0,2.92 Earths,10.454,2014,Super Earth,1.52 x Earth,0.099 AU,10.5 days,0.07,Kepler-1266,Transit,19h03m28.63s,+42d43m41.1s,2404.4444444444443,0.8,0.76,muy caliente,criogenia,1.52,8292840,0.16,1.34
360,1779,1779,Kepler-126 c,780.0,3.12 Earths,10.454,2014,Super Earth,1.58 x Earth,0.162 AU,21.9 days,0.19,Kepler-1267,Transit,19h56m40.69s,+43d26m27.9s,2988.8888888888887,1.15,1.2,muy caliente,criogenia,1.58,8292840,0.557,1.51
361,1780,1780,Kepler-126 d,780.0,6.8 Earths,10.454,2014,Neptune-like,0.223 x Jupiter,0.448 AU,100.3 days,0.02,Kepler-1268,Transit,19h11m21.24s,+43d09m11.6s,2882.222222222222,1.06,1.09,muy caliente,criogenia,0.223,8292840,0.535,2.51
362,1781,1781,Kepler-1270 b,3927.0,11 Earths,13.285,2016,Neptune-like,0.296 x Jupiter,Unknown,6 days,0,Kepler-1269,Transit,19h11m13.34s,+45d20m26.0s,2934.4444444444443,1.1,1.15,muy caliente,criogenia,0.296,11074835,0.35,3.34
363,1782,1782,Kepler-1271 b,2887.0,2.79 Earths,13.868,2016,Super Earth,1.48 x Earth,Unknown,3 days,0,Kepler-127,Transit,19h00m45.60s,+46d01m40.7s,2994.4444444444443,0.96,1.36,muy caliente,criogenia,1.48,1996180,0.839,1.62
364,1783,1783,Kepler-1272 b,2923.0,6.21 Earths,14.384,2016,Neptune-like,0.211 x Jupiter,Unknown,51.1 days,0,Kepler-127,Transit,19h00m45.60s,+46d01m40.7s,2994.4444444444443,0.96,1.36,muy caliente,criogenia,0.211,3728701,0.829,2.43
365,1784,1784,Kepler-1273 b,4420.0,6.76 Earths,15.796,2016,Neptune-like,0.222 x Jupiter,Unknown,28.6 days,0,Kepler-127,Transit,19h00m45.60s,+46d01m40.7s,2994.4444444444443,0.96,1.36,muy caliente,criogenia,0.222,8676148,0.021,2.38
366,1785,1785,Kepler-1274 b,1987.0,2.6 Earths,11.682,2016,Super Earth,1.42 x Earth,Unknown,7 days,0,Kepler-1270,Transit,19h06m51.75s,+48d38m43.0s,2406.1111111111113,1.28,3.38,muy caliente,criogenia,1.42,9696358,0.699,1.42
367,1786,1786,Kepler-1275 b,4175.0,2.79 Earths,14.406,2016,Super Earth,1.48 x Earth,Unknown,3.7 days,0,Kepler-1271,Transit,19h05m22.63s,+37d24m43.1s,3015.0,1.13,1.23,muy caliente,criogenia,1.48,8757824,0.217,1.32
368,1787,1787,Kepler-1276 b,1915.0,1.81 Earths,12.848,2016,Super Earth,1.19 x Earth,Unknown,12.6 days,0,Kepler-1272,Transit,19h00m52.76s,+38d48m21.2s,2894.4444444444443,1.06,1.09,muy caliente,criogenia,1.19,5350244,0.252,1.09
369,1788,1788,Kepler-1277 b,1977.0,3.19 Earths,14.093,2016,Super Earth,1.6 x Earth,Unknown,40.8 days,0,Kepler-1273,Transit,19h03m12.77s,+44d52m24.3s,2694.4444444444443,0.94,0.91,muy caliente,criogenia,1.6,5374403,0.363,1.5
370,1789,1789,Kepler-1278 b,2424.0,1.01 Earths,13.632,2016,Super Earth,1.01 x Earth,Unknown,3.2 days,0,Kepler-1274,Transit,18h58m22.49s,+46d26m59.2s,3035.0,1.45,2.17,muy caliente,criogenia,1.01,7259298,0.386,0.77
371,1790,1790,Kepler-1279 b,3317.0,3.71 Earths,13.932,2016,Super Earth,1.75 x Earth,Unknown,23.5 days,0,Kepler-1275,Transit,19h34m00.12s,+44d55m56.8s,3100.0,1.23,1.36,muy caliente,criogenia,1.75,5175024,0.013,1.34
372,1791,1791,Kepler-127 b,1163.0,2.54 Earths,11.438,2014,Super Earth,1.4 x Earth,0.125 AU,14.4 days,0.47,Kepler-1276,Transit,19h11m25.68s,+40d32m49.9s,3040.0,1.14,1.21,muy caliente,criogenia,1.4,9451706,0.613,1.46
373,1792,1792,Kepler-127 c,1163.0,7.56 Earths,11.438,2014,Neptune-like,0.237 x Jupiter,0.2 AU,29.4 days,0.03,Kepler-1277,Transit,19h40m24.58s,+40d34m20.6s,2701.1111111111113,0.94,0.92,muy caliente,criogenia,0.237,9451706,0.512,2.5
374,1793,1793,Kepler-127 d,1163.0,7.46 Earths,11.438,2014,Neptune-like,0.236 x Jupiter,0.28 AU,48.6 days,0.03,Kepler-1278,Transit,18h51m49.66s,+42d49m32.2s,2976.6666666666665,1.11,1.16,muy caliente,criogenia,0.236,9451706,0.034,2.48
375,1794,1794,Kepler-1280 b,3282.0,4.16 Earths,14.0,2016,Super Earth,1.87 x Earth,Unknown,66.6 days,0,Kepler-1279,Transit,19h12m22.95s,+40d21m57.5s,3058.3333333333335,1.21,1.33,muy caliente,criogenia,1.87,9026749,0.254,4.96
376,1795,1795,Kepler-1281 b,3556.0,3.33 Earths,15.997,2016,Super Earth,1.64 x Earth,Unknown,3.1 days,0,Kepler-128,Transit,18h49m58.13s,+43d58m48.8s,2706.6666666666665,1.09,1.61,muy caliente,criogenia,1.64,11037511,0.195,1.59
