,index,row,name,light years from earth,planet mass,stellar magnitude,discovery date,planet type,planet radius,orbital radius,orbital period,eccentricity,solar system name,planet discovery method,right ascension,declination,host temperature (Cº),host mass,host radius,Tª type,distance type,planet radius [0],kepid,koi_impact,koi_prad
377,1796,1796,Kepler-1282 b,3673.0,3.02 Earths,15.492,2016,Super Earth,1.55 x Earth,Unknown,2.1 days,0,Kepler-128,Transit,18h49m58.13s,+43d58m48.8s,2706.6666666666665,1.09,1.61,muy caliente,criogenia,1.55,9827149,0.209,1.66
378,1797,1797,Kepler-1283 b,4736.0,4.31 Earths,15.07,2016,Super Earth,1.91 x Earth,Unknown,12.9 days,0,Kepler-1280,Transit,19h34m17.74s,+45d23m04.3s,3061.6666666666665,1.2,1.32,muy caliente,criogenia,1.91,5546691,0.109,1.13
379,1798,1798,Kepler-1284 b,2779.0,1.92 Earths,15.662,2016,Super Earth,1.21 x Earth,Unknown,0.7 days,0,Kepler-1281,Transit,19h41m25.07s,+48d30m55.5s,2576.1111111111113,0.87,0.83,muy caliente,criogenia,1.21,10468885,0.525,1.19
380,1799,1799,Kepler-1285 b,1187.0,0.871 Earths,11.65,2016,Terrestrial,0.97 x Earth,Unknown,14.8 days,0,Kepler-1282,Transit,19h20m42.28s,+46d41m54.0s,2660.0,0.92,0.89,muy caliente,criogenia,0.97,8212002,0.182,0.98
381,1800,1800,Kepler-1286 b,3751.0,5.27 Earths,15.142,2016,Neptune-like,2.15 x Earth,Unknown,11.3 days,0,Kepler-1283,Transit,19h41m50.96s,+40d46m37.1s,3032.777777777778,1.16,1.25,muy caliente,criogenia,2.15,8004903,0.603,2.42
382,1801,1801,Kepler-1287 b,3350.0,2.99 Earths,15.007,2016,Super Earth,1.54 x Earth,Unknown,11.5 days,0,Kepler-1284,Transit,19h25m06.96s,+47d41m15.5s,2448.3333333333335,0.84,0.79,muy caliente,criogenia,1.54,10068659,0.07,1.58
383,1802,1802,Kepler-1288 b,2332.0,1.46 Earths,13.177,2016,Super Earth,1.12 x Earth,Unknown,2.8 days,0,Kepler-1285,Transit,18h47m20.49s,+44d09m21.3s,3030.0,1.2,1.28,muy caliente,criogenia,1.12,6269070,0.238,1.84
384,1803,1803,Kepler-1289 b,3454.0,2.92 Earths,14.599,2016,Super Earth,1.52 x Earth,Unknown,8 days,0,Kepler-1286,Transit,18h41m02.01s,+43d50m08.8s,2798.3333333333335,1.0,0.98,muy caliente,criogenia,1.52,5807769,0.107,1.97
385,1804,1804,Kepler-128 b,1308.0,0.77 Earths,11.289,2013,Super Earth,1.43 x Earth,0.1264 AU,15.1 days,0,Kepler-1287,Transit,19h16m32.32s,+47d03m46.8s,2777.222222222222,0.96,0.94,muy caliente,criogenia,1.43,8077137,0.02,1.42
386,1805,1805,Kepler-128 c,1308.0,0.9 Earths,11.289,2013,Super Earth,1.34 x Earth,0.1664 AU,22.8 days,0,Kepler-1288,Transit,19h02m51.24s,+41d36m21.1s,3008.8888888888887,1.2,1.29,muy caliente,criogenia,1.34,8077137,0.291,1.29
387,1806,1806,Kepler-1290 b,4309.0,2.6 Earths,15.691,2016,Super Earth,1.42 x Earth,Unknown,4.7 days,0,Kepler-1289,Transit,19h45m33.31s,+41d02m26.1s,2980.0,1.1,1.17,muy caliente,criogenia,1.42,8025596,0.204,1.49
388,1807,1807,Kepler-1291 b,3203.0,3.39 Earths,15.883,2016,Super Earth,1.66 x Earth,Unknown,8.6 days,0,Kepler-129,Transit,19h01m14.71s,+47d50m54.9s,2807.777777777778,0.96,1.64,muy caliente,criogenia,1.66,4915638,0.595,1.43
389,1808,1808,Kepler-1292 b,4586.0,3.97 Earths,15.948,2016,Super Earth,1.82 x Earth,Unknown,3.3 days,0,Kepler-129,Transit,19h01m14.71s,+47d50m54.9s,2807.777777777778,0.96,1.64,muy caliente,criogenia,1.82,8081905,0.001,1.71
390,1809,1809,Kepler-1293 b,2512.0,0.871 Earths,13.3,2016,Terrestrial,0.97 x Earth,Unknown,5.6 days,0,Kepler-1290,Transit,19h22m44.46s,+43d51m34.7s,2746.6666666666665,0.95,0.93,muy caliente,criogenia,0.97,10916600,0.45,0.92
391,1810,1810,Kepler-1294 b,3653.0,10.3 Earths,15.15,2016,Neptune-like,0.285 x Jupiter,Unknown,115.7 days,0,Kepler-1291,Transit,19h17m30.49s,+40d00m04.1s,2500.0,0.84,0.8,muy caliente,criogenia,0.285,8429314,0.226,3.52
392,1811,1811,Kepler-1295 b,4100.0,3.02 Earths,15.908,2016,Super Earth,1.55 x Earth,Unknown,3.8 days,0,Kepler-1292,Transit,18h59m37.37s,+43d56m57.0s,2688.8888888888887,0.95,0.93,muy caliente,criogenia,1.55,9153570,0.306,1.37
393,1812,1812,Kepler-1296 b,2058.0,0.693 Earths,14.627,2016,Terrestrial,0.91 x Earth,Unknown,8.4 days,0,Kepler-1293,Transit,19h20m06.22s,+48d20m09.4s,3069.4444444444443,1.18,1.28,muy caliente,criogenia,0.91,6124512,0.892,3.24
394,1813,1813,Kepler-1297 b,3249.0,0.871 Earths,14.782,2016,Terrestrial,0.97 x Earth,Unknown,1.7 days,0,Kepler-1294,Transit,19h25m04.34s,+44d29m17.5s,2811.1111111111113,0.99,0.97,muy caliente,criogenia,0.97,10070468,0.415,1.27
395,1814,1814,Kepler-1298 b,1624.0,2.27 Earths,11.313,2016,Super Earth,1.31 x Earth,Unknown,7.1 days,0,Kepler-1295,Transit,19h25m35.49s,+45d35m18.8s,2650.0,0.92,0.89,muy caliente,criogenia,1.31,11337566,0.201,1.36
396,1815,1815,Kepler-1299 b,4410.0,9.17 Earths,15.9,2016,Neptune-like,0.266 x Jupiter,Unknown,19.9 days,0,Kepler-1296,Transit,19h28m30.05s,+41d24m28.1s,2579.4444444444443,0.87,0.83,muy caliente,criogenia,0.266,1995519,0.862,2.42
397,1816,1816,Kepler-129 b,1349.0,6.21 Earths,11.644,2014,Neptune-like,0.211 x Jupiter,0.131 AU,15.8 days,0.01,Kepler-1297,Transit,19h19m49.56s,+47d01m13.4s,2834.4444444444443,0.99,0.99,muy caliente,criogenia,0.211,10586004,0.032,2.4
398,1817,1817,Kepler-129 c,1349.0,7.04 Earths,11.644,2014,Neptune-like,0.227 x Jupiter,0.393 AU,82.2 days,0.2,Kepler-1298,Transit,18h57m41.46s,+49d06m22.4s,3123.8888888888887,1.45,2.0,muy caliente,criogenia,0.227,10586004,0.001,2.57
399,1818,1818,Kepler-12 b,2950.0,0.432 Jupiters,13.8,2011,Gas Giant,1.754 x Jupiter,0.0553 AU,4.4 days,< 0.021,Kepler-1299,Transit,19h04m36.04s,+37d24m41.0s,2718.3333333333335,0.94,0.91,muy caliente,criogenia,1.754,11804465,0.069,18.05
400,1819,1819,Kepler-1300 b,2469.0,2.45 Earths,12.768,2016,Super Earth,1.37 x Earth,Unknown,22.2 days,0,Kepler-130,Transit,19h13m48.16s,+40d14m43.1s,2871.1111111111113,0.96,1.13,muy caliente,criogenia,1.37,4914566,0.897,2.04
401,1820,1820,Kepler-1301 b,2662.0,2.54 Earths,15.373,2016,Super Earth,1.4 x Earth,Unknown,9.1 days,0,Kepler-130,Transit,19h13m48.16s,+40d14m43.1s,2871.1111111111113,0.96,1.13,muy caliente,criogenia,1.4,6933567,0.262,1.35
402,1821,1821,Kepler-1302 b,2371.0,2.63 Earths,15.039,2016,Super Earth,1.43 x Earth,Unknown,8.8 days,0,Kepler-130,Transit,19h13m48.16s,+40d14m43.1s,2871.1111111111113,0.96,1.13,muy caliente,criogenia,1.43,11962284,0.924,1.94
403,1822,1822,Kepler-1303 b,2952.0,2.6 Earths,14.616,2016,Super Earth,1.42 x Earth,Unknown,7.6 days,0,Kepler-1300,Transit,19h16m07.93s,+40d05m12.8s,3007.777777777778,1.29,1.79,muy caliente,criogenia,1.42,6842682,0.253,1.2
404,1823,1823,Kepler-1304 b,2225.0,5.86 Earths,15.045,2016,Neptune-like,0.204 x Jupiter,Unknown,16.1 days,0,Kepler-1301,Transit,19h06m25.00s,+42d26m25.1s,2484.4444444444443,0.85,0.81,muy caliente,criogenia,0.204,4346178,0.968,2.94
405,1824,1824,Kepler-1305 b,4381.0,4.19 Earths,15.714,2016,Super Earth,1.88 x Earth,Unknown,13.6 days,0,Kepler-1302,Transit,19h23m57.42s,+50d18m29.0s,2511.1111111111113,0.86,0.82,muy caliente,criogenia,1.88,9664142,0.704,1.75
406,1825,1825,Kepler-1306 b,3686.0,4.31 Earths,15.212,2016,Super Earth,1.91 x Earth,Unknown,16.3 days,0,Kepler-1303,Transit,18h57m08.92s,+42d21m20.2s,2808.3333333333335,1.01,1.0,muy caliente,criogenia,1.91,10018233,0.213,1.83
407,1826,1826,Kepler-1307 b,4554.0,6.66 Earths,15.38,2016,Neptune-like,0.22 x Jupiter,Unknown,18 days,0,Kepler-1304,Transit,19h01m06.34s,+39d26m48.9s,2523.8888888888887,0.85,0.81,muy caliente,criogenia,0.22,9893318,0.023,2.39
408,1827,1827,Kepler-1308 b,238.0,0.0933 Earths,14.474,2016,Terrestrial,0.52 x Earth,Unknown,2.1 days,0,Kepler-1305,Transit,19h49m21.47s,+46d20m50.1s,2769.4444444444443,0.97,0.96,muy caliente,lejos,0.52,3426367,0.872,0.79
409,1828,1828,Kepler-1309 b,2756.0,6.21 Earths,16.187,2016,Neptune-like,0.211 x Jupiter,Unknown,28.8 days,0,Kepler-1306,Transit,19h37m54.80s,+46d56m45.1s,2783.8888888888887,0.98,0.97,muy caliente,criogenia,0.211,5562090,0.913,2.66
410,1829,1829,Kepler-130 b,1042.0,1.04 Earths,11.825,2014,Super Earth,1.02 x Earth,0.079 AU,8.5 days,0.15,Kepler-1307,Transit,19h31m28.76s,+46d44m30.7s,2871.1111111111113,1.06,1.08,muy caliente,criogenia,1.02,5088536,0.494,1.02
411,1830,1830,Kepler-130 c,1042.0,8.75 Earths,11.825,2014,Neptune-like,0.259 x Jupiter,0.178 AU,27.5 days,0,Kepler-1308,Transit,19h03m42.94s,+38d31m15.5s,1528.888888888889,0.35,0.34,muy caliente,criogenia,0.259,5088536,0.577,2.98
412,1831,1831,Kepler-130 d,1042.0,3.33 Earths,11.825,2014,Super Earth,1.64 x Earth,0.377 AU,87.5 days,0.8,Kepler-1309,Transit,19h54m56.46s,+40d45m51.0s,2510.5555555555557,0.85,0.8,muy caliente,criogenia,1.64,5088536,0.983,1.85
413,1832,1832,Kepler-1310 b,1902.0,2.67 Earths,14.122,2016,Super Earth,1.44 x Earth,Unknown,0.7 days,0,Kepler-131,Transit,19h14m07.40s,+40d56m32.3s,2760.5555555555557,1.02,1.03,muy caliente,criogenia,1.44,5513012,0.209,1.4
414,1833,1833,Kepler-1311 b,2300.0,2.07 Earths,13.318,2016,Super Earth,1.24 x Earth,Unknown,11.2 days,0,Kepler-131,Transit,19h14m07.40s,+40d56m32.3s,2760.5555555555557,1.02,1.03,muy caliente,criogenia,1.24,8022489,0.504,1.5
415,1834,1834,Kepler-1311 c,2300.0,1.98 Earths,13.318,2016,Super Earth,1.22 x Earth,Unknown,2.5 days,0,Kepler-1310,Transit,18h55m40.81s,+40d44m24.4s,2685.0,0.91,0.88,muy caliente,criogenia,1.22,8022489,0.054,1.36
416,1835,1835,Kepler-1312 b,995.0,5.06 Earths,12.378,2016,Neptune-like,2.1 x Earth,Unknown,5.4 days,0,Kepler-1311,Transit,19h18m36.30s,+43d49m27.9s,2795.5555555555557,1.05,1.4,muy caliente,criogenia,2.1,5794570,0.614,2.17
417,1836,1836,Kepler-1313 b,610.0,3.75 Earths,11.789,2016,Super Earth,1.76 x Earth,Unknown,3.8 days,0,Kepler-1311,Transit,19h18m36.30s,+43d49m27.9s,2795.5555555555557,1.05,1.4,muy caliente,criogenia,1.76,6779260,0.932,2.25
418,1837,1837,Kepler-1314 b,1507.0,22.9 Earths,17.121,2016,Neptune-like,0.456 x Jupiter,Unknown,5.4 days,0,Kepler-1312,Transit,19h31m53.10s,+41d02m08.8s,2779.4444444444443,0.99,0.92,muy caliente,criogenia,0.456,8892303,0.016,5.15
419,1838,1838,Kepler-1315 b,1647.0,2.48 Earths,14.952,2016,Super Earth,1.38 x Earth,Unknown,0.8 days,0,Kepler-1313,Transit,19h29m33.25s,+42d13m59.7s,2631.6666666666665,0.92,0.85,muy caliente,criogenia,1.38,9475552,0.696,1.7
420,1839,1839,Kepler-1316 b,2456.0,12.3 Earths,13.951,2016,Neptune-like,0.316 x Jupiter,Unknown,88 days,0,Kepler-1314,Transit,19h36m57.11s,+45d11m50.4s,1928.8888888888887,0.6,0.59,muy caliente,criogenia,0.316,5128673,0.015,3.39
421,1840,1840,Kepler-1317 b,2394.0,3.05 Earths,15.234,2016,Super Earth,1.56 x Earth,Unknown,0.6 days,0,Kepler-1315,Transit,19h43m17.15s,+46d03m10.9s,2302.777777777778,0.8,0.75,muy caliente,criogenia,1.56,6690836,0.05,1.49
422,1841,1841,Kepler-1318 b,1549.0,9.85 Earths,15.242,2016,Neptune-like,0.277 x Jupiter,Unknown,213.3 days,0,Kepler-1316,Transit,19h55m20.61s,+40d17m35.3s,2871.1111111111113,1.04,1.12,muy caliente,criogenia,0.277,5871985,0.037,2.72
423,1842,1842,Kepler-1319 b,372.0,2.36 Earths,14.222,2016,Super Earth,1.34 x Earth,Unknown,2.9 days,0.33,Kepler-1317,Transit,19h26m26.85s,+42d06m57.5s,2460.0,0.83,0.79,muy caliente,lejos,1.34,11453592,0.92,1.24
424,1843,1843,Kepler-131 b,751.0,16.13 Earths,11.49,2014,Super Earth,0.215 x Jupiter,Unknown,16.1 days,0,Kepler-1318,Transit,19h21m30.32s,+41d09m02.7s,2156.6666666666665,0.73,0.7,muy caliente,criogenia,0.215,5695396,0.546,2.13
425,1844,1844,Kepler-131 c,751.0,8.25 Earths,11.49,2014,Super Earth,0.84 x Earth,Unknown,25.5 days,0,Kepler-1319,Transit,19h23m49.46s,+49d21m58.7s,1632.7777777777778,0.56,0.54,muy caliente,criogenia,0.84,5695396,0.322,0.83
426,1845,1845,Kepler-1320 b,2515.0,3.53 Earths,15.905,2016,Super Earth,1.7 x Earth,Unknown,0.9 days,0,Kepler-132,Transit,18h52m56.59s,+41d20m34.9s,2937.222222222222,0.96,1.18,muy caliente,criogenia,1.7,5175986,0.135,1.52
427,1846,1846,Kepler-1321 b,1784.0,21.5 Earths,16.928,2016,Neptune-like,0.439 x Jupiter,Unknown,11.1 days,0,Kepler-132,Transit,18h52m56.59s,+41d20m34.9s,2937.222222222222,0.96,1.18,muy caliente,criogenia,0.439,9837661,0.594,4.04
428,1847,1847,Kepler-1321 c,1784.0,6.35 Earths,16.928,2016,Neptune-like,0.214 x Jupiter,Unknown,2.2 days,0,Kepler-132,Transit,18h52m56.59s,+41d20m34.9s,2937.222222222222,0.96,1.18,muy caliente,criogenia,0.214,9837661,0.048,2.1
429,1848,1848,Kepler-1322 b,3970.0,3.22 Earths,15.775,2016,Super Earth,1.61 x Earth,Unknown,1 days,0,Kepler-132,Transit,18h52m56.59s,+41d20m34.9s,2937.222222222222,0.96,1.18,muy caliente,criogenia,1.61,9092504,0.736,1.52
430,1849,1849,Kepler-1323 b,1729.0,2.92 Earths,12.344,2016,Super Earth,1.52 x Earth,Unknown,0.9 days,0,Kepler-1320,Transit,19h13m44.06s,+40d22m51.2s,2278.3333333333335,0.8,0.74,muy caliente,criogenia,1.52,9467404,0.102,1.48
431,1850,1850,Kepler-1324 b,1703.0,2.89 Earths,15.134,2016,Super Earth,1.51 x Earth,Unknown,4.1 days,0,Kepler-1321,Transit,19h38m06.86s,+46d38m27.5s,1876.6666666666665,0.54,0.53,muy caliente,criogenia,1.51,5184911,0.807,1.93
432,1851,1851,Kepler-1325 b,3115.0,8.55 Earths,15.129,2016,Neptune-like,0.255 x Jupiter,Unknown,33.9 days,0,Kepler-1321,Transit,19h38m06.86s,+46d38m27.5s,1876.6666666666665,0.54,0.53,muy caliente,criogenia,0.255,6587105,0.923,3.52
433,1852,1852,Kepler-1326 b,2968.0,16.3 Earths,12.741,2016,Neptune-like,0.373 x Jupiter,Unknown,42.4 days,0,Kepler-1322,Transit,19h32m49.09s,+45d26m07.4s,2651.1111111111113,0.9,0.87,muy caliente,criogenia,0.373,4178606,0.659,6.3
434,1853,1853,Kepler-1327 b,2244.0,3.89 Earths,13.884,2016,Super Earth,1.8 x Earth,Unknown,14.9 days,0,Kepler-1323,Transit,19h31m29.35s,+46d05m56.0s,3029.4444444444443,1.18,1.4,muy caliente,criogenia,1.8,12008872,0.795,1.96
435,1854,1854,Kepler-1328 b,2055.0,0.904 Earths,13.803,2016,Terrestrial,0.98 x Earth,Unknown,4.5 days,0,Kepler-1324,Transit,19h24m44.39s,+40d18m40.4s,2255.5555555555557,0.78,0.73,muy caliente,criogenia,0.98,8415200,0.203,1.31
436,1855,1855,Kepler-1329 b,2035.0,5.35 Earths,15.85,2016,Neptune-like,2.17 x Earth,Unknown,9.3 days,0,Kepler-1325,Transit,19h00m04.13s,+42d05m07.4s,2685.5555555555557,0.93,0.91,muy caliente,criogenia,2.17,10842192,0.901,2.39
437,1856,1856,Kepler-132 b,988.0,1.92 Earths,11.818,2014,Super Earth,1.21 x Earth,0.067 AU,6.2 days,0,Kepler-1326,Transit,19h44m53.31s,+39d16m08.2s,3338.3333333333335,1.45,1.74,muy caliente,criogenia,1.21,6021275,0.775,1.22
438,1857,1857,Kepler-132 c,988.0,2.18 Earths,11.818,2014,Super Earth,1.28 x Earth,0.068 AU,6.4 days,0,Kepler-1327,Transit,19h16m15.57s,+50d27m39.5s,2871.6666666666665,1.02,1.03,muy caliente,criogenia,1.28,6021275,0.869,1.4
439,1858,1858,Kepler-132 d,988.0,3.02 Earths,11.818,2014,Super Earth,1.55 x Earth,0.136 AU,18 days,0,Kepler-1328,Transit,18h58m42.09s,+44d25m04.0s,2813.3333333333335,1.0,0.99,muy caliente,criogenia,1.55,6021275,0.966,1.93
440,1859,1859,Kepler-132 e,988.0,1.76 Earths,11.818,2016,Super Earth,1.18 x Earth,Unknown,110.3 days,0,Kepler-1329,Transit,18h46m35.46s,+48d16m15.8s,2102.222222222222,0.72,0.69,muy caliente,criogenia,1.18,6021275,0.675,1.41
441,1860,1860,Kepler-1330 b,3063.0,3.36 Earths,14.945,2016,Super Earth,1.65 x Earth,Unknown,10.1 days,0,Kepler-133,Transit,19h49m06.71s,+48d19m13.2s,2788.8888888888887,0.96,1.43,muy caliente,criogenia,1.65,4831728,0.151,1.98
442,1861,1861,Kepler-1331 b,1191.0,1.16 Earths,15.032,2016,Super Earth,1.05 x Earth,Unknown,0.8 days,0,Kepler-133,Transit,19h49m06.71s,+48d19m13.2s,2788.8888888888887,0.96,1.43,muy caliente,criogenia,1.05,5980208,0.376,0.91
443,1862,1862,Kepler-1332 b,1680.0,2.45 Earths,13.795,2016,Super Earth,1.37 x Earth,Unknown,11.9 days,0,Kepler-1330,Transit,19h22m18.42s,+39d57m24.8s,2717.777777777778,0.97,0.94,muy caliente,criogenia,1.37,8095441,0.432,1.32
444,1863,1863,Kepler-1333 b,3125.0,8.3 Earths,15.171,2016,Neptune-like,0.251 x Jupiter,Unknown,109.6 days,0,Kepler-1331,Transit,19h48m17.71s,+41d13m28.1s,2106.6666666666665,0.72,0.69,muy caliente,criogenia,0.251,5881813,0.797,4.85
445,1864,1864,Kepler-1334 b,3415.0,5.86 Earths,15.171,2016,Neptune-like,0.204 x Jupiter,Unknown,15.6 days,0,Kepler-1332,Transit,19h24m06.86s,+43d54m49.2s,2702.777777777778,0.95,0.9,muy caliente,criogenia,0.204,12456601,0.033,2.18
446,1865,1865,Kepler-1335 b,2049.0,2.7 Earths,15.304,2016,Super Earth,1.45 x Earth,Unknown,6.3 days,0,Kepler-1333,Transit,19h34m06.61s,+41d06m41.2s,2728.8888888888887,0.94,0.92,muy caliente,criogenia,1.45,6586746,0.232,1.55
447,1866,1866,Kepler-1336 b,2681.0,4.58 Earths,14.038,2016,Super Earth,1.98 x Earth,Unknown,23.2 days,0,Kepler-1334,Transit,19h17m14.76s,+51d19m15.1s,2721.1111111111113,0.94,0.91,muy caliente,criogenia,1.98,9962455,0.305,2.61
448,1867,1867,Kepler-1336 c,2681.0,3.57 Earths,14.038,2016,Super Earth,1.71 x Earth,Unknown,5.8 days,0,Kepler-1335,Transit,18h59m21.22s,+42d04m13.6s,2326.1111111111113,0.77,0.74,muy caliente,criogenia,1.71,9962455,0.692,2.17
449,1868,1868,Kepler-1337 b,1918.0,6.39 Earths,15.817,2016,Neptune-like,0.215 x Jupiter,Unknown,24.4 days,0,Kepler-1336,Transit,19h45m06.65s,+46d53m59.5s,2664.4444444444443,0.94,1.3,muy caliente,criogenia,0.215,9881077,0.909,2.47
450,1869,1869,Kepler-1338 b,2019.0,0.721 Earths,13.574,2016,Terrestrial,0.92 x Earth,Unknown,0.9 days,0,Kepler-1336,Transit,19h45m06.65s,+46d53m59.5s,2664.4444444444443,0.94,1.3,muy caliente,criogenia,0.92,6265792,0.243,1.05
451,1870,1870,Kepler-1339 b,871.0,0.285 Earths,12.123,2016,Terrestrial,0.71 x Earth,Unknown,1.3 days,0,Kepler-1337,Transit,19h08m02.18s,+46d47m46.0s,2115.0,0.7,0.67,muy caliente,criogenia,0.71,10905911,0.259,0.74
452,1871,1871,Kepler-133 b,2170.0,3.75 Earths,12.841,2014,Super Earth,1.76 x Earth,0.083 AU,8.1 days,0,Kepler-1338,Transit,18h56m10.16s,+41d41m56.9s,2885.0,1.04,1.05,muy caliente,criogenia,1.76,10933561,0.896,2.04
453,1872,1872,Kepler-133 c,2170.0,8.45 Earths,12.841,2014,Neptune-like,0.253 x Jupiter,0.204 AU,31.5 days,0,Kepler-1339,Transit,18h54m58.99s,+48d22m24.2s,2705.5555555555557,0.94,0.93,muy caliente,criogenia,0.253,10933561,0.561,2.72
454,1873,1873,Kepler-1340 b,4635.0,3.02 Earths,14.755,2016,Super Earth,1.55 x Earth,Unknown,0.7 days,0,Kepler-134,Transit,18h58m57.36s,+49d35m54.2s,2926.1111111111113,0.96,1.18,muy caliente,criogenia,1.55,6964929,0.448,1.11
455,1874,1874,Kepler-1341 b,1520.0,9.22 Earths,15.018,2016,Neptune-like,0.267 x Jupiter,Unknown,133 days,0,Kepler-134,Transit,18h58m57.36s,+49d35m54.2s,2926.1111111111113,0.96,1.18,muy caliente,criogenia,0.267,8210018,0.703,2.51
456,1875,1875,Kepler-1342 b,3070.0,3.39 Earths,15.383,2016,Super Earth,1.66 x Earth,Unknown,2.2 days,0,Kepler-1340,Transit,19h44m55.87s,+42d28m22.0s,3119.4444444444443,1.27,1.42,muy caliente,criogenia,1.66,7769819,0.796,1.7
457,1876,1876,Kepler-1343 b,4263.0,4.38 Earths,15.53,2016,Super Earth,1.93 x Earth,Unknown,3.4 days,0,Kepler-1341,Transit,18h42m02.82s,+44d09m33.7s,2192.222222222222,0.79,0.72,muy caliente,criogenia,1.93,12164564,0.091,1.88
458,1877,1877,Kepler-1344 b,2776.0,4.04 Earths,14.027,2016,Super Earth,1.84 x Earth,Unknown,4.8 days,0,Kepler-1342,Transit,19h48m04.82s,+43d25m57.2s,2672.777777777778,0.93,0.9,muy caliente,criogenia,1.84,10001368,0.191,1.78
459,1878,1878,Kepler-1345 b,3797.0,6.17 Earths,13.705,2016,Neptune-like,0.211 x Jupiter,Unknown,44.6 days,0,Kepler-1343,Transit,19h37m10.69s,+50d43m31.4s,2801.6666666666665,0.95,0.93,muy caliente,criogenia,0.211,9466429,0.618,2.31
460,1879,1879,Kepler-1346 b,3663.0,3.12 Earths,14.462,2016,Super Earth,1.58 x Earth,Unknown,3.4 days,0,Kepler-1344,Transit,19h08m20.71s,+46d56m44.9s,2925.0,1.09,1.13,muy caliente,criogenia,1.58,8885643,0.906,1.34
461,1880,1880,Kepler-1347 b,1047.0,1.08 Earths,13.412,2016,Super Earth,1.03 x Earth,Unknown,14 days,0,Kepler-1345,Transit,19h29m54.71s,+46d01m22.2s,3185.0,1.32,1.55,muy caliente,criogenia,1.03,5652893,0.268,0.98
462,1881,1881,Kepler-1348 b,3370.0,4.42 Earths,14.679,2016,Super Earth,1.94 x Earth,Unknown,27.6 days,0,Kepler-1346,Transit,19h27m21.91s,+45d10m45.0s,3009.4444444444443,1.14,1.21,muy caliente,criogenia,1.94,11662184,0.562,1.94
463,1882,1882,Kepler-1349 b,848.0,0.271 Earths,11.082,2016,Terrestrial,0.7 x Earth,Unknown,2.1 days,0,Kepler-1347,Transit,19h58m38.31s,+40d50m37.9s,2487.222222222222,0.82,0.79,muy caliente,criogenia,0.7,11127479,0.098,0.7
464,1883,1883,Kepler-134 b,1103.0,4.66 Earths,12.222,2014,Super Earth,2.0 x Earth,0.06 AU,5.3 days,0,Kepler-1348,Transit,19h28m20.99s,+49d47m19.6s,2886.1111111111113,1.04,1.04,muy caliente,criogenia,2.0,11547513,0.72,1.94
465,1884,1884,Kepler-134 c,1103.0,2.13 Earths,12.222,2014,Super Earth,1.26 x Earth,0.092 AU,10.1 days,0,Kepler-1349,Transit,19h05m21.21s,+48d44m38.8s,2983.3333333333335,1.16,1.28,muy caliente,criogenia,1.26,11547513,0.828,1.28
466,1885,1885,Kepler-1350 b,1142.0,6.9 Earths,16.233,2016,Neptune-like,0.225 x Jupiter,Unknown,4.5 days,0,Kepler-135,Transit,19h21m58.83s,+38d47m43.7s,2985.5555555555557,0.96,1.27,muy caliente,criogenia,0.225,9823519,0.018,1.93
467,1886,1886,Kepler-1350 c,1142.0,3.64 Earths,16.233,2016,Super Earth,1.73 x Earth,Unknown,1.8 days,0,Kepler-135,Transit,19h21m58.83s,+38d47m43.7s,2985.5555555555557,0.96,1.27,muy caliente,criogenia,1.73,9823519,0.066,1.4
468,1887,1887,Kepler-1351 b,786.0,0.208 Earths,14.087,2016,Terrestrial,0.65 x Earth,Unknown,0.9 days,0,Kepler-1350,Transit,19h13m00.14s,+46d40m46.6s,1728.3333333333335,0.55,0.53,muy caliente,criogenia,0.65,6697756,0.232,0.6
469,1888,1888,Kepler-1352 b,2078.0,0.64 Earths,13.25,2016,Terrestrial,0.89 x Earth,Unknown,1.9 days,0,Kepler-1350,Transit,19h13m00.14s,+46d40m46.6s,1728.3333333333335,0.55,0.53,muy caliente,criogenia,0.89,11135308,0.248,0.78
470,1889,1889,Kepler-1353 b,1944.0,3.89 Earths,15.506,2016,Super Earth,1.8 x Earth,Unknown,24.8 days,0,Kepler-1351,Transit,19h34m26.09s,+42d11m51.6s,2068.3333333333335,0.7,0.67,muy caliente,criogenia,1.8,7047824,0.709,2.1
471,1890,1890,Kepler-1354 b,3448.0,9.11 Earths,14.369,2016,Neptune-like,0.265 x Jupiter,Unknown,76.6 days,0,Kepler-1352,Transit,19h22m46.50s,+48d42m05.3s,3001.1111111111113,1.11,1.16,muy caliente,criogenia,0.265,2442448,0.851,2.61
472,1891,1891,Kepler-1355 b,3141.0,2.73 Earths,15.452,2016,Super Earth,1.46 x Earth,Unknown,1.3 days,0,Kepler-1353,Transit,19h42m56.48s,+42d34m34.5s,2255.5555555555557,0.76,0.72,muy caliente,criogenia,1.46,11283615,0.401,1.38
473,1892,1892,Kepler-1356 b,2874.0,2.96 Earths,15.72,2016,Super Earth,1.53 x Earth,Unknown,0.6 days,0,Kepler-1354,Transit,19h24m58.84s,+37d45m32.6s,3028.8888888888887,1.16,1.24,muy caliente,criogenia,1.53,7605093,0.367,1.35
474,1893,1893,Kepler-1357 b,3347.0,2.18 Earths,15.22,2016,Super Earth,1.28 x Earth,Unknown,3 days,0,Kepler-1355,Transit,18h54m57.94s,+49d04m04.7s,2575.5555555555557,0.88,0.83,muy caliente,criogenia,1.28,11963206,0.009,1.22
