,Unnamed: 0_x,kepid_x,name,koi_impact_x,koi_prad_x,Unnamed: 0_y,description,discovery date,Unnamed: 0,kepid_y,koi_impact_y,koi_prad_y
1090,1865,4458082,Kepler-1181 b,0.218,1.6,241,"Kepler-117 c is a gas giant exoplanet that orbits an F-type star. Its mass is 1.84 Jupiters, it takes 50.8 days to complete one orbit of its star, and is 0.2804 AU from its star. Its discovery was announced in 2014.",2016,1865,4458082,0.218,1.6
1091,1866,8042453,Kepler-1182 b,0.025,1.64,242,"Kepler-1180 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.62 Earths, it takes 16.9 days to complete one orbit of its star, and is 0.1246 AU from its star. Its discovery was announced in 2016.",2016,1866,8042453,0.025,1.64
1092,1871,8866137,Kepler-1083 b,0.913,3.13,114,"Kepler-1083 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 11.2 Earths, it takes 33.4 days to complete one orbit of its star, and is 0.1899 AU from its star. Its discovery was announced in 2016.",2016,1871,8866137,0.913,3.13
1093,1872,10857519,Kepler-1084 b,0.966,1.44,115,"Kepler-1084 b is a super Earth exoplanet that orbits an F-type star. Its mass is 1.41 Earths, it takes 2.1 days to complete one orbit of its star, and is 0.0324 AU from its star. Its discovery was announced in 2016.",2016,1872,10857519,0.966,1.44
1094,1873,9517393,Kepler-1085 c,0.703,3.21,117,"Kepler-1085 c is a Neptune-like exoplanet that orbits an F-type star. Its mass is 10.7 Earths, it takes 56.8 days to complete one orbit of its star, and is 0.3002 AU from its star. Its discovery was announced in 2020.",2020,1873,9517393,0.703,3.21
1095,1874,9351316,Kepler-1086 b,0.658,2.14,118,"Kepler-1086 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.53 Earths, it takes 18.8 days to complete one orbit of its star, and is 0.1198 AU from its star. Its discovery was announced in 2016.",2016,1874,9351316,0.658,2.14
1096,1875,6021193,Kepler-363 b,0.516,1.14,1461,"Kepler-362 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.615 Earths, it takes 10.3 days to complete one orbit of its star, and is 0.087 AU from its star. Its discovery was announced in 2014.",2014,1875,6021193,0.516,1.14
1097,1876,10617017,Kepler-1121 b,0.872,1.87,165,"Kepler-111 c is a gas giant exoplanet that orbits a G-type star. Its mass is 0.132 Jupiters, it takes 224.8 days to complete one orbit of its star, and is 0.761 AU from its star. Its discovery was announced in 2014.",2016,1876,10617017,0.872,1.87
1098,1879,9641481,Kepler-1122 b,0.067,2.35,166,"Kepler-1120 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.48 Earths, it takes 2.9 days to complete one orbit of its star, and is 0.0369 AU from its star. Its discovery was announced in 2016.",2016,1879,9641481,0.067,2.35
1099,1880,8892157,Kepler-1149 b,0.822,1.48,199,"Kepler-1147 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.32 Earths, it takes 10.6 days to complete one orbit of its star, and is 0.0961 AU from its star. Its discovery was announced in 2016.",2016,1880,8892157,0.822,1.48
1100,1882,11569782,Kepler-1150 b,0.153,2.33,203,"Kepler-114 c is a super Earth exoplanet that orbits a K-type star. Its mass is 2.8 Earths, it takes 8 days to complete one orbit of its star, and is 0.06482 AU from its star. Its discovery was announced in 2013.",2016,1882,11569782,0.153,2.33
1101,1883,4833421,Kepler-122 e,0.023,2.39,307,"Kepler-122 c is a Neptune-like exoplanet that orbits an F-type star. Its mass is 29 Earths, it takes 12.5 days to complete one orbit of its star, and is 0.108 AU from its star. Its discovery was announced in 2014.",2014,1883,4833421,0.023,2.39
1102,1885,7219825,Kepler-123 b,0.395,2.79,319,"Kepler-1238 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.38 Earths, it takes 4.1 days to complete one orbit of its star, and is 0.0541 AU from its star. Its discovery was announced in 2016.",2014,1885,7219825,0.395,2.79
1103,1886,3749978,Kepler-1183 b,0.695,2.55,243,"Kepler-1181 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.09 Earths, it takes 4.9 days to complete one orbit of its star, and is 0.0621 AU from its star. Its discovery was announced in 2016.",2016,1886,3749978,0.695,2.55
1104,1887,10010440,Kepler-1184 b,0.658,2.49,244,"Kepler-1182 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.39 Earths, it takes 11.2 days to complete one orbit of its star, and is 0.0981 AU from its star. Its discovery was announced in 2016.",2016,1887,10010440,0.658,2.49
1105,1892,9473078,Kepler-1087 b,0.195,0.83,120,"Kepler-1087 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.165 Earths, it takes 0.7 days to complete one orbit of its star, and is 0.0148 AU from its star. Its discovery was announced in 2016.",2016,1892,9473078,0.195,0.83
1106,1893,10864531,Kepler-358 c,0.42,2.95,1451,"Kepler-357 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 11.6 Earths, it takes 49.5 days to complete one orbit of its star, and is 0.246 AU from its star. Its discovery was announced in 2014.",2014,1893,10864531,0.42,2.95
1107,1894,10864531,Kepler-358 b,0.786,2.96,1450,"Kepler-357 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.61 Earths, it takes 16.9 days to complete one orbit of its star, and is 0.12 AU from its star. Its discovery was announced in 2014.",2014,1894,10864531,0.786,2.96
1108,1897,10253547,Kepler-364 c,0.918,2.81,1465,"Kepler-363 d is a super Earth exoplanet that orbits a G-type star. Its mass is 4.86 Earths, it takes 11.9 days to complete one orbit of its star, and is 0.107 AU from its star. Its discovery was announced in 2014.",2014,1897,10253547,0.918,2.81
1109,1898,10253547,Kepler-364 b,0.661,1.73,1464,"Kepler-363 c is a super Earth exoplanet that orbits a G-type star. Its mass is 0.209 Jupiters, it takes 7.5 days to complete one orbit of its star, and is 0.079 AU from its star. Its discovery was announced in 2014.",2014,1898,10253547,0.661,1.73
1110,1901,12116380,Kepler-1123 b,0.821,2.11,167,"Kepler-1121 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.31 Earths, it takes 13.2 days to complete one orbit of its star, and is 0.1187 AU from its star. Its discovery was announced in 2016.",2016,1901,12116380,0.821,2.11
1111,1902,2556650,Kepler-1124 b,0.295,1.66,168,"Kepler-1122 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.82 Earths, it takes 42.2 days to complete one orbit of its star, and is 0.2315 AU from its star. Its discovery was announced in 2016.",2016,1902,2556650,0.295,1.66
1112,1903,10600955,Kepler-1151 b,0.949,3.93,204,"Kepler-114 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 3.9 Earths, it takes 11.8 days to complete one orbit of its star, and is 0.08358 AU from its star. Its discovery was announced in 2013.",2016,1903,10600955,0.949,3.93
1113,1905,4473226,Kepler-1682 b,0.399,2.54,891,"Kepler-1680 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.42 Earths, it takes 8.8 days to complete one orbit of its star, and is 0.0784 AU from its star. Its discovery was announced in 2020.",2020,1905,4473226,0.399,2.54
1114,1909,10132832,Kepler-1186 b,0.108,2.14,246,"Kepler-1184 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 7.65 Earths, it takes 53.6 days to complete one orbit of its star, and is 0.2863 AU from its star. Its discovery was announced in 2016.",2016,1909,10132832,0.108,2.14
1115,1910,3219995,Kepler-1187 b,0.878,2.67,247,"Kepler-1185 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.33 Earths, it takes 104.4 days to complete one orbit of its star, and is 0.4297 AU from its star. Its discovery was announced in 2016.",2016,1910,3219995,0.878,2.67
1116,1912,7504778,Kepler-1188 b,0.03,2.05,248,"Kepler-1186 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.6 Earths, it takes 16.1 days to complete one orbit of its star, and is 0.1281 AU from its star. Its discovery was announced in 2016.",2016,1912,7504778,0.03,2.05
1117,1913,7219825,Kepler-123 c,0.136,1.4,320,"Kepler-1239 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 8.75 Earths, it takes 5.2 days to complete one orbit of its star, and is 0.0625 AU from its star. Its discovery was announced in 2016.",2016,1913,7219825,0.136,1.4
1118,1915,4249725,Kepler-120 b,0.029,2.0,280,"Kepler-1208 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.99 Earths, it takes 11.1 days to complete one orbit of its star, and is 0.0901 AU from its star. Its discovery was announced in 2016.",2014,1915,4249725,0.029,2.0
1119,1917,6768394,Kepler-60 b,0.612,1.64,1837,"Kepler-608 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 12.9 Earths, it takes 6.4 days to complete one orbit of its star, and is 0.0685 AU from its star. Its discovery was announced in 2016.",2012,1917,6768394,0.612,1.64
1120,1918,6768394,Kepler-60 c,0.619,1.84,1838,"Kepler-609 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 11.2 Earths, it takes 6.5 days to complete one orbit of its star, and is 0.0682 AU from its star. Its discovery was announced in 2016.",2012,1918,6768394,0.619,1.84
1121,1922,5546761,Kepler-1125 b,0.932,2.89,169,"Kepler-1123 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.43 Earths, it takes 4.3 days to complete one orbit of its star, and is 0.0497 AU from its star. Its discovery was announced in 2016.",2016,1922,5546761,0.932,2.89
1122,1924,9205938,Kepler-1126 b,0.007,1.68,170,"Kepler-1124 b is a super Earth exoplanet that orbits an M-type star. Its mass is 2.18 Earths, it takes 2.9 days to complete one orbit of its star, and is 0.0305 AU from its star. Its discovery was announced in 2016.",2016,1924,9205938,0.007,1.68
1123,1925,10723367,Kepler-375 c,0.962,4.22,1491,"Kepler-374 d is a super Earth exoplanet that orbits an F-type star. Its mass is 2.27 Earths, it takes 5 days to complete one orbit of its star, and is 0.056 AU from its star. Its discovery was announced in 2014.",2014,1925,10723367,0.962,4.22
1124,1926,10723367,Kepler-375 b,0.805,2.5,1490,"Kepler-374 c is a super Earth exoplanet that orbits an F-type star. Its mass is 1.37 Earths, it takes 3.3 days to complete one orbit of its star, and is 0.042 AU from its star. Its discovery was announced in 2014.",2014,1926,10723367,0.805,2.5
1125,1928,4833421,Kepler-122 f,0.026,2.22,308,"Kepler-122 d is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.48 Earths, it takes 21.6 days to complete one orbit of its star, and is 0.155 AU from its star. Its discovery was announced in 2014.",2016,1928,4833421,0.026,2.22
1126,1929,8229458,Kepler-1152 b,0.129,0.86,205,"Kepler-1150 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.04 Earths, it takes 2.8 days to complete one orbit of its star, and is 0.0382 AU from its star. Its discovery was announced in 2016.",2016,1929,8229458,0.129,0.86
1127,1930,10684670,Kepler-1189 b,0.183,1.23,249,"Kepler-1187 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 7.32 Earths, it takes 18.9 days to complete one orbit of its star, and is 0.1401 AU from its star. Its discovery was announced in 2016.",2016,1930,10684670,0.183,1.23
1128,1931,11495458,Kepler-1190 b,0.009,1.25,252,"Kepler-118 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.5 Earths, it takes 7.5 days to complete one orbit of its star, and is 0.073 AU from its star. Its discovery was announced in 2014.",2016,1931,11495458,0.009,1.25
1129,1936,6768394,Kepler-60 d,0.836,1.69,1839,"Kepler-60 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.19 Earths, it takes 7.1 days to complete one orbit of its star, and is 0.0719 AU from its star. Its discovery was announced in 2012.",2016,1936,6768394,0.836,1.69
1130,1937,6922710,Kepler-1088 b,0.737,1.44,121,"Kepler-1088 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.6 Earths, it takes 23.1 days to complete one orbit of its star, and is 0.1602 AU from its star. Its discovery was announced in 2016.",2016,1937,6922710,0.737,1.44
1131,1938,11348997,Kepler-1089 b,0.217,1.69,122,"Kepler-1089 b is a super Earth exoplanet that orbits an M-type star. Its mass is 4.01 Earths, it takes 5.1 days to complete one orbit of its star, and is 0.0497 AU from its star. Its discovery was announced in 2016.",2016,1938,11348997,0.217,1.69
1132,1940,6696580,Kepler-359 c,0.924,5.14,1453,"Kepler-358 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.5 Earths, it takes 83.5 days to complete one orbit of its star, and is 0.381 AU from its star. Its discovery was announced in 2014.",2014,1940,6696580,0.924,5.14
1133,1941,11358389,Kepler-365 b,0.308,1.76,1466,"Kepler-364 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.02 Earths, it takes 25.7 days to complete one orbit of its star, and is 0.178 AU from its star. Its discovery was announced in 2014.",2014,1941,11358389,0.308,1.76
1134,1942,7204981,Kepler-1127 b,0.308,1.65,171,"Kepler-1125 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.04 Earths, it takes 17.7 days to complete one orbit of its star, and is 0.1348 AU from its star. Its discovery was announced in 2016.",2016,1942,7204981,0.308,1.65
1135,1943,3847907,Kepler-497 b,0.053,5.81,1681,"Kepler-495 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 23.8 Earths, it takes 3.4 days to complete one orbit of its star, and is 0.0427 AU from its star. Its discovery was announced in 2016.",2016,1943,3847907,0.053,5.81
1136,1944,4370527,Kepler-1128 b,0.091,3.36,172,"Kepler-1126 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.64 Earths, it takes 108.6 days to complete one orbit of its star, and is 0.4126 AU from its star. Its discovery was announced in 2016.",2016,1944,4370527,0.091,3.36
1137,1945,6041734,Kepler-1129 b,0.928,5.09,173,"Kepler-1127 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.5 Earths, it takes 5.1 days to complete one orbit of its star, and is 0.0556 AU from its star. Its discovery was announced in 2016.",2016,1945,6041734,0.928,5.09
1138,1947,9336200,Kepler-1153 b,0.893,1.94,206,"Kepler-1151 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.56 Earths, it takes 65.6 days to complete one orbit of its star, and is 0.3197 AU from its star. Its discovery was announced in 2016.",2016,1947,9336200,0.893,1.94
1139,1948,4770617,Kepler-1154 b,0.012,2.34,207,"Kepler-1152 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.59 Earths, it takes 1.6 days to complete one orbit of its star, and is 0.0223 AU from its star. Its discovery was announced in 2016.",2016,1948,4770617,0.012,2.34
1140,1949,4454934,Kepler-1155 b,0.876,2.45,209,"Kepler-1154 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 6.08 Earths, it takes 5.2 days to complete one orbit of its star, and is 0.0631 AU from its star. Its discovery was announced in 2016.",2016,1949,4454934,0.876,2.45
1141,1950,9458343,Kepler-1156 b,0.067,1.33,210,"Kepler-1154 c is a Neptune-like exoplanet that orbits an F-type star. Its mass is 6.17 Earths, it takes 8.5 days to complete one orbit of its star, and is 0.0875 AU from its star. Its discovery was announced in 2016.",2016,1950,9458343,0.067,1.33
1142,1952,10730703,Kepler-1191 b,0.046,1.73,253,"Kepler-118 c is a gas giant exoplanet that orbits a K-type star. Its mass is 0.144 Jupiters, it takes 20.2 days to complete one orbit of its star, and is 0.141 AU from its star. Its discovery was announced in 2014.",2016,1952,10730703,0.046,1.73
1143,1953,8007644,Kepler-1192 b,0.168,2.42,254,"Kepler-1190 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.33 Earths, it takes 10.5 days to complete one orbit of its star, and is 0.0845 AU from its star. Its discovery was announced in 2016.",2016,1953,8007644,0.168,2.42
1144,1955,6383785,Kepler-501 b,0.033,4.59,1690,"Kepler-4 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 24.472 Earths, it takes 3.2 days to complete one orbit of its star, and is 0.0456 AU from its star. Its discovery was announced in 2009.",2016,1955,6383785,0.033,4.59
1145,1956,6696580,Kepler-359 b,0.85,4.0,1452,"Kepler-358 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.85 Earths, it takes 34.1 days to complete one orbit of its star, and is 0.21 AU from its star. Its discovery was announced in 2014.",2014,1956,6696580,0.85,4.0
1146,1958,4249725,Kepler-120 c,0.18,1.6,281,"Kepler-1209 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.89 Earths, it takes 25.4 days to complete one orbit of its star, and is 0.18 AU from its star. Its discovery was announced in 2016.",2014,1958,4249725,0.18,1.6
1147,1960,7918992,Kepler-1091 b,0.108,1.5,126,"Kepler-1091 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.73 Earths, it takes 1.4 days to complete one orbit of its star, and is 0.0252 AU from its star. Its discovery was announced in 2016.",2016,1960,7918992,0.108,1.5
1148,1962,11308499,Kepler-366 b,0.223,1.6,1468,"Kepler-365 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.82 Earths, it takes 10.7 days to complete one orbit of its star, and is 0.098 AU from its star. Its discovery was announced in 2014.",2014,1962,11308499,0.223,1.6
1149,1963,11308499,Kepler-366 c,0.023,1.87,1469,"Kepler-365 c is a super Earth exoplanet that orbits an F-type star. Its mass is 3.33 Earths, it takes 17.8 days to complete one orbit of its star, and is 0.137 AU from its star. Its discovery was announced in 2014.",2014,1963,11308499,0.023,1.87
1150,1964,9006186,Kepler-1130 b,0.879,0.92,177,"Kepler-112 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.17 Earths, it takes 8.4 days to complete one orbit of its star, and is 0.076 AU from its star. Its discovery was announced in 2014.",2016,1964,9006186,0.879,0.92
1151,1966,7802719,Kepler-1157 b,0.175,0.79,211,"Kepler-1155 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.78 Earths, it takes 33.5 days to complete one orbit of its star, and is 0.2006 AU from its star. Its discovery was announced in 2016.",2016,1966,7802719,0.175,0.79
1152,1971,12401863,Kepler-1193 b,0.374,1.37,255,"Kepler-1191 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.89 Earths, it takes 5.6 days to complete one orbit of its star, and is 0.0587 AU from its star. Its discovery was announced in 2016.",2016,1971,12401863,0.374,1.37
1153,1973,11121752,Kepler-380 b,0.222,1.2,1504,"Kepler-37 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 12.2 Earths, it takes 39.8 days to complete one orbit of its star, and is 0.2076 AU from its star. Its discovery was announced in 2013.",2014,1973,11121752,0.222,1.2
1154,1974,11121752,Kepler-380 c,0.628,1.39,1505,"Kepler-37 e is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.0275 Earths, it takes 51.2 days to complete one orbit of its star, and is 0.246 AU from its star. Its discovery was announced in 2014.",2014,1974,11121752,0.628,1.39
1155,1975,2990873,Kepler-1194 b,0.413,1.51,256,"Kepler-1192 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.17 Earths, it takes 25.2 days to complete one orbit of its star, and is 0.1693 AU from its star. Its discovery was announced in 2016.",2016,1975,2990873,0.413,1.51
1156,1977,10158729,Kepler-1092 b,0.392,2.06,127,"Kepler-1092 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.94 Earths, it takes 58.6 days to complete one orbit of its star, and is 0.2996 AU from its star. Its discovery was announced in 2016.",2016,1977,10158729,0.392,2.06
1157,1978,6105462,Kepler-1093 b,0.865,2.26,128,"Kepler-1093 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.46 Earths, it takes 25.1 days to complete one orbit of its star, and is 0.1685 AU from its star. Its discovery was announced in 2016.",2016,1978,6105462,0.865,2.26
1158,1979,3120355,Kepler-1094 b,0.528,3.37,130,"Kepler-1094 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 10.2 Earths, it takes 78.1 days to complete one orbit of its star, and is 0.3625 AU from its star. Its discovery was announced in 2016.",2016,1979,3120355,0.528,3.37
1159,1980,6047072,Kepler-1095 b,0.02,1.22,131,"Kepler-1095 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.92 Earths, it takes 4.3 days to complete one orbit of its star, and is 0.0514 AU from its star. Its discovery was announced in 2016.",2016,1980,6047072,0.02,1.22
1160,1983,11410904,Kepler-1131 b,0.299,1.43,178,"Kepler-112 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.35 Earths, it takes 28.6 days to complete one orbit of its star, and is 0.172 AU from its star. Its discovery was announced in 2014.",2016,1983,11410904,0.299,1.43
1161,1989,5350244,Kepler-1276 b,0.252,1.09,368,"Kepler-1274 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.6 Earths, it takes 7 days to complete one orbit of its star, and is 0.0806 AU from its star. Its discovery was announced in 2016.",2016,1989,5350244,0.252,1.09
1162,1990,5374403,Kepler-1277 b,0.363,1.5,369,"Kepler-1275 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.79 Earths, it takes 3.7 days to complete one orbit of its star, and is 0.0488 AU from its star. Its discovery was announced in 2016.",2016,1990,5374403,0.363,1.5
1163,1994,1995519,Kepler-1299 b,0.862,2.42,396,"Kepler-1297 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.871 Earths, it takes 1.7 days to complete one orbit of its star, and is 0.0283 AU from its star. Its discovery was announced in 2016.",2014,1994,1995519,0.862,2.42
1164,1995,4914566,Kepler-1300 b,0.897,2.04,400,"Kepler-129 c is a gas giant exoplanet that orbits a G-type star. Its mass is 0.13529 Jupiters, it takes 82.2 days to complete one orbit of its star, and is 0.39 AU from its star. Its discovery was announced in 2014.",2016,1995,4914566,0.897,2.04
1165,1997,10024051,Kepler-1228 b,0.032,1.42,302,"Kepler-1226 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.7 Earths, it takes 17.3 days to complete one orbit of its star, and is 0.1361 AU from its star. Its discovery was announced in 2016.",2016,1997,10024051,0.032,1.42
1166,1999,4349452,Kepler-25 c,0.787,4.75,1177,"Kepler-259 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.75 Earths, it takes 36.9 days to complete one orbit of its star, and is 0.217 AU from its star. Its discovery was announced in 2014.",2014,1999,4349452,0.787,4.75
1167,2003,3234598,Kepler-383 b,0.553,1.49,1510,"Kepler-382 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.3 Earths, it takes 5.3 days to complete one orbit of its star, and is 0.055 AU from its star. Its discovery was announced in 2014.",2014,2003,3234598,0.553,1.49
1168,2004,10453588,Kepler-1253 b,0.241,1.47,338,"Kepler-1251 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.04 Earths, it takes 45.1 days to complete one orbit of its star, and is 0.2478 AU from its star. Its discovery was announced in 2016.",2016,2004,10453588,0.241,1.47
1169,2005,11125613,Kepler-1254 b,0.691,1.68,339,"Kepler-1252 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.43 Earths, it takes 15.1 days to complete one orbit of its star, and is 0.1078 AU from its star. Its discovery was announced in 2016.",2016,2005,11125613,0.691,1.68
1170,2007,7212184,Kepler-1255 b,0.002,3.1,342,"Kepler-1254 c is a super Earth exoplanet that orbits a K-type star. Its mass is 2.24 Earths, it takes 3.6 days to complete one orbit of its star, and is 0.0422 AU from its star. Its discovery was announced in 2016.",2016,2007,7212184,0.002,3.1
1171,2009,9757613,Kepler-26 c,0.749,2.64,1202,"Kepler-269 c is a super Earth exoplanet that orbits a G-type star. Its mass is 3.5 Earths, it takes 8.1 days to complete one orbit of its star, and is 0.081 AU from its star. Its discovery was announced in 2014.",2014,2009,9757613,0.749,2.64
1172,2011,6605493,Kepler-1686 b,0.551,1.21,895,"Kepler-1684 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 8.6 Earths, it takes 47.7 days to complete one orbit of its star, and is 0.2253 AU from its star. Its discovery was announced in 2020.",2020,2011,6605493,0.551,1.21
1173,2013,7259298,Kepler-1278 b,0.386,0.77,370,"Kepler-1276 b is a super Earth exoplanet that orbits an F-type star. Its mass is 1.81 Earths, it takes 12.6 days to complete one orbit of its star, and is 0.1072 AU from its star. Its discovery was announced in 2016.",2016,2013,7259298,0.386,0.77
1174,2020,3234598,Kepler-383 c,0.714,1.47,1511,"Kepler-382 c is a super Earth exoplanet that orbits a G-type star. Its mass is 3.15 Earths, it takes 12.2 days to complete one orbit of its star, and is 0.097 AU from its star. Its discovery was announced in 2014.",2014,2020,3234598,0.714,1.47
1175,2021,8611832,Kepler-384 b,0.062,1.3,1512,"Kepler-383 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.3 Earths, it takes 12.9 days to complete one orbit of its star, and is 0.095 AU from its star. Its discovery was announced in 2014.",2014,2021,8611832,0.062,1.3
1176,2022,8611832,Kepler-384 c,0.847,1.61,1513,"Kepler-383 c is a super Earth exoplanet that orbits a K-type star. Its mass is 2.07 Earths, it takes 31.2 days to complete one orbit of its star, and is 0.172 AU from its star. Its discovery was announced in 2014.",2014,2022,8611832,0.847,1.61
1177,2026,8559152,Kepler-1256 b,0.711,1.5,343,"Kepler-1254 d is a super Earth exoplanet that orbits a K-type star. Its mass is 2.27 Earths, it takes 5.7 days to complete one orbit of its star, and is 0.0575 AU from its star. Its discovery was announced in 2016.",2016,2026,8559152,0.711,1.5
1178,2029,9229657,Kepler-1257 b,0.333,1.48,344,"Kepler-1255 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.99 Earths, it takes 36.3 days to complete one orbit of its star, and is 0.2226 AU from its star. Its discovery was announced in 2016.",2016,2029,9229657,0.333,1.48
1179,2031,5175024,Kepler-1279 b,0.013,1.34,371,"Kepler-1277 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.19 Earths, it takes 40.8 days to complete one orbit of its star, and is 0.2237 AU from its star. Its discovery was announced in 2016.",2014,2031,5175024,0.013,1.34
1180,2032,9026749,Kepler-1280 b,0.254,4.96,375,"Kepler-127 c is a Neptune-like exoplanet that orbits an F-type star. Its mass is 7.56 Earths, it takes 29.4 days to complete one orbit of its star, and is 0.2 AU from its star. Its discovery was announced in 2014.",2016,2032,9026749,0.254,4.96
1181,2036,5794240,Kepler-45 b,0.144,10.6,1637,"Kepler-454 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.05338 Earths, it takes 10.6 days to complete one orbit of its star, and is 0.0954 AU from its star. Its discovery was announced in 2015.",2016,2036,5794240,0.144,10.6
1182,2037,6933567,Kepler-1301 b,0.262,1.35,401,"Kepler-12 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.432 Jupiters, it takes 4.4 days to complete one orbit of its star, and is 0.0553 AU from its star. Its discovery was announced in 2011.",2016,2037,6933567,0.262,1.35
1183,2041,9654468,Kepler-1684 b,0.918,2.89,893,"Kepler-1682 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.7 Earths, it takes 14.8 days to complete one orbit of its star, and is 0.1134 AU from its star. Its discovery was announced in 2020.",2020,2041,9654468,0.918,2.89
1184,2042,4349452,Kepler-25 b,0.008,2.53,1176,"Kepler-259 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.25 Earths, it takes 8.1 days to complete one orbit of its star, and is 0.079 AU from its star. Its discovery was announced in 2014.",2011,2042,4349452,0.008,2.53
1185,2043,10027247,Kepler-1229 b,0.953,1.68,303,"Kepler-1227 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.86 Earths, it takes 94.3 days to complete one orbit of its star, and is 0.4092 AU from its star. Its discovery was announced in 2016.",2014,2043,10027247,0.953,1.68
1186,2044,6343170,Kepler-1230 b,0.949,3.41,309,"Kepler-122 e is a Neptune-like exoplanet that orbits an F-type star. Its mass is 27.7 Earths, it takes 38 days to complete one orbit of its star, and is 0.227 AU from its star. Its discovery was announced in 2014.",2016,2044,6343170,0.949,3.41
1187,2045,7107802,Kepler-1231 b,0.12,1.64,310,"Kepler-122 f is a super Earth exoplanet that orbits an F-type star. Its mass is 36 Earths, it takes 56.3 days to complete one orbit of its star, and is 0.287 AU from its star. Its discovery was announced in 2014.",2016,2045,7107802,0.12,1.64
