,Unnamed: 0_x,kepid_x,name,koi_impact_x,koi_prad_x,Unnamed: 0_y,description,discovery date,Unnamed: 0,kepid_y,koi_impact_y,koi_prad_y
555,1034,10055126,Kepler-311 b,0.107,1.66,1324,"Kepler-310 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 11.4 Earths, it takes 56.5 days to complete one orbit of its star, and is 0.281 AU from its star. Its discovery was announced in 2014.",2014,1034,10055126,0.107,1.66
556,1035,10055126,Kepler-311 c,0.732,1.61,1325,"Kepler-310 d is a super Earth exoplanet that orbits a G-type star. Its mass is 7 Earths, it takes 92.9 days to complete one orbit of its star, and is 0.392 AU from its star. Its discovery was announced in 2014.",2014,1035,10055126,0.732,1.61
557,1036,5009743,Kepler-906 b,0.002,2.03,2214,"Kepler-903 c is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.94 Earths, it takes 62.9 days to complete one orbit of its star, and is 0.302 AU from its star. Its discovery was announced in 2016.",2016,1036,5009743,0.002,2.03
558,1038,10019065,Kepler-938 b,0.311,3.68,2252,"Kepler-936 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.7 Earths, it takes 10.6 days to complete one orbit of its star, and is 0.0954 AU from its star. Its discovery was announced in 2016.",2016,1038,10019065,0.311,3.68
559,1039,7950644,Kepler-427 b,0.049,13.43,1592,"Kepler-425 b is a gas giant exoplanet that orbits a K-type star. Its mass is 0.25 Jupiters, it takes 3.8 days to complete one orbit of its star, and is 0.0464 AU from its star. Its discovery was announced in 2014.",2014,1039,7950644,0.049,13.43
560,1040,10080248,Kepler-939 b,0.749,1.63,2253,"Kepler-937 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 13.4 Earths, it takes 67.7 days to complete one orbit of its star, and is 0.3214 AU from its star. Its discovery was announced in 2016.",2014,1040,10080248,0.749,1.63
561,1041,10213902,Kepler-940 b,0.873,3.63,2255,"Kepler-938 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.56 Earths, it takes 52.6 days to complete one orbit of its star, and is 0.2689 AU from its star. Its discovery was announced in 2016.",2016,1041,10213902,0.873,3.63
562,1044,7629518,Kepler-863 b,0.266,2.74,2166,"Kepler-860 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 10.6 Earths, it takes 5.1 days to complete one orbit of its star, and is 0.058 AU from its star. Its discovery was announced in 2016.",2016,1044,7629518,0.266,2.74
563,1045,10810838,Kepler-482 b,0.835,2.59,1662,"Kepler-480 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 8.15 Earths, it takes 4.9 days to complete one orbit of its star, and is 0.0605 AU from its star. Its discovery was announced in 2016.",2016,1045,10810838,0.835,2.59
564,1053,10963065,Kepler-408 b,0.548,0.69,1567,"Kepler-406 c is a super Earth exoplanet that orbits a G-type star. Its mass is 2.71 Earths, it takes 4.6 days to complete one orbit of its star, and is 0.0552 AU from its star. Its discovery was announced in 2014.",2014,1053,10963065,0.548,0.69
565,1054,6268648,Kepler-907 b,0.858,1.31,2215,"Kepler-904 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.78 Earths, it takes 3 days to complete one orbit of its star, and is 0.0417 AU from its star. Its discovery was announced in 2016.",2016,1054,6268648,0.858,1.31
566,1056,5357901,Kepler-425 b,0.321,10.07,1590,"Kepler-423 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.595 Jupiters, it takes 2.7 days to complete one orbit of its star, and is 0.03585 AU from its star. Its discovery was announced in 2014.",2014,1056,5357901,0.321,10.07
567,1057,4278221,Kepler-908 b,0.007,1.16,2216,"Kepler-905 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.57 Earths, it takes 5.1 days to complete one orbit of its star, and is 0.0572 AU from its star. Its discovery was announced in 2016.",2016,1057,4278221,0.007,1.16
568,1058,10214162,Kepler-941 b,0.927,3.29,2256,"Kepler-939 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.71 Earths, it takes 14.9 days to complete one orbit of its star, and is 0.1153 AU from its star. Its discovery was announced in 2016.",2016,1058,10214162,0.927,3.29
569,1059,10905746,Kepler-1651 b,0.019,1.6,856,"Kepler-164 d is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.57 Earths, it takes 29 days to complete one orbit of its star, and is 0.187 AU from its star. Its discovery was announced in 2014.",2017,1059,10905746,0.019,1.6
570,1060,8242434,Kepler-942 b,0.11,2.0,2257,"Kepler-93 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.54426 Earths, it takes 4.7 days to complete one orbit of its star, and is 0.053 AU from its star. Its discovery was announced in 2014.",2016,1060,8242434,0.11,2.0
571,1061,6185331,Kepler-943 b,0.655,5.12,2258,"Kepler-940 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 11.1 Earths, it takes 59.6 days to complete one orbit of its star, and is 0.3059 AU from its star. Its discovery was announced in 2016.",2016,1061,6185331,0.655,5.12
572,1064,9636135,Kepler-864 b,0.742,2.98,2167,"Kepler-861 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.82 Earths, it takes 3.9 days to complete one orbit of its star, and is 0.0463 AU from its star. Its discovery was announced in 2016.",2016,1064,9636135,0.742,2.98
573,1066,7841925,Kepler-865 b,0.027,2.35,2168,"Kepler-862 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.52 Earths, it takes 3.1 days to complete one orbit of its star, and is 0.039 AU from its star. Its discovery was announced in 2016.",2016,1066,7841925,0.027,2.35
574,1069,5219234,Kepler-305 b,0.812,3.24,1304,"Kepler-304 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 8 Earths, it takes 9.7 days to complete one orbit of its star, and is 0.08 AU from its star. Its discovery was announced in 2014.",2013,1069,5219234,0.812,3.24
575,1070,5219234,Kepler-305 c,0.929,3.21,1305,"Kepler-304 e is a super Earth exoplanet that orbits a K-type star. Its mass is 1.87 Earths, it takes 1.5 days to complete one orbit of its star, and is 0.0232 AU from its star. Its discovery was announced in 2016.",2014,1070,5219234,0.929,3.21
576,1071,5219234,Kepler-305 e,0.512,1.7,1307,"Kepler-305 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6 Earths, it takes 8.3 days to complete one orbit of its star, and is 0.0752 AU from its star. Its discovery was announced in 2013.",2014,1071,5219234,0.512,1.7
577,1072,5219234,Kepler-305 d,0.578,2.56,1306,"Kepler-305 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 10.5 Earths, it takes 5.5 days to complete one orbit of its star, and is 0.0571 AU from its star. Its discovery was announced in 2013.",2020,1072,5219234,0.578,2.56
578,1074,9015738,Kepler-909 b,0.908,1.66,2217,"Kepler-906 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.1 Earths, it takes 41.7 days to complete one orbit of its star, and is 0.2359 AU from its star. Its discovery was announced in 2016.",2016,1074,9015738,0.908,1.66
579,1075,7215603,Kepler-910 b,0.146,0.82,2218,"Kepler-907 b is a super Earth exoplanet that orbits an F-type star. Its mass is 1.87 Earths, it takes 15.9 days to complete one orbit of its star, and is 0.1225 AU from its star. Its discovery was announced in 2016.",2016,1075,7215603,0.146,0.82
580,1077,5561278,Kepler-911 b,0.05,2.41,2219,"Kepler-908 b is a super Earth exoplanet that orbits an F-type star. Its mass is 1.98 Earths, it takes 1.3 days to complete one orbit of its star, and is 0.0247 AU from its star. Its discovery was announced in 2016.",2016,1077,5561278,0.05,2.41
581,1079,6387542,Kepler-912 b,0.878,2.02,2220,"Kepler-909 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.76 Earths, it takes 13.9 days to complete one orbit of its star, and is 0.1175 AU from its star. Its discovery was announced in 2016.",2016,1079,6387542,0.878,2.02
582,1081,6869184,Kepler-944 b,0.034,2.42,2259,"Kepler-941 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 9.69 Earths, it takes 17.4 days to complete one orbit of its star, and is 0.1311 AU from its star. Its discovery was announced in 2016.",2016,1081,6869184,0.034,2.42
583,1084,6604328,Kepler-945 b,0.151,2.72,2260,"Kepler-942 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.18 Earths, it takes 45 days to complete one orbit of its star, and is 0.2298 AU from its star. Its discovery was announced in 2016.",2016,1084,6604328,0.151,2.72
584,1086,7439316,Kepler-866 b,0.146,1.57,2169,"Kepler-863 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 8.75 Earths, it takes 15.6 days to complete one orbit of its star, and is 0.122 AU from its star. Its discovery was announced in 2016.",2016,1086,7439316,0.146,1.57
585,1089,12400538,Kepler-867 b,0.345,4.6,2170,"Kepler-864 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.35 Earths, it takes 5.8 days to complete one orbit of its star, and is 0.0687 AU from its star. Its discovery was announced in 2016.",2016,1089,12400538,0.345,4.6
586,1090,5184584,Kepler-891 b,0.092,5.82,2197,"Kepler-888 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.75 Earths, it takes 70.7 days to complete one orbit of its star, and is 0.328 AU from its star. Its discovery was announced in 2016.",2016,1090,5184584,0.092,5.82
587,1093,5438099,Kepler-306 c,0.507,2.14,1309,"Kepler-305 e is a super Earth exoplanet that orbits a K-type star. Its mass is 3.87 Earths, it takes 3.2 days to complete one orbit of its star, and is 0.0399 AU from its star. Its discovery was announced in 2020.",2014,1093,5438099,0.507,2.14
588,1094,5438099,Kepler-306 b,0.88,1.82,1308,"Kepler-305 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 9.1 Earths, it takes 16.7 days to complete one orbit of its star, and is 0.121 AU from its star. Its discovery was announced in 2014.",2014,1094,5438099,0.88,1.82
589,1095,6543893,Kepler-913 b,0.298,5.75,2221,"Kepler-910 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.477 Earths, it takes 2.4 days to complete one orbit of its star, and is 0.0382 AU from its star. Its discovery was announced in 2016.",2016,1095,6543893,0.298,5.75
590,1097,6975129,Kepler-312 c,0.595,2.62,1327,"Kepler-311 c is a super Earth exoplanet that orbits a G-type star. Its mass is 2.63 Earths, it takes 19.7 days to complete one orbit of its star, and is 0.145 AU from its star. Its discovery was announced in 2014.",2014,1097,6975129,0.595,2.62
591,1098,11391018,Kepler-486 b,0.359,10.99,1666,"Kepler-484 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 5.82 Earths, it takes 10 days to complete one orbit of its star, and is 0.0896 AU from its star. Its discovery was announced in 2016.",2016,1098,11391018,0.359,10.99
592,1099,8685497,Kepler-914 b,0.814,1.51,2222,"Kepler-911 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 7.27 Earths, it takes 20.3 days to complete one orbit of its star, and is 0.1549 AU from its star. Its discovery was announced in 2016.",2016,1099,8685497,0.814,1.51
593,1100,4365645,Kepler-1671 b,0.168,1.07,876,"Kepler-166 d is a super Earth exoplanet that orbits a G-type star. Its mass is 3.64 Earths, it takes 1.6 days to complete one orbit of its star, and is 0.0246 AU from its star. Its discovery was announced in 2016.",2020,1100,4365645,0.168,1.07
594,1102,8197343,Kepler-946 b,0.034,2.41,2261,"Kepler-943 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 29.5 Earths, it takes 49.8 days to complete one orbit of its star, and is 0.2559 AU from its star. Its discovery was announced in 2016.",2016,1102,8197343,0.034,2.41
595,1104,6786348,Kepler-947 b,0.006,2.2,2262,"Kepler-944 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.41 Earths, it takes 43.3 days to complete one orbit of its star, and is 0.2288 AU from its star. Its discovery was announced in 2016.",2016,1104,6786348,0.006,2.2
596,1105,6209677,Kepler-948 b,0.353,1.35,2263,"Kepler-945 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 7.41 Earths, it takes 31 days to complete one orbit of its star, and is 0.2037 AU from its star. Its discovery was announced in 2016.",2016,1105,6209677,0.353,1.35
597,1107,9813499,Kepler-868 b,0.97,2.53,2171,"Kepler-865 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.76 Earths, it takes 14.2 days to complete one orbit of its star, and is 0.1057 AU from its star. Its discovery was announced in 2016.",2016,1107,9813499,0.97,2.53
598,1108,12254792,Kepler-869 b,0.872,2.92,2172,"Kepler-866 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.29 Earths, it takes 2.6 days to complete one orbit of its star, and is 0.0331 AU from its star. Its discovery was announced in 2016.",2016,1108,12254792,0.872,2.92
599,1109,12020218,Kepler-870 b,0.092,2.52,2173,"Kepler-867 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 19.4 Earths, it takes 150.2 days to complete one orbit of its star, and is 0.5375 AU from its star. Its discovery was announced in 2016.",2016,1109,12020218,0.092,2.52
600,1110,7690844,Kepler-871 b,0.837,3.05,2174,"Kepler-868 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.86 Earths, it takes 5 days to complete one orbit of its star, and is 0.0575 AU from its star. Its discovery was announced in 2016.",2016,1110,7690844,0.837,3.05
601,1112,5438099,Kepler-306 d,0.756,2.23,1310,"Kepler-306 b is a super Earth exoplanet that orbits a K-type star. Its mass is 2.92 Earths, it takes 4.6 days to complete one orbit of its star, and is 0.05 AU from its star. Its discovery was announced in 2014.",2014,1112,5438099,0.756,2.23
602,1113,5438099,Kepler-306 e,0.864,2.75,1311,"Kepler-306 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.12 Earths, it takes 7.2 days to complete one orbit of its star, and is 0.067 AU from its star. Its discovery was announced in 2014.",2013,1113,5438099,0.864,2.75
603,1115,8009350,Kepler-892 b,0.836,2.81,2198,"Kepler-889 b is a super Earth exoplanet that orbits an F-type star. Its mass is 1.32 Earths, it takes 3.7 days to complete one orbit of its star, and is 0.0492 AU from its star. Its discovery was announced in 2016.",2016,1115,8009350,0.836,2.81
604,1116,8082001,Kepler-893 b,0.907,3.31,2199,"Kepler-890 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.184 Jupiters, it takes 52.8 days to complete one orbit of its star, and is 0.2944 AU from its star. Its discovery was announced in 2016.",2016,1116,8082001,0.907,3.31
605,1118,9277896,Kepler-915 b,0.953,1.85,2223,"Kepler-912 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 8.25 Earths, it takes 2.5 days to complete one orbit of its star, and is 0.0339 AU from its star. Its discovery was announced in 2016.",2016,1118,9277896,0.953,1.85
606,1119,9401997,Kepler-916 b,0.207,1.9,2224,"Kepler-913 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.9 Earths, it takes 10.3 days to complete one orbit of its star, and is 0.1009 AU from its star. Its discovery was announced in 2016.",2016,1119,9401997,0.207,1.9
607,1120,10686864,Kepler-917 b,0.379,1.7,2225,"Kepler-914 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.48 Earths, it takes 4.4 days to complete one orbit of its star, and is 0.0544 AU from its star. Its discovery was announced in 2016.",2016,1120,10686864,0.379,1.7
608,1126,9631995,Kepler-422 b,0.306,12.63,1587,"Kepler-41 b is a gas giant exoplanet that orbits a G-type star. Its mass is 0.56 Jupiters, it takes 1.9 days to complete one orbit of its star, and is 0.03101 AU from its star. Its discovery was announced in 2011.",2014,1126,9631995,0.306,12.63
609,1128,7901948,Kepler-872 b,0.625,1.63,2175,"Kepler-869 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 12.7 Earths, it takes 40.4 days to complete one orbit of its star, and is 0.2244 AU from its star. Its discovery was announced in 2016.",2016,1128,7901948,0.625,1.63
